word,part_of_speech,example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
create,verb,Do you believe that it is God that created the world?,你相信是上帝創造了世界嗎？,創造；創建；引起,design; establish,demolish; destroy,creat 表「生長出來」，-e 為動詞字尾，引申為創造、創建。,187,,4
credit,verb; noun,I can credit what you said right now. You can buy a computer on credit.,我相信你剛才所說的。你可以賒購一台電腦。,相信；認為…有某優點；記入貸方；信譽；賒帳；學分,accredit; belief; trust,debit; distrust; debt,credit 可作動詞表示相信、記入貸方，也可作名詞表示信用、賒帳或學分。,187,188,4
criminal,adjective; noun,He was embarrassed with his criminal father. The criminal's sentence has been reduced.,有一個犯罪的父親，他感到很難堪。那個罪犯已經被減刑。,犯罪的；犯法的；刑事上的；罪犯,felonious; vicious; felon; outlaw,civil; good; legal; good person,crimin 表「罪刑」，-al 可作形容詞字尾，也可指具有該特徵的人，引申為犯罪的、罪犯。,188,,4
cringe,verb,Don't be always cringing to your boss.,別老是對你的老闆卑躬屈膝的。,畏縮；蜷縮；卑躬屈膝,flinch; funk,,cringe 常表示因恐懼或討好而畏縮、卑躬屈膝。,188,,4
critic,noun,She dreams to be a film critic.,她夢想著成為電影評論家。,批評家；評論家,commentator,,crit 表「評判」，-ic 表具有某特性的人，critic 即評論家。,188,,3
criticize,verb,We criticized him for his impoliteness.,我們批評他無禮。,批評；批判；苛求；非難,blame; castigate,admire; praise,critic 加 -ize 成為動詞，表示批評、評論。,188,,5
crowd,verb; noun,Audiences crowded the meeting room. Be yourself and do not follow the crowd.,聽眾擠滿了會議室。做你自己，別隨人群起舞。,擠；擠擁；催促；人群；一夥；一幫；一堆,huddle; invade; crew; gang; bunch,fewness,crowd 可作動詞表示擠滿，也可作名詞表示人群。,188,,4
crush,verb; noun,Don't crush the box; there are cakes inside. There was such a crush on the bus that I could not move.,不要壓壞這個盒子，裡面有蛋糕。公共汽車擠得水泄不通，我不能動彈。,壓碎；壓壞；碾碎；壓榨；壓碎；毀壞；壓迫；擁擠,squash; squelch; crunch; compaction,,crush 可表示壓碎，也可作名詞指擁擠的人群或壓迫。,188,,4
cumulative,adjective,He told me it was a cumulative process.,他告訴我那是一個逐步累積的過程。,漸增的；蓄積的；累計的,accumulative,,cumul 表「堆積」，-ative 為形容詞字尾，表示逐步累積的。,188,189,3
currency,noun,These words have gained wide currency.,這些辭彙已經廣泛被傳播。,貨幣；流通,coin; money,,curr 表「跑、流動」，-ency 表狀態，貨幣在社會中流通，因此有貨幣、流通之意。,189,,4
customary,adjective,Is it customary for you to get up late on weekends?,你週末是否習慣很晚起床？,習慣上的；合乎習俗的,accustomed,uncustomary,custom 表風俗、習慣，-ary 為形容詞字尾，表示習慣上的、合乎習俗的。,189,,5
cutting edge,noun,Paris is on the cutting edge of trends that spread the world.,巴黎走在世界流行的最前端。,最前線；最重要的位置,vanguard; forefront,,cutting edge 原指鋒利的刃口，引申為科技或潮流的最前端。,189,,4
dairy,adjective; noun,He works on a dairy farm. My mother usually buys milk in the dairy section.,他在一家乳製品農場工作。我媽媽常在乳製品區買牛奶。,牛奶的；牛奶場；乳品店；乳製品,,,dairy 與 daily 字形相近，可聯想每天喝牛奶；dairy 指乳品相關事物。,189,,5
Darwinism,noun,There are still some people holding suspicion to Darwinism.,仍有一些人對達爾文主義持懷疑態度。,達爾文主義；進化論,,,Darwin 為人名，加 -ism 表主義，Darwinism 即達爾文主義、進化論。,189,,3
deadline,noun,I am sure I can finish the task before the deadline.,我肯定可以在最後期限之前完成任務。,最後期限,limit,,dead 表死的，line 表線，原意不可越過的線，引申為最後期限。,189,,4
dealer,noun,They bought a second-hand TV from a TV dealer.,他們從電視機商那裡買了一台二手電視機。,業者；商人；發牌者,trader; bargainer,customer,deal 表交易，-er 表人，dealer 即做交易的人、商人。,189,,5
debit,verb; noun,"Debit $8,000 against her. He told me this item was a debit.",把八千美元記入她的借方帳中。他告訴我這筆帳是屬於借方的。,把…記入借方；借方,,credit,debit 與 credit 相對，會計上表示借方。,189,190,4
decimate,verb,War has decimated the population.,戰爭使大量的人死亡。,成批殺死；大量殺滅,butcher; annihilate,,decimate 現常用來表示大量殺死或嚴重削減。,190,,5
decline,verb; noun,My memory has been declining these years. He is on the decline and has to stay in bed all day.,這幾年，我的記憶力下降了。他的健康每況愈下，必須整天待在床上。,下降；衰退；拒絕；減少；衰退,worsen; refuse; descent; diminution,accept; ascend; ascent; improvement,de 表向下，cline 表傾斜，合起來有向下傾斜之意，引申為下降、衰退。,190,,5
deduct,verb,The rent has been deducted from your salary.,租金已經從你的工資中扣除。,減去；扣除；演繹,subtract; withdraw,,de 表向下、離開，duct 表引導，原意向下帶走，引申為扣除。,190,,3
deep,adjective,This book is too deep for me.,對我來說，這本書太深奧了。,深的；深奧的；強烈的,abstruse; recondite,shallow,deep 除了深度，也常形容思想、內容深奧。比較級 deeper，最高級 deepest。,190,,4
defect,verb; noun,She defected from the party. Vanity is her chief defect.,她脫離了黨。虛榮是她最大的缺點。,逃跑；脫離；背叛；缺點；缺陷；不足之處,desert; fault; flaw,merit,de 表否定、離開，fect 表做，可聯想為離開原有陣營或做得不完整而有缺陷。,190,,4
defer,verb,I have to defer my departure for one week.,我不得不把行程推遲一個星期。,延期；聽從；把…委託給,postpone; put off,defy; disobey,de 表分離，fer 表攜帶，可聯想把事情帶到以後再做，引申為推遲、延期。,190,,4
define,verb,He has defined his position.,他已經表明了他的立場。,解釋；給…下定義；使明確,specify; delineate,,de 表加強，fin 表界限，-e 表動詞，原意畫出界限，引申為下定義、使明確。,190,191,4
