word,part_of_speech,example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
anguish,verb; noun,The loss of his brother anguished him deeply. He was in anguish until he knew his wife had passed a critical stage.,失去弟弟使他深陷痛苦之中。他一直處於極度痛苦中，直到知道妻子已渡過危險期。,使極度痛苦；感到痛苦；極度的痛苦；苦惱,pain; hurt,,anguish 可作動詞或名詞，核心為極度痛苦。,166,,5
anniversary,noun,He bought me a ring as an anniversary gift.,他買給我一個戒指作為週年紀念日禮物。,週年紀念；週年紀念日,day of remembrance,,anniversary 指每年重複到來的紀念日。,166,,5
anonymously,adverb,The novel coming out anonymously is fathered upon John.,有人認為那本匿名發表的小說是約翰所寫。,匿名地；化名地,,,anonymous + ly，表示匿名地。,166,,4
anticipate,verb,The economist anticipated a financial crisis was coming.,那位經濟學家預料一場經濟危機即將爆發。,預期；期望；預料,expect; foreknow,follow,anticipate 表事先預料或期待。,166,167,5
anxiety,noun,The father was filled with anxiety about his son's study.,那位父親為兒子的學習感到憂心。,憂慮；擔心；渴望,apprehension,easiness,anxiety 表焦慮、憂心，也可指渴望。,167,,4
apologize,verb,I must apologize for not following my promise.,我為沒遵守諾言而道歉。,道歉,ask forgiveness,blame; condemn,apologize 常用 apologize for 表示為某事道歉。,167,,5
appall,verb,We were appalled when we heard a hurricane was on its way.,聽說一場颶風正席捲而來，我們嚇壞了。,使驚恐；使膽寒,shock; offend,,appall 表使人極度震驚或害怕。,167,,5
appease,verb,It was wrong to appease the aggressor.,姑息侵略者是錯誤的。,平息；緩和；滿足,allay; alleviate,,appease 表平息怒氣、緩和衝突或滿足需求。,167,,4
appoint,verb,The company has appointed a new secretary.,公司已經任命了一位新的秘書。,任命；指派；指定；安排,allot; assign,retain,appoint 表任命或指定某人擔任職務。,167,,5
appreciate,verb,I appreciate what you have done for me.,感謝你為我所做的一切。,欣賞；感謝；體會,value; admire,despise; dislike,appreciate 可表示欣賞、感激或理解價值。,167,,4
argue,verb,They argued me into giving up the impractical plan.,他們說服我放棄這個不切實際的計畫。,爭論；主張；論證；說服,contend; debate,agree; co-operate,argue someone into 表說服某人做某事。,167,,5
arrest,verb; noun,The beautiful dress has arrested her attention. The policemen made an arrest last week.,那件漂亮的衣服吸引了她的注意。員警上星期逮捕了一個人。,逮捕；拘留；阻止；吸引；逮捕；拘留,capture; catch; seize; apprehension,escape,arrest 可作動詞與名詞，核心為「停止、扣留」。,167,168,5
artifact,noun,There are many artifacts in his study.,在他的書房裡有很多手工藝品。,人工製品；手工藝品,,,arti 表技藝、人工，fact 表做，引申為人工製品。,168,,4
ascent,noun,We made a successful ascent of the highest mountain in the world.,我們成功地登上了世界上最高的山。,攀登；提高；提升；追溯,rise; rising,descent,ascent 表向上攀登、上升。,168,,5
assassin,noun,The cruel assassin finally suffered the consequence of his own doing.,那個殘忍的刺客終於自食其果。,暗殺者；刺客,assassinator,,assassin 指刺客、暗殺者。,168,,4
assault,verb; noun,He got 5 years' imprisonment due to assaulting an official. The troop made a strong assault on the city.,他因襲擊一位官員被判五年監禁。軍隊猛襲該城。,攻擊；襲擊；譴責；抨擊,assail; attack; rape; violation,defend; defense; protection,assault 可作動詞和名詞，均表示攻擊、襲擊。,168,,5
assembly line,noun,The factory is more efficient due to the fact that a new assembly line was installed.,因為安裝了新的裝配線，所以工廠的效率提高了。,裝配線,production line; line,,assembly 表裝配，line 表線，合起來是裝配線。,168,,5
assessment,noun,He refused to tell us his assessment of the situation.,他拒絕告訴我們他對該形勢的評估。,估價；評價；評估,appraisal; judgment,,assess + ment，表示評估、評價。,168,,4
assign,verb,All the employees have been assigned to suitable jobs.,所有的員工都已被分配到合適的工作。,分配；分派；指定,allocate; allot,,assign 表把任務或職位分派給某人。,168,,4
assuage,verb,Nothing can assuage her pain of losing a child.,什麼也不能減輕她失去孩子的痛苦。,緩和；減輕；鎮定,lessen; allay; ease,,assuage 表使痛苦、怒氣等減輕。,168,169,5
astronaut,noun,The little boy's dream is to be an astronaut.,那個小男孩的夢想是成為太空人。,太空人,spaceman,,astro 表星、宇宙，naut 表航行者，合起來是太空人。,169,,4
atmosphere,noun,An atmosphere of anxiety filled the family.,家裡籠罩著憂慮的氣氛。,大氣；大氣層；氣氛；情趣；魅力,aerosphere; air,,atmo 表氣，sphere 表球面、範圍，引申為大氣與氣氛。,169,,5
atrocity,noun,His atrocity has aroused great public rage.,他的暴行激起了群眾極大的憤怒。,殘暴；殘酷；殘暴的行為,atrociousness,friendliness,atrocity 指殘暴行為或暴行。,169,,3
attend,verb,They attend the church every Sunday.,每個星期天他們都去教堂。,注意；出席；參加；照顧,join; be present at,avoid; ignore,attend 可指參加、出席，也可指注意、照顧。,169,,5
attitude,noun,What's your attitude towards this issue?,你對這個問題的看法是怎樣的？,態度；意見；看法；姿勢,view; position,,attitude 常指對某事的態度或立場。,169,,4
auction,verb; noun,The company is going to auction their car next week. The building is sold by auction.,公司將於下月拍賣他們的車。這座樓房是被拍賣掉的。,拍賣；把…拍賣掉,auctioneer,,auction 可作動詞與名詞，均與拍賣有關。,169,,5
augment,verb,He augmented his income by being a part time teacher in a college.,因為他在一所大學當兼職老師，所以收入增加。,擴大；增強；提高,enlarge; increase,abate,augment 表增加、擴大。,169,,5
authenticate,verb,The interested parties have authenticated the rumor.,當事人已經證實了傳言為真。,證明…為真,,,authenticate 表證實真實性。,169,,5
automatic,adjective,They want to buy a fully automatic washing machine.,他們想買一台全自動洗衣機。,自動的；無意識的,spontaneous,manual; intentional,auto 表「自己」，-matic 可聯想自動運作，因此 automatic 表自動的。,169,170,4
average,adjective; noun,The average age of the employees in the company is 25. His pay is above the average in the company.,這家公司員工的平均年齡是二十五歲。他的薪水高於公司的平均薪資。,平均的；一般的；普通的；平均；平均數；一般；普通,usual; common; norm,special; maximum,average 可作形容詞或名詞，核心是平均、一般水準。,170,,5
backlash,noun,We were surprised by his backlash of sympathy for his enemy.,他對仇敵表示同情的強烈反應，讓我們感到很驚訝。,反衝；反撞；強烈反應；強烈反對,recoil; repercussion,,back 表「回」，lash 表「打擊」，合起來表示反衝、強烈反應。,170,,3
bacteria,noun,The naked eye can not see bacteria.,肉眼看不到細菌。,細菌,,,bacteria 是 bacterium 的名詞複數形。,170,,5
balk,verb; noun,Nothing can balk me to pursue my dream. He thinks political movement is a balk to the development of economy.,沒有什麼能阻止我去追求我的夢想。他認為政治運動是經濟發展的障礙。,阻礙；阻止；畏怯；猶豫；阻礙；妨礙；挫折,block; hinder; stall; hindrance,helping; help,balk 可作動詞或名詞，表示阻礙、妨礙。,170,,5
bandit,noun,The bandits in the mountain were finally arrested.,山裡的強盜終於被逮捕了。,強盜；土匪；惡棍；歹徒,robber; thief,,bandit 指強盜、土匪。,170,,5
banish,verb,The king was banished from his country for life.,國王被終生放逐。,流放；放逐；消除；排除,deport; exile,admit; receive,banish 表放逐、驅逐，也可表示消除。,170,,4
banking,noun,Banking faces cruel competition in China nowadays.,當今，中國的銀行業面臨著殘酷的競爭。,銀行業,,,bank 表「銀行」，-ing 為名詞字尾，合起來表示銀行業。,170,171,5
