word,part_of_speech,example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
contend,verb,I would contend that pollution is one of the most serious issues we face.,我強調污染是我們面臨的最嚴重的問題之一。,爭辯；辯論；強調,compete; argue; stress,,con- 表「共同、一起」，tend 表「伸展」，可聯想對某事一起伸手爭取，引申為競爭、爭辯。,45,,4
contender,noun,A contender for the heavyweight boxing crown was killed last night.,一名重量級拳擊冠軍競爭者昨晚被殺了。,爭奪者；競爭者,rival; competitor,,contend（爭奪）加表示人的 -er，形成 contender，表示爭奪者、競爭者。,45,,5
contention,noun,My contention is that the death penalty should be abolished.,我的主張是應該廢除死刑。,主張；論點；爭論,opinion; dispute; debate,,contend（爭辯、競爭）去 d 加 -tion 形成名詞 contention，表示爭論、論點、主張。,45,,3
contentment,noun,She told us with a smile of contentment that her husband had been promoted.,她帶著心滿意足的微笑告訴我們她丈夫晉升了。,滿足；知足,satisfaction,discontentment,content（使滿足）加 -ment 形成名詞 contentment，表示滿足、知足。,45,,5
contestant,noun,"Including him, there were 34 contestants in the race.",包括他，共有三十四名參賽者。,參賽者；角逐者；質疑者,competitor,,contest（競賽、比賽）加表示人的 -ant，形成 contestant，表示參賽者、角逐者。,45,,5
contractor,noun,The man standing at the street corner is a building contractor.,站在街角的那個人是個承包商。,立契約者；承包商,,,contract（契約）加表示人的 -or，形成 contractor，表示立契約者、承包商。,46,,5
contradict,verb,"Don't contradict your father; otherwise, he will be more furious.",不要反駁你父親，不然他會更生氣。,反駁；矛盾；衝突,refute; controvert,,contra- 表「相反、反對」，dict 表「說」，合起來就是反說、反駁，也可表示矛盾、衝突。,46,,5
contradiction,noun,Your behavior today is in contradiction with what you did yesterday.,你今天的行為與昨天自相矛盾。,否認；自相矛盾,inconsistency,consistency,contradict（矛盾）加 -ion 形成名詞 contradiction，表示否認、自相矛盾。,46,,4
contributor,noun,The closefisted businessman now becomes a generous contributor to charity.,那個吝嗇的商人現在成了樂善好施者。,捐助者；贈送者,donor; giver,,contribute（捐助、貢獻）去 e 加表示人的 -or，形成 contributor，表示捐助者、贈送者。,46,,3
controller,noun,The financial controller juggled the figures to hide his embezzlement.,該財務管理者為了隱瞞挪用公款而在數字上做手腳。,管制者；管理者,administrator,,control（控制、管理）加表示人的 -er，形成 controller，表示管制者、管理者。,46,,5
controversy,noun,"There was a huge controversy over the plan, that is, constructing a factory in the upper reaches of the river.",對在河的上游蓋工廠的計畫爭議極大。,爭論；辯論；爭議,contention; disputation,agreement,contro- 表「相反」，vers 表「轉」，可聯想向相反方向轉，引申為爭論、辯論、爭議。,46,,5
conversely,adverb,You can add the powder to the fluid or conversely the fluid to the powder.,你可以把粉末加入液體，或是相反地，把液體加入粉末。,相反地,,,con- 表「一起」，vers 表「轉」，可聯想轉向相反方向，因此 conversely 表示相反地。,46,,5
conversion,noun,"Having undergone a religious conversion, he changed greatly.",經歷了宗教信仰的轉變後，他變化很大。,轉化；轉變,transition; changeover,,convert（轉變、轉換）去 t 加 -sion 形成名詞 conversion，表示轉化、轉變。,46,,4
convert,verb,She converted her Japanese yen into dollars upon arriving in New York.,她一到紐約，就把日幣換成美元。,轉變；變換,change; commute,stabilize,con- 表「一起」，vert 表「轉」，合起來可聯想一起轉，引申為轉變、變換。,46,,5
co-operation,noun,"Thanks to your generous co-operation, our company has improved its efficiency.",多虧你的慷慨合作，我們公司已提高效率。,合作；協力,coalition,,co- 表「一起」，operation 表「操作」，合起來可聯想一起操作，引申為合作、協力。,47,,4
convinced,adjective,I feel convinced that you will succeed.,我確信你會成功。,確信的；有堅定信仰的,determined; confident,uncertain,convince（使確信、使信服）加 -d 形成形容詞 convinced，表示確信的、有堅定信仰的。,47,,3
copyright,noun,This article talks about how to register a copyright.,這篇文章討論如何登記版權。,版權；著作權,,,copy 表「複製」，right 表「權利」，合起來就是複製的權利，引申為版權、著作權。,47,,5
coral,noun,"Coral, formed by certain types of polyp, is often used for making jewelry.",珊瑚是由某種珊瑚蟲構成的，常用來做成首飾。,珊瑚；珊瑚製品,,,coral 可與 oral（口服的）聯想：那一劑 oral 藥是用 coral 製成的。,47,,5
core,noun,The film touched the very core of her heart.,這部電影觸動她的內心深處。,果核；核心；深處,center; nucleus,edge,cor 可聯想「心」，core 就是核心、深處。,47,,3
corp.,noun,She landed a job in a large corp. which was founded in 1998.,她在一家創設於一九九八年的大公司謀得一職。,集團法人；股份有限公司,company; firm,,corp. 是 corporation 的縮寫，表示公司、股份有限公司。,47,,4
corporate,adjective,The success was due to corporate effort.,成功是全體努力的結果。,法人的；公司的；全體的,collective; incorporated,individual,corpor 表「身體、團體」，-ate 為形容詞字尾，因此 corporate 表示法人的、公司的、全體的。,47,,5
corpse,noun,The visitors screamed when they suddenly saw a corpse in the bushes.,遊客們在矮樹叢中突然看到一具屍體時尖叫起來。,屍體；殘骸,cadaver; remains,,corpse 可與 corps（部隊）聯想，幫助記住其拼字；corpse 表示屍體。,47,,5
correction,noun,You had better look carefully at the corrections before setting about the new work.,著手做新工作之前，你最好仔細看看修改的地方。,訂正；修改,alteration; emendation,,correct（改正、糾正）加 -ion 形成名詞 correction，表示訂正、修改。,47,,4
correspondence,noun,She had kept up a correspondence with him until he passed away.,在他去世之前，她一直與他保持通信。,一致；通信,agreement; accordance,,correspond（符合、一致、通信）加 -ence 形成名詞 correspondence，表示一致、通信。,47,,3
correspondent,adjective,"If the outcome of the exam is correspondent with my wishes, I will treat you to dinner.",若考試結果與我的願望一致，我就請你吃飯。,符合的；一致的,concordant; consistent,,correspond（符合、一致）加 -ent 形成形容詞 correspondent，表示符合的、一致的。,48,,5
corrode,verb,Failure corroded her confidence and she decided to change her profession.,失敗侵蝕她的信心，所以她決定轉行。,腐蝕；侵蝕；損害,deteriorate; rust,,cor- 可表「加強」，rod 可聯想「咬」，可聯想一直咬，表示腐蝕、侵蝕、損害。,48,,5
corrupt,verb,I just want to tell you that bad company may corrupt a good boy.,我只想告訴你壞朋友會使好孩子墮落。,腐敗；墮落；腐爛,rot; decay,improve,cor- 可表「全部」，rupt 表「斷裂」，可聯想全部斷裂，引申為腐敗、墮落、腐爛。,48,,3
corruption,noun,The necessity to take measures against corruption has become more and more evident.,採取措施對付貪污的必要性已經越來越明顯。,墮落；貪污；腐壞,degeneracy,improvement,corrupt（腐敗、墮落、腐爛）加 -ion 形成名詞 corruption，表示墮落、貪污、腐壞。,48,,5
cosmetic,noun,You should apply cosmetics if you go to the party.,如果要去派對，你應該用化妝品打扮一下。,化妝品；裝飾品,cream,,cos 可聯想 cost（花費），-metic 可作記憶拆分；cosmetic 指化妝品、裝飾品。,48,,5
costing,noun,"Having done the costing on the project, we decided to give it up.",計算完成本，我們決定放棄這項工程。,成本計算；生產費用,,,cost（花費）加 -ing 形成名詞 costing，表示成本計算、生產費用。,48,,4
councilor,noun,These councilors call for greater effort in promoting industrial safety.,這些議員呼籲為促進工業安全做出更多努力。,議員；顧問,,,council（委員會、參議會）加表示人的 -or，形成 councilor，表示議員、顧問。,48,,5
counsel,verb,Her job is to counsel people on how to speak at an official occasion.,她的工作是輔導人們如何在正式場合說話。,勸告；輔導；商議,advise,,counsel 可聯想 council（委員會、參議會），在 council 裡 counsel 國家大事，表示勸告、輔導、商議。,48,,5
counseling,noun,The mother suggested the whole family go to counseling.,母親建議全家都去做心理諮詢。,諮詢服務,guidance; direction,,counsel（勸告、忠告）加 -ing 形成名詞 counseling，表示諮詢服務。,48,,3
counselor,noun,The great irony is that this marriage guidance counselor cannot solve her own marriage problems.,最諷刺的是，這個婚姻顧問不能解決她自己的婚姻問題。,顧問；指導老師,adviser; instructor,,counsel（勸告、忠告）加表示人的 -or，形成 counselor，表示顧問、指導老師。,49,,5
countable,adjective,Some nouns are uncountable in other languages but countable in English.,一些名詞在其他語言是不可數，但在英語中卻是可數的。,可計算的；可數的,numerable,uncountable,count 表「計算」，-able 表「可以……的」，因此 countable 表示可計算的、可數的。,49,,5
counterpart,noun,The Foreign Minister met with his Jordanian counterpart and the two had a nice talk.,該國外交部長會見約旦外交部長，兩人進行友好交談。,對等的人；副本；極相似之物,copy; equivalent,,counter- 可表示「相對」，part 表「部分」，可聯想相對應的部分，因此表示對等的人、副本、極相似之物。,49,,3
countless,adjective,I have told her countless times but she made the same mistake again.,我已經告訴她無數次了，但她還是犯了相同的錯誤。,無數的；數不盡的,innumerable; unlimited,finite,count 表「計數」，-less 表「沒有」，因此 countless 表示無數的、數不盡的。,49,,5
courtyard,noun,The maid had to get up very early to sweep the courtyard.,女傭必須很早起來打掃庭院。,庭院；天井,court,,court 表「庭院」，yard 表「院子」，合起來可聯想庭院、天井。,49,,4
covering,noun,The covering of forestry in that country is 33 percent.,該國的森林覆蓋率是百分之三十三。,覆蓋物；罩子；蓋子,shield; cover,,cover（覆蓋、遮蓋）加 -ing 形成名詞 covering，表示覆蓋物、罩子、蓋子。,49,,5
cowardly,adjective,Her cowardly behavior was laughed at by her rivals.,對手嘲笑她膽小的行為。,膽小的；懦怯的；卑劣的,timid,bold; brave,coward（懦弱的人、膽小的人）加 -ly 形成形容詞 cowardly，表示膽小的、懦怯的。,49,,5
cozy,adjective,They dined in a cozy little restaurant to celebrate their wedding anniversary.,他們在舒適的小餐廳吃晚餐以慶祝結婚週年紀念日。,舒適的；愜意的,comfortable; snug,,cozy 可與 dozy（想睡的）聯想：一到 cozy 環境，就令人 dozy。,49,,5
cracker,noun,Ancient people believed they could use crackers to frighten away evil spirits.,古人相信他們能以鞭炮驅邪。,餅乾；鞭炮,cookie; firework,,cracker 由 crack（破裂、爆裂聲）加 -er 形成，可聯想會發出爆裂聲的鞭炮。,49,,3
cramp,verb,All these difficulties including lack of financial support cramped the progress of this institution.,所有的困難，包括缺乏資金在內，都妨礙該機構的發展。,限制；妨礙,hamper; confine,,字根 cram 表「塞滿」，可聯想空間被擠滿而受到限制，因此有「限制；妨礙」之意。,50,,4
creativity,noun,She is a writer with seemingly unlimited creativity.,她是一位彷彿有無限創造力的作家。,創造力,ingenuity,,create（創造）加 -ivity 形成名詞 creativity，表示創造力。,50,,5
creator,noun,Do you believe that God is the creator of the universe?,你相信上帝是宇宙的創造者嗎？,創作者；發明者,inventor,,create（創造）加表示人的 -or，形成 creator，表示創作者、發明者。,50,,5
credible,adjective,It is hardly credible that he gave up the job.,他放棄了工作，真令人難以置信。,可信的；可靠的,believable; dependable,incredible,credit 可聯想「信用」，加 -ible 形成形容詞 credible，表示可信的、可靠的。,50,,4
creditor,noun,"Each time his creditor comes, he is not in.",債主每次來，他都不在家。,債權人,lender; loaner,debtor,credit（信用；賒帳）加表示人的 -or，形成 creditor，表示債權人。,50,,4
criterion,noun,I don't think this criterion for judging intelligence is reasonable.,我不認為這個判斷智力的標準合理。,標準；準則；尺度,standard; touchstone,,criterion 表示用來判斷或衡量事物的標準、準則。,50,,4
crossing,noun,"My life is at a crossing, and if I make a wrong choice, I shall regret it in the future.",我的人生正處在十字路口，若選擇錯誤，將來會後悔。,十字路口；渡口；橫渡,intersection; crossway,,cross（交叉；橫越）加 -ing 形成 crossing，可表示十字路口、渡口或橫渡。,50,,4
crucial,adjective,It is crucial that you make the right decision on the business deal.,你在這宗生意中做出正確的決定是非常重要的。,關鍵的；決定性的；重要的,key; significant,unimportant,crucial 可聯想處在十字路口（cross）需要作出關鍵決定，因此表示關鍵的、重要的。,50,,5
crude,adjective,Your crude words hurt her; you should make an apology.,你粗魯的話傷害了她，你應該道歉。,天然的；未加工的；粗野的,coarse; rude,elegant,crude 可表示未經加工的，也可引申為粗糙、粗野的。,50,,4
cube,noun,Please give me a cube of sugar.,請給我一塊方糖。,立方體；立方形物體,,,cube 指立方體；可聯想方糖的形狀來記憶。,50,51,5
