word,part_of_speech,example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
awe,verb,He refused to be awed by the threat of his enemy.,他不被敵人的威脅所畏懼。,使敬畏；使畏懼,respect; dread,scorn,awe 可直接聯想到「敬畏」；受到令人震撼的威勢影響，就是感到敬畏、畏懼。,23,,5
awesome,adjective,The weather report said an awesome thunderstorm was on its way.,天氣預報說可怕的暴風雨就要來臨了。,令人敬畏的；可怕的,fearful; formidable,pleasant,awe 表「敬畏、畏懼」，-some 表「產生……的」；合起來表示令人敬畏或可怕的。,23,,5
awhile,adverb,Please stay awhile. I want to talk to you about something important.,請待一會兒，因為我想跟你談些重要的事。,片刻；一會兒,forever,,a- 可表「在……中」，while 是「一段時間」；合起來就是一小段時間，即片刻、一會兒。,23,,5
axis,noun,"The earth's axis, the line between the North and South Poles, is not a line that really exists.",地軸是南北極之間的線，並非真實存在的線。,軸；中心線；中心,,,axis 可聯想到 ax（斧頭）；想像斧頭沿著一塊木頭的中心軸砍下去。,23,,5
bachelor,noun,The bachelor finally got married just to please his parents.,那個單身漢為了取悅雙親，最後終於結婚了。,單身漢；學士,single; celibate,spinster,bach 可聯想到「過單身生活」，-or 表示人；因此可聯想為單身漢。,23,,4
backbone,noun,Industry is the economic backbone of Russia.,工業是俄羅斯的經濟支柱。,脊骨；支柱；骨氣,spine; stamina,irresolution,back 是後面的、背部，bone 是骨頭；合起來是背骨、脊骨，也引申為支柱、骨氣。,23,,5
backpack,noun,"If backpacks are too heavy or are used incorrectly, they can strain muscles and joints and may cause back pain.",如果背包太重或使用不當就會損傷肌肉和關節，也可能使背部疼痛。,背包,bag,,back 表「後面的、背部」，pack 是包；合起來就是背在背部的包，即背包。,23,,5
balanced,adjective,"A balanced diet must contain carbohydrate, protein, fat, vitamins and mineral salts.",均衡的飲食必須包含碳水化合物、蛋白質、脂肪、維生素和礦物鹽。,平衡的；均衡的,poised,unbalanced,balance 是「平衡」，加 -d 形成形容詞，表示平衡的、均衡的。,23,24,3
bandit,noun,He was reduced to a bandit after his bankruptcy.,他在破產後淪為強盜。,強盜；土匪；歹徒,robber; gangster,,band 可聯想到「一夥、一幫」；bandit 可聯想成成群作案的強盜。,24,,5
banking,noun,"Right now, many traditional banks have also expanded to offer online banking.",現在許多傳統銀行也擴展業務，提供網路銀行業務。,銀行業；銀行業務,,,bank 加 -ing 形成名詞，表示銀行業或銀行業務。,24,,3
bankruptcy,noun,Do you know that bankruptcy allows debtors to be discharged of most of their financial obligations?,你知道宣告破產能解除債務者大部分財務責任嗎？,破產；倒閉；徹底失敗,failure,,bankrupt（破產的）加 -cy 形成名詞，表示破產或徹底失敗。,24,,5
banner,noun,"The marchers carried banners which said ""No War"".",遊行者帶著寫著「拒絕戰爭」的橫幅。,旗幟；橫幅,streamer; flag,,banner 可直接聯想遊行、活動中高舉的旗幟或橫幅。,24,,5
barefoot,adjective,"A barefoot kid just came to our house, begging for something to eat.",一個赤腳的孩子剛來到我們家，乞求一些食物。,赤腳的；不穿鞋襪的,shoeless; unshod,,bare 是「裸露的」，foot 是「腳」，合起來就是赤腳的。,24,,4
barren,adjective,"After the war, the town remained barren.",戰爭過後，那個城鎮仍舊荒蕪。,貧瘠的；荒蕪的；無益的,desolate,rich; fertile,barren 常用來形容土地貧瘠、荒蕪，也可引申為無成果、無益的。,24,,5
basics,noun,Let's stop arguing and get down to the basics.,我們不要再吵了，進入實質性的問題吧！,基本因素；實質性之物,rudiments; fundamentals,,basic 是「基本的」，複數 basics 常指基本要素、基礎事項。,24,,5
battlefield,noun,"When the fighting stopped, dead bodies could be seen all over the battlefield.",當打鬥停止時，戰場上到處可見屍體。,戰場；鬥爭的領域,battleground,,battle 是「戰鬥」，field 是「場地」，合起來就是戰場，也可引申為鬥爭的領域。,24,,3
bearing,noun,The man who ran the biggest company in the city was a man of gentlemanly bearing.,那個擁有全城最大公司的人是個有紳士風度的人。,舉止；風度；忍耐,comportment; manner,,bear 有「表現、忍受」之意，加 -ing 形成名詞，可指舉止、風度或忍耐。,24,25,5
beating,noun,The boy who often teased his classmates was given a severe beating.,那個常欺負同學的男孩被揍了一頓。,打；打敗；拍動,punishment,,beat（打）加 -ing 形成名詞，可表示一頓打、打敗或拍動。,25,,5
beautify,verb,Most citizens supported the plan to beautify the city's highways.,大部分市民支持美化城市公路的計畫。,使美麗；美化；變得美,embellish; decorate,,beauty 去 y 加 -ify 形成動詞，表示使美麗、美化。,25,,5
beckon,verb,Be careful of strangers who beckon you over to them.,對於引誘你過去的陌生人要小心。,召喚；引誘,gesture; attract,,beckon 常表示用手勢招呼、召喚某人過來，也可引申為吸引、引誘。,25,,5
beforehand,adverb,"If you change your mind, you had better let us know beforehand.",如果你改變主意，最好提前讓我們知道。,預先；事先；提前,ahead; in advance,afterward,before 是「在……之前」，hand 可聯想事情動手前，因此表示預先、事先。,25,,4
belongings,noun,"After her death, her daughter sorted through her personal belongings and found some letters.",她死後，她女兒整理她的私人財物時發現了一些信件。,財物；家眷；親戚,property; possessions,,belong（屬於）加 -ings 形成名詞，表示屬於某人的財物。,25,,3
beloved,adjective,The little girl who was very clever and lovely was beloved of all the family members.,那個聰明又可愛的小女孩受到所有家人的喜愛。,心愛的；被喜愛的,favorite; dear,repulsive,be- 加 loved（被愛的）形成 beloved，表示心愛的、被喜愛的。,25,,5
bent,adjective,He is bent on becoming an actor when he grows up.,他決心想長大後當一名演員。,彎曲的；決心的；決意的,bended; determined,straight,bent 是 bend（彎曲）的過去分詞，也常用 be bent on 表示決心做某事。,25,,5
betray,verb,She betrayed her friend by telling others his secret.,她背叛她的朋友，告訴其他人他的秘密。,背叛；違背,deceive; mislead,,be- 可表使，tray 可聯想到把信任「交出去」；背離信任就是 betray。,25,,3
beware,verb,Beware of pickpockets when you are in a crowded bus.,在擁擠的公車裡，你要小心扒手。,當心；注意；提防,be careful,be reckless,beware 可拆成 be + aware（保持警覺），因此表示當心、注意、提防。,25,,5
bilateral,adjective,This nation pursues comprehensive free trade agreements on a bilateral basis.,該國在雙邊的基礎上追求全面自由貿易協定。,有兩面的；雙邊的,two-sided,unilateral,bi- 表「二」，lateral 表「側面的」，合起來就是雙邊的、兩面的。,26,,4
biological,adjective,"The biological laboratory is an independent scientific institution, founded in 1788.",這個生物實驗室是獨立的科學機構，創建於一七八八年。,生物的；生物學的,,,bio- 表「生命、生物」，logical 與學科相關，合起來表示生物的、生物學的。,26,,5
blacksmith,noun,He is a skilled blacksmith who can make products that show skill and ingenuity.,他是技術很好的鐵匠，能做出展現技巧和獨創性的產品。,鐵匠；鐵工,,,black 可聯想到鐵的黑色，smith 是工匠，blacksmith 即鐵匠。,26,,4
blast,verb,One of the most annoying things about traffic jams is that drivers often blast the horn continuously.,塞車最惱人的事之一是駕駛常會持續按喇叭。,炸出；吹奏；爆發出,flare; smash,,blast 可表示爆炸，也可表示大聲吹奏或突然爆發。,26,,3
blaze,verb,He was blazing with anger when he found he was cheated.,當他發現受騙時，他氣得怒火中燒。,燃燒；閃耀；炫耀,,,blaze 可表示猛烈燃燒或閃耀；blaze with anger 可聯想為怒火燃燒。,26,27,4
bleak,adjective,My future will be very bleak indeed if I have no aims of life.,若我沒有生活目標，我的未來一定會很淒涼。,寒冷刺骨的；淒涼的；無希望的,cold; dismal,bustling; animated,bleak 常形容寒冷、荒涼的景象，也可引申為前景無望。,26,,5
bloc,noun,They left the party in bloc and went to a club.,他們集體離開派對，去一家俱樂部。,團體；聯盟；集團,group; coalition,,bloc 與 block（街區、集團）相近，可聯想為一群結合在一起的人。,26,,5
blue,adjective,"Whenever she feels blue, she calls me.",她一感到憂鬱，就打電話給我。,憂鬱的,depressed,happy,blue 除了藍色，也常形容情緒低落、憂鬱。,26,,3
bodily,adjective,Food and clothing are our bodily needs.,食物和衣著是我們身體的需求。,身體的；肉體的,,,body（身體）加 -ly 形成形容詞，表示身體的、肉體的。,26,,5
bodyguard,noun,"If the outrageous guy does not leave in 5 minutes, call the bodyguard.",若那個蠻橫的傢伙在五分鐘後不離開，就叫保鑣。,護衛者；保鑣,escort,,body 是「身體」，guard 是「守衛」，合起來就是護衛者、保鑣。,26,27,5
boiling,adjective,Don't run barefooted; the sand is boiling hot.,不要赤腳跑步；沙子很滾燙。,沸騰的；激昂的,stewing; simmering,freezing,boil（煮沸、激動）加 -ing 形成形容詞，表示沸騰的、激昂的。,27,,5
bolt,noun,"At the sight of his father coming with a club in his hand, the boy made a bolt for the door.",看到父親拿著棍子走過來，小男孩便衝門而逃。,門栓；衝撞,lock; ram,,bolt 可表示門栓，也可在 make a bolt for 中表示突然衝向、逃跑。,27,,4
bomber,noun,"Tactical bombers are smaller aircraft that operate at shorter range, typically along with troops on the ground.",戰術轟炸機是小型飛行器，用於短程任務，通常伴隨著地面部隊。,轟炸機,,,bomb（轟炸）加 -er 表示執行者或工具，因此 bomber 是轟炸機。,27,,5
bonus,noun,The company repaid his hard work with a generous bonus.,公司發給他可觀的獎金以獎勵他工作努力。,獎金；補貼；紅利,award; premium,,bonus 可直接聯想到工作表現好後額外獲得的獎金或紅利。,27,,3
booking,noun,Advance bookings are essential in high season.,在旺季提前預訂是必要的。,預訂；預約；約定,reservation,,book 作動詞可表示預訂，加 -ing 形成名詞，即預訂、預約。,27,,5
boom,verb,He earned lots of money when business was booming.,在生意興隆的時候，他賺了不少錢。,繁榮；興隆,flourish; thrive,slump,boom 可聯想到突然大聲「轟」的一聲，引申為快速興盛、繁榮。,27,,5
boost,verb,"If you want to boost your standing in the government, you should plead for the people more.",若你想提高在政府裡的地位，就應多為民請命。,舉；推動；提高,increase; promote,,boost 有「向上推」的感覺，因此可表示提高、推動。,27,,5
boredom,noun,"Finding the boredom scarcely endurable, he went to a pub for a drink.",他覺得這種無聊難以忍受，就去一家酒吧喝一杯。,無聊；厭倦,ennui; tedium,,bore（使厭煩）加 -dom 形成名詞，表示無聊、厭倦。,27,,5
borrowing,noun,I don't like borrowing money from the bank.,我不喜歡向銀行借錢。,借；借用之事物,,,borrow（借）加 -ing 形成名詞，表示借用這件事或借來的事物。,27,28,4
bosom,noun,She is accustomed to keeping her sadness close to her bosom.,她習慣把悲傷藏在內心。,胸；胸懷；內心,breast; heart,,bosom 可指胸部，也常引申為內心、胸懷。,28,,3
bound,adjective,I feel bound to remind you that you should work harder.,我感到有義務提醒你，你應該更努力工作。,必然的；義務的,responsible,,be bound to 可表示必然會，也可表示有義務做某事。,28,,5
boundary,noun,The two countries are going to have a talk on the boundary disputes next week.,這兩個國家將在下週針對邊界爭端進行對話。,邊界；界限；範圍,bound; border,,bound（界限）加 -ary 形成名詞，表示邊界、界限、範圍。,28,,5
bowler,noun,Bowlers are very popular in Paris this year.,圓頂禮帽今年在巴黎很流行。,玩保齡球的人；圓頂禮帽,,,bowl 可表示保齡球，也與圓形有關；bowler 可指打保齡球的人或圓頂禮帽。,28,,5
boxer,noun,Boxers have a short career because of the nature of their work.,由於工作性質的關係，拳擊手的職業生涯很短。,拳擊手；拳師狗,,,box（拳擊）加 -er 表示人，因此 boxer 是拳擊手，也可指拳師狗。,28,,5
boxing,noun,Boxing is quite a violent sport.,拳擊是個很暴力的運動。,拳擊；拳術,,,box（拳擊）加 -ing 形成名詞，表示拳擊這項運動。,28,,4
boyhood,noun,I spent my boyhood in England and it was a happy time.,我的童年是在英國度過的，那是一段快樂的時光。,童年；少年時代,adolescence; childhood,,boy（男孩）加 -hood（狀態、時期），合起來表示童年、少年時代。,28,,5
brace,verb,The homeless men braced themselves for the cold winter.,那些無家可歸的男子因為冬季嚴寒而彼此擁抱。,支撐；擁抱；鼓起勇氣,strengthen; support,,brace 有支撐、固定的概念；brace oneself 常表示做好準備、鼓起勇氣。,28,,3
brand-new,adjective,Should I buy a brand-new car or a second-hand one?,我該買全新的車還是二手車？,全新的；嶄新的,bran-new; spick-and-span,old,brand-new 表示像剛出廠、剛有品牌標記一樣全新。,28,,5
breadth,noun,A breadth of vision is essential for one who wants to be a successful businessman.,若你想成為成功的人，就必須有廣闊的眼界。,寬度；廣闊；寬容,width; broadness,length,broad（寬廣的）變化成 breadth，表示寬度、廣闊。,28,29,5
break-in,noun,"A few days after the break-in, Nixon formulated a plan to block investigations.",闖空門事件發生幾天後，尼克森想出阻止調查的計畫。,非法侵入；闖空門,housebreaking,,break in 是「闖入」，加連字號形成名詞 break-in。,29,,4
breakdown,noun,He has had a nervous breakdown since his bankruptcy.,他破產後精神崩潰了。,故障；垮台；崩潰,collapse; malfunction,,break down 是「失敗、故障、崩潰」，合寫成名詞 breakdown。,29,,3
breakthrough,noun,Everyone is expecting a major breakthrough during the secret talks.,在和平特務談判期間，每個人都期待突破性的進展。,突破；突破性進展；新發現,discovery; find,,break through 是「突破」，合寫成名詞 breakthrough，表示突破或新發現。,29,,3
breakup,noun,A breakup is not always a bad thing.,一段關係中斷不總是一件壞事。,中斷；分離；崩潰,dissolution; detachment,unity,break up 是「打碎、拆開、結束」，合寫成名詞 breakup。,29,,5
breeder,noun,A dog breeder can make lots of money nowadays.,飼養狗的人現今可以賺很多錢。,飼主；來源,,,breed（繁殖、飼養）加 -er 表示人，因此 breeder 指飼養者、繁殖者。,29,,5
briefly,adverb,She bowed herself briefly at the party and left with her boyfriend.,她在派對簡短地露面後就離開跟男朋友走了。,簡潔地；簡短地,concisely,durably; verbosely,brief（簡短的）加 -ly 形成副詞 briefly，表示簡短地、簡潔地。,29,,4
brink,noun,The atrocious king who brought the country to the brink of war was killed by a revolutionary.,那個殘暴得把戰爭邊緣的殘暴國王被一個革命者殺死了。,邊；邊緣,edge; rim,,brink 常用於 on the brink of，表示處於某事的邊緣。,29,,5
brisk,adjective,The old man still walks at a brisk pace.,那個老人仍以輕快的節奏步行。,活潑的；輕快的；興旺的,active; jolly,dull; inactive,brisk 可聯想到快速有精神的步伐，因此表示輕快、活潑。,29,,3
broadcaster,noun,She was the first woman broadcaster who came to the battleground.,她是第一個來到戰地的女廣播員。,廣播電台；廣播公司；廣播員,announcer,,broadcast（廣播）加 -er 表示執行者，broadcaster 即廣播員或廣播機構。,29,,4
broadcasting,noun,Digital television is a new broadcasting technology.,數位電視是新的廣播技術。,廣播；播放,,,broadcast（廣播）加 -ing 形成名詞，表示廣播、播放。,29,30,5
broaden,verb,One can broaden his experience by reading and traveling more.,一個人可以藉由多閱讀、多旅行來拓展經驗。,變寬；變闊；使變寬,widen; extend,diminish,broad（寬廣的）加 -en 表「使……」，形成 broaden，表示使變寬、拓展。,30,,4
broadly,adverb,"Broadly speaking, Americans are not well-liked in many Middle East countries.",概括地說，美國人在許多中東國家不被歡迎。,寬廣地；概括地；明白地,generally,narrowly,broad（廣闊的）加 -ly 形成副詞 broadly，可表示廣泛地、概括地。,30,,5
brochure,noun,You can know the detail about our company by reading this brochure.,你可藉由閱讀小冊子瞭解我們公司的詳細狀況。,小冊子,booklet; pamphlet,,brochure 常指介紹公司、產品、旅遊資訊的小冊子。,30,,5
broker,noun,He doesn't trust the broker who buys and sells shares for his parents.,他不信任那個為他的父母買賣股份的經紀人。,經紀人；掮客；代理人,agent; factor,,broker 是替他人進行交易、買賣的中介人，也就是經紀人。,30,,4
brood,noun; verb,A brood of renaissance paintings will be exhibited at the museum next week.,一批文藝復興時期的繪畫將於下週在博物館展出。,一窩；一批；沉思,litter; ponder,,可和 brook（小溪）一起記：在一條 brook 邊上，可以發現一 brood 青蛙。,30,,
brotherhood,noun,There is no spirit of brotherhood among the fair-weather friends.,在同甘不共苦的朋友之間沒有兄弟的情誼。,兄弟關係；同行；會友,fraternity; fellowship,,brother（兄弟）加 -hood（狀態、關係），表示兄弟關係、友愛。,30,,4
brow,noun,"When their mother's brows darkened, all the children kept silent.",當母親皺眉時，孩子們都不敢說話了。,額頭；眉毛；面容,forehead; eyebrow,,brow 可指額頭或眉毛，brows darkened 可聯想到皺眉、臉色變沉。,30,,5
buck,noun,I lent him a few bucks last week.,我上週借他幾塊錢。,雄鹿；公羊；元,male animal; dollar,,buck 可指雄性動物，也常作口語 dollar，表示一美元。,30,,5
buildup,noun,"With the buildup of heavy industry, the country is becoming more and more prosperous.",隨著重工業的發展，該國變得越來越富裕。,發展；增長；積聚,development; increase,,build up 表「建立、增長、累積」，合寫成名詞 buildup。,30,31,5
