word,part_of_speech,example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
replay,verb,The morning replayed itself in her mind.,那天早上的情景在她腦海中重現。,重現；重演；重播,,,re- 表「重新」，play 有「表演」的意思，合起來表示重新表演，因此引申為重現、重演、重播。,124,,3
repress,verb,She tried to repress her desire to see him.,她試圖抑制想去看他的欲望。,抑制；壓制,quash; subdue,,re- 可表「加強」，press 表「擠壓」，可聯想把欲望壓下去，因此表示抑制、壓制。,124,,5
reproach,verb,She reproached him for having broken his promise.,她責怪他違背了諾言。,責備；斥責,condemn,applaud,re- 可表「反」，proach 有「靠近」的聯想，可聯想以反對的方式靠近，因此引申為責備、斥責。,124,,4
reproduce,verb,The director has never been able to reproduce the success of his first film.,該導演再也不能重現他首部電影的成功。,繁殖；複製；重現,copy; duplicate,,re- 表「重新」，produce 表「生產、製造」，合起來表示再次產生，因此表示繁殖、複製、重現。,124,,5
resent,verb,I resent his being here.,我討厭他在這裡。,憎恨；怨恨；討厭,grouch,,可聯想 resentment（怨恨），resent 表示對某人或某事感到憎恨、怨恨。,124,,5
reside,verb,Her charm resides in her positive attitude toward life.,她的魅力歸於她積極的人生態度。,居住；屬於；歸於,domicile; rest,,re- 表「再」，sid 有「坐」的聯想，可聯想再次坐下安住，因此引申為居住、屬於、歸於。,124,,5
resigned,adjective,"Once a man becomes resigned to his fate, he will not struggle again.",一個人一旦開始認命，就不會再奮鬥了。,已辭職的；認命的,,,由 resign（放棄、辭去）加 -ed 形成形容詞，因此表示已辭職的、認命的。,124,,5
resolute,adjective,"If you want to be a leader, you should be more resolute.",如果你想成為一個領導者，就應更果斷。,堅決的；果斷的,determined; firm,irresolute,re- 可表「反對」，solu 有「鬆開」的聯想，可聯想不鬆開、不動搖，因此表示堅決的、果斷的。,124,,5
resort,verb,Even if other means fail I won’t resort to force.,即使其他的方法失敗，我也不會訴諸武力。,訴諸；憑藉,utilize,,re- 表「再」，sort 有「挑選」的聯想，可聯想再挑出最後的東西依靠，因此表示訴諸、憑藉。,124,,3
respectable,adjective,Those seemingly respectable men are arrant hypocrites.,那些表面看似值得尊敬的人其實是十足的偽君子。,值得尊敬的；名聲好的,estimable,dishonorable,由 respect（尊敬）加形容詞字尾 -able，表示值得尊敬的、名聲好的。,124,125,3
respected,adjective,The professor is respected by all the students.,這個教授受到所有學生的尊敬。,受尊敬的,,,由 respect（尊敬）加 -ed 形成形容詞，因此表示受尊敬的。,125,,5
respectful,adjective,I hope you would be more respectful to your grandfather.,我希望你對祖父更尊敬一點。,恭敬的；尊敬人的,courteous; polite,,由 respect（尊敬）加形容詞字尾 -ful，表示充滿敬意，因此表示恭敬的、尊敬人的。,125,,3
respective,adjective,"Without saying goodbye, they took their respective ways home.",他們沒有道別就各自回家了。,分別的；各自的,particular; individual,,由 respect（關係、方面）加形容詞字尾 -ive，因此表示分別的、各自的。,125,,5
respectively,adverb,The first and second prizes went to Lilly and Mary respectively.,頭獎和二獎分別由 Lilly 和 Mary 獲得。,分別地；各自地,severally,together,由 respective（分別的、各自的）加 -ly 形成副詞，因此表示分別地、各自地。,125,,5
restrain,verb,I couldn’t restrain my anger and shouted curses at him.,我抑制不住自己的氣憤，大聲地咒罵他。,抑制；控制；約束,bridle; confine,,re- 表「回」，strain 有「拉緊」的聯想，像把情緒拉回來，因此引申為抑制、控制、約束。,125,,5
restrained,adjective,They ate in restrained silence.,他們吃的時候保持著拘謹的沉默。,限制的；拘謹的；克制的,reticent,,由 restrain（抑制、限制、約束）加 -ed 形成形容詞，因此表示限制的、拘謹的、克制的。,125,,4
restraint,noun,He told me without restraint all about his personal life.,他毫無限制地把他的私生活向我全盤托出。,抑制；控制；限制,constraint; control,incitement,由 restrain（抑制、限制、約束）轉為名詞，因此表示抑制、控制、限制。,125,,5
restructure,verb,The country is busy restructuring its economy to meet the new demands of the world.,為符合世界新需求，該國正忙於重建經濟。,改組；重建；調整,reconstitute,,re- 表「重新」，structure 表「構造、建造」，合起來表示重新建造，因此引申為改組、重建、調整。,125,,3
resume,verb,"When he quit golf, he resumed composing at the piano.",他停止打高爾夫後，重返鋼琴作曲的工作。,重新開始；繼續；重返,continue; return to,,re- 表「重新」，sume 有「拿起」的聯想，可聯想重新拿起工作，因此表示重新開始、繼續、重返。,125,,5
retail,verb,She made the wine herself and sold it by retail.,她自己製作葡萄酒零售。,零售,,wholesale,re- 可聯想「加強」，tail 表「剪、割」，像把東西切分後賣出，因此可聯想「零售」。,125,126,5
retailer,noun,Nowadays retailers have to spend lots of money on advertising.,零售商現在不得不花大錢作廣告。,零售商；零售店,retail merchant,,由 retail（零售）加上表示「人」的名詞字尾 -er，因此表示零售商。,126,,4
retired,adjective,The retired general felt that he had outlived his usefulness.,退休的將軍覺得自己年老無用了。,退休的,superannuated,,由 retire（退休）加 -ed 形成形容詞，因此表示退休的。,126,,3
retort,verb,He retorted that it was not his fault.,他反駁說那不是他的錯。,反擊；反駁,refute,,re- 表「反」，tort 有「扭」的聯想，可聯想把話反扭回去，因此表示反擊、反駁。,126,,5
retrospect,noun,There are many things that you can only understand in retrospect.,許多事情你只有在事後回想時才能理解。,回顧；回想；追溯,memory; remembrance,,retro- 表「向後」，spect 表「看」，合起來就是向後看，因此表示回顧、回想、追溯。,126,,5
reunion,noun,They will hold a class reunion if nothing interferes.,如果沒有其他的事，他們將舉行一個同學會。,再聯合；團聚,gathering,,re- 表「重新」，union 表「聯合、結合」，因此表示再聯合、團聚。,126,,5
revealing,adjective,"The audience listened to him for several solid hours, but he said nothing revealing.",觀眾聽他講了幾個小時，但他沒說什麼啟發的東西。,流露的；啟發的；暴露的,expressive,,由 reveal（展現、顯露）加 -ing 形成形容詞，因此表示流露的、啟發的、暴露的。,126,,5
revenue,noun,They have a high regard to the drop in advertising revenue.,他們對廣告費收入的減少給予高度關注。,收入；稅收,gain; income,expenditure,re- 可表「回」，ven 表「來」，合起來可聯想回來的東西，因此引申為收入、稅收。,126,,5
reverse,verb,He bought a jacket which could be reversed.,他買了一件可以反穿的夾克。,翻轉；倒轉,invert; overturn,,re- 表「反」，verse 表「轉」，合起來表示翻轉、倒轉。,126,,4
revolt,verb,She was revolted by what she saw.,她看到的事情使她反感。,反叛；反感,disgust; repel,,re- 表「反」，volt 有「轉」的聯想，可聯想反過來，因此引申為反叛、反感。,126,,4
revolve,verb,The moon revolves around the earth which in turn revolves around the sun.,月亮繞著地球轉，地球繞著太陽轉。,旋轉；沿軌道轉,circle; orbit,,re- 可表「反覆」，volv 表「轉」，合起來可聯想反覆不停地轉，因此表示旋轉、沿軌道轉。,127,,5
ridicule,verb,I can't understand why his classmates always ridicule him.,我不明白為什麼他的同學老是嘲笑他。,嘲笑；戲弄,flout; jeer,respect,字根 rid 表「笑」，-icule 為字尾，可聯想笑弄某人，因此表示嘲笑、戲弄。,127,,5
rigid,adjective,We hope she could be a little less rigid about things.,我們希望她不要那麼死板。,嚴格的；死板的,fixed; inflexible,,字根 rig 有「硬、剛」的聯想，加 -id 形成形容詞，因此表示嚴格的、死板的。,127,,4
rigor,noun,"Having suffered the rigor of fund raising, he said he would never do that again.",經歷了募款的艱苦，他說以後再也不做這種事。,嚴格；嚴厲；艱苦,austerity; hardship,,字根 rig 表「硬、剛」，-or 為名詞字尾，因此引申為嚴格、嚴厲、艱苦。,127,,3
rip,verb,She ripped the note apart angrily and threw it into the basket.,她氣憤地把字條撕碎，並扔到籃子裡。,撕；扯；剝,tear,,可直接聯想 rip 表「撕裂、扯開」。,127,,5
risky,adjective,It is risky to put all your money in stocks and shares.,把你所有的錢投資股票是很危險的。,危險的；冒險的,hazardous; dangerous,safe,由 risk（危險、風險）加 -y 形成形容詞，因此表示危險的、冒險的。,127,,3
roam,verb,They spent the evening roaming around the street.,他們漫步街頭度過了一晚。,漫步；漫遊,wander; swan,,可與 room 聯想：在寬廣空間裡到處走動，因此表示漫步、漫遊。,127,,3
rocky,adjective,I am not surprised at their divorces because their marriage got off to a rocky start.,他們的婚姻一開始就不穩定，所以我不驚訝他們離婚。,多岩石的；不穩定的,stony; rough,,由 rock（石頭）加 -y 形成形容詞，因此表示多岩石的，也引申為不穩定的。,127,,3
rouge,noun,You should put on some rouge; your face looks very pale.,你應該塗些胭脂，因為你的臉看起來很蒼白。,胭脂；口紅,,,可與 rough 聯想區分：rouge 指胭脂、口紅。,127,,5
roughly,adverb,"Roughly speaking, about 500 people took part in the competition.",粗略地說，大約有五百人參加比賽。,粗糙地；粗略地,approximately; about,accurately,由 rough（粗糙的）加 -ly 形成副詞，因此表示粗糙地、粗略地。,127,,5
rouse,verb,I dare not speak with him if he is just roused from his sleep.,若他從睡夢中被喚起，我就不敢和他說話。,喚起；激起；激怒,awaken; wake,,rouse 與 arouse 意義相近，可聯想為喚起、激起。,128,,5
royalty,noun,The writer will get a 15% royalty on every book that is sold.,作者在每本賣出的書可得百分之十五的版稅。,皇室；版稅,,,由 royal（王的、王室的）加 -ty 形成名詞，可表示皇室，也引申為版稅。,128,,5
rugby,noun,A rugby match will be held next week if the weather is good.,如果天氣好的話，下週會舉行一場英式橄欖球比賽。,英式橄欖球,rugger,,可與 rug（地毯）聯想記憶 rugby。,128,,4
rugged,adjective,"Walking on the rugged country road, they feel very tired.",走在崎嶇的鄉村小路上，他們感到很累。,粗糙的；崎嶇的,rough,smooth,可與 rug（地毯）聯想，崎嶇路面不像地毯般平整，因此表示粗糙的、崎嶇的。,128,,3
ruling,adjective,"If the ruling classes are willing to compromise, they will overthrow the government.",如果統治階級不願意妥協，他們將推翻政府。,統治的；管理的,reigning,,由 rule（統治、管理）去 e 加 -ing 形成形容詞，因此表示統治的、管理的。,128,,5
rumble,verb,I have to eat something — my stomach is rumbling.,我必須吃點東西，我都飢腸轆轆了。,隆隆響；發出轆轆聲,boom; thunder,,可與 humble 聯想：肚子餓時發出 rumble 的隆隆聲。,128,,5
safeguard,verb,We have found new ways of safeguarding our personal data.,我們發現了保護私人資料的新方法。,保護；防衛,,attack; endanger,safe 表「安全」，guard 表「保衛、守衛」，合起來表示保護、防衛。,128,,5
salon,noun,The old woman went to the beauty salon and had a new hair-do yesterday.,那個老女人昨天去美容院做了一個新髮型。,客廳；院；室；店,assembly,,可與 saloon（酒吧）聯想區分：salon 常指美容院、沙龍。,128,,5
salvage,verb,The government is trying to salvage several companies from bankruptcy.,政府設法救助幾家公司免於破產。,救助；搶救；挽救,save; rescue,,字根 salv 表「救」，-age 為動詞/名詞字尾，可聯想為搶救、挽救。,128,,3
sandy,adjective,We prefer going to a sandy beach than to go to a swimming pool.,我們寧可去沙灘，而不是游泳池。,多沙的；鋪上沙的,,,sand 表「沙」，加 -y 形成形容詞，因此表示多沙的、鋪上沙的。,129,,4
satisfied,adjective,Happy is he who is satisfied with what he has.,知足者常樂。,感到滿意的；滿足的,contented; glad,,由 satisfy（使滿足）去 y 加 -ied 形成形容詞，因此表示感到滿意的、滿足的。,129,,5
satisfying,adjective,We have made satisfying progress in our talks.,我們的會談取得令人滿意的進展。,令人滿意的,pleasant,unsatisfying,由 satisfy（使滿足）加 -ing 形成形容詞，因此表示令人滿意的。,129,,5
savage,adjective,The savage mountain lion attacked a flock of sheep.,那隻兇猛的美洲獅襲擊羊群。,野蠻的；兇猛的,fierce; cruel,civilized,可與 salvage（拯救）聯想區分，savage 表野蠻的、兇猛的。,129,,3
scar,noun,The terrible experience had scarred her for life.,那可怕的經歷給她留下終生的創傷。,留下疤痕或創傷,blemish; mar,,可把 scar 聯想為留下「疤痕」，也可引申為留下創傷。,129,,5
scenic,adjective,The scenic splendor of the Alps is overwhelming.,阿爾卑斯山景色的壯麗令人讚嘆不已。,風景的,beautiful,,由 scene（景色、景象）去 e 加 -ic 形成形容詞，因此表示風景的、景色秀麗的。,129,,3
scope,noun,Your question is beyond the scope of our inquiry.,你所問的問題不在我們探討的範圍內。,範圍；眼界,extent,,可與 scorn 聯想區分；scope 指範圍、眼界。,129,,5
scorn,verb,I scorned the man for been snobbish and never talked to him again.,我鄙視那個勢利的小人，並從此不和他說話。,輕蔑；鄙視；嘲笑,contempt; disdain,,可與 scope 聯想區分；scorn 表示輕蔑、鄙視。,129,,5
script,noun,"The writing of poems, stories or scripts is often called creative writing.",詩歌、故事和劇本的寫作常被稱作創作。,劇本；腳本,,,由 scribe（繕寫）變化而來，可聯想 script 為寫下來的劇本、腳本。,129,,5
sculpture,noun,There are two saints sculptured in marble at the gate.,在大門口有兩尊用大理石雕刻的聖徒像。,雕刻；雕塑,carve,,字根 sculpt 表「刻、雕塑」，加 -ure 形成名詞，因此表示雕刻、雕塑。,129,,4
secondly,adverb,"First of all we haven't got enough money, and secondly we're too busy.",首先我們現在的錢不夠，其次我們還太忙。,第二；其次,,,second 表「第二」，加 -ly 形成副詞，因此表示第二、其次。,130,,3
seeming,adjective,Her seeming indifference made me even more nervous.,她表面上若無其事反而令我更緊張。,表面上的；似乎真實的,apparent; outward,,由 seem（看來好像、似乎）加 -ing 形成形容詞，因此表示表面上的、似乎真實的。,130,,5
seemingly,adverb,Seemingly impossible feats are now accomplished by science.,許多似乎不可能實現的壯舉現在已藉由科學實現。,表面上；似乎是,apparently,,由 seeming 加 -ly 形成副詞，因此表示表面上、似乎是。,130,,5
segment,noun,You may find the information you need in the first segment of the book.,你可在此書的第一部分找到你要的資料。,部分；片；段,section; part,,字根 seg 表「切、分」，-ment 為名詞字尾，因此表示部分、片、段。,130,,5
selective,adjective,She is always selective of the dresses she wears.,她對自己穿的衣服總是很精挑細選。,選擇的；挑揀的,elective,,select 表「選擇、挑選」，加 -ive 形成形容詞，因此表示選擇的、挑揀的。,130,,5
self-esteem,noun,I think you hurt his self-esteem by laughing at the way he speaks English.,我認為你嘲笑他說英語的方式傷了他的自尊。,自尊；自負,dignity; self-respect,,self 表「自己」，esteem 表「尊重、尊敬」，合起來表示自尊、自負。,130,,3
semi-final,noun,The World Cup semi-final is being transmitted live to over fifty countries.,世界盃複賽現在正對五十多個國家現場轉播。,準決賽；複賽,,,semi- 表「半」，final 表「決賽」，合起來表示準決賽、複賽。,130,,5
separately,adverb,German and Italian courses are held in Munich and Rome separately.,德語和義大利語課程分別設於慕尼克和羅馬。,分離地；分別地,apart,,由 separate（個別的、分離的）加 -ly 形成副詞，因此表示分離地、分別地。,130,,4
sequence,noun,The man described to the police the events of that night in sequence.,那人按先後次序向警方描述那晚發生的事件。,次序；先後；連續,succession; series,,字根 sequ 表「隨之而來的」，-ence 為名詞字尾，因此表示次序、先後、連續。,130,,5
serene,adjective,He remained serene and seemed unaware that anything had gone wrong.,他神色平靜，似乎不知道已經出事了。,平靜的；寧靜的,peaceful; calm,furious,可與 serve 聯想記憶；serene 表示平靜的、寧靜的。,130,,5
