word,part_of_speech,example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
superficial,adjective,He is too superficial and cannot appreciate this kind of art.,他太膚淺，不能欣賞這種藝術。,表面的；外表的；膚淺的,shallow; skin-deep,,super- 可聯想「在上面」，ficial 與 face 聯想，因此表示停留在表面的、膚淺的。,142,,4
superpower,noun,The superpowers would wage war if they didn't get what they wanted.,超級強國若得不到想要的東西就會發動戰爭。,超級強國,major power,,super 表「超級」，power 表「權力、力量」，合起來表示超級強國。,142,,5
supervise,verb,She supervised the factory after her father died.,父親死後，她管理這家工廠。,監督；管理；指導,oversee; superintend,,super 表「在上面」，vise 可聯想「看」，即從上面看管，因此表示監督、管理。,142,,5
supplement,verb,She does odd jobs to supplement her income.,她打零工以增加收入。,增補；補充,append,,supple 可聯想 supply（供給），-ment 常作名詞字尾；作動詞時表示補充、增補。,142,,5
supplier,noun,Please contact the supplier right away as the goods haven't arrived yet.,因為貨物還沒有到，所以請馬上聯繫供應商。,供應者；供應商,provider,,由 supply（供給）去 y 加 -ier 形成名詞，表示供應者、供應商。,142,,5
suppress,verb,The news was suppressed because it is not favorable to us.,這消息遭到壓制，因為對我們不利。,壓服；抑制；鎮壓,subdue; conquer,,sup- 可聯想「在下」，press 表「壓」，合起來表示壓制、抑制。,142,,5
surge,verb,Many questions surged through my mind and I couldn't fall asleep.,許多問題在我腦海裡翻騰，讓我無法入睡。,洶湧；澎湃；激增,,,surge 有突然向上湧起之意，可聯想海浪湧現，因此表示洶湧、激增。,142,,4
surpass,verb,What he did surpassed understanding.,他所做的超過我們的理解。,超過；勝過,excel; exceed,,sur- 表「在上、超過」，pass 表「通過」，合起來表示超過、勝過。,143,,5
surplus,noun,A large surplus of milk was poured into the river.,大量剩餘的牛奶被倒進河裡。,過剩；剩餘物,excess,deficit,sur- 表「在上、高於」，plus 表「加、多」，因此表示過剩、剩餘。,143,,5
sustain,verb,My financial base is not stable enough to sustain my expenses.,我的經濟能力不足以支撐我的開支。,支持；經受；忍耐,support; hold up,,sus- 可聯想「在下」，tain 表「支撐、保持」，因此表示支持、維持。,143,,5
swallow,verb,She managed to swallow her pride and smiled.,她勉強吞下自尊，強顏歡笑。,吞；抑制,,,swallow 本義為吞嚥，也可引申為壓抑情緒。,143,,3
swamp,noun,"Being in a financial swamp, the company has applied to the bank for a loan.",公司因陷入財政困境，已向銀行申請貸款。,沼澤；困境,bog; marsh,,可與 swarm 聯想區分：swamp 是沼澤，也可比喻困境。,143,,5
swap,verb,"Having swapped views with others, she then changed her mind.",她與他人交換看法後就改變主意。,交換；交易,barter; exchange,,可與 swamp 聯想區分：swap 表交換。,143,,4
swarm,verb,The customers came swarming in.,成群的顧客擁進來了。,成群移動；擠滿；群集,assemble; cluster,,swarm 可聯想 s + warm，一群人熱熱鬧鬧聚集，因此表示群集。,143,,3
symbolic,adjective,A rose is symbolic of love.,玫瑰象徵著愛情。,象徵的；象徵主義的,emblematic; symbolical,,由 symbol（象徵、標誌）加 -ic 形成形容詞，因此表示象徵的。,143,,3
taboo,noun,He was punished by his tribe for violating the taboo.,他因違犯部落禁忌而被懲罰。,禁忌,forbiddance,,taboo 指社會或文化中不可觸犯的禁忌。,143,144,4
tackle,verb,I tackled the problem but couldn't solve it.,我著手處理這個問題，但未能解決。,處理；著手,undertake,,tackle 可聯想運動中的攔截動作，引申為著手處理難題。,144,,5
tactics,noun,His opinion was that tactics win battles.,他的意見是戰術可以贏得戰爭。,戰術；策略,strategy,,tactics 指達成目標所採用的具體戰術、策略。,144,,5
tally,verb,"His account of the accident didn't tally with yours, so one of you must be telling a lie.",他對事故的描述和你的不吻合，所以你們其中一個人一定在說謊。,計數；符合；吻合,count; accord,,tally 可表示計數，也常用 tally with 表示「與……吻合」。,144,,5
tan,verb,"Having her skin tanned by the sun, she looked 10 years younger.",她的皮膚曬黑後，看起來年輕了十歲。,曬黑,bronze,,tan 可直接聯想日曬後皮膚變成棕褐色。,144,,5
tangle,verb,What you said got me all tangled up.,你說的話把我全弄糊塗了。,糾纏；使糾纏,twist; confuse,untangle,tangle 表纏繞，也可引申為思緒混亂、糾纏。,144,,5
tar,verb,The two of them have been tarring each other as liars.,他們兩人一直互相污衊對方是騙子。,塗焦油；污辱,,,tar 本義為焦油；作動詞可表示塗焦油，也可引申為污衊。,144,,4
tariff,noun,The country has a high tariff against imported cars.,該國對進口車徵收很高的關稅。,關稅；稅率,duty,,tariff 常指對進口商品徵收的關稅。,144,,5
tasteful,adjective,This painting was bought by a tasteful collector.,這幅畫被一位有鑑賞力的收藏家買走了。,有品味的；有鑑賞力的,,tasteless,taste 表品味，加 -ful 表「充滿……的」，因此表示有品味的。,144,,4
tasteless,adjective,This dish is tasteless without salt.,這道菜沒有放鹽，所以淡而無味。,無味的；無鑑賞力的,,tasteful,taste 加 -less 表「沒有味道」，因此表示無味的，也可指缺乏品味。,144,,5
tax-free,adjective,Tax-free shopping is also available to foreign visitors in many ordinary shops in this city.,外國觀光客可在該城許多一般的商店免稅購物。,免稅的；不納稅的,tax-exempt; untaxed,,tax 表「稅」，free 表「免……的」，合起來表示免稅的。,144,145,5
teamwork,noun,The coach thinks teamwork is more important than individual skill in basketball.,教練認為籃球比賽中，團隊合作比個人技術重要。,團隊合作,,,team 表團隊，work 表工作，合起來表示團隊合作。,145,,5
teaspoon,noun,The coffee was so bitter that she added another 2 teaspoons of sugar.,咖啡太苦了，所以她又加了二茶匙的糖。,茶匙；小匙,,,tea 表茶，spoon 表湯匙，合起來表示茶匙、小匙。,145,,5
teens,noun,"Still in his teens, he runs a company of his own.",他才十多歲就開了自己的公司。,十幾歲；青少年,adolescent,,teen 表十幾，teens 指十幾歲的年紀或青少年。,145,,5
teller,noun,The story based on the teller's actual experience is very interesting.,這個基於講述者實際經驗的故事非常有趣。,講述者；講故事者；出納員,narrator; storyteller,,tell 表講述，加 -er 表示做此事的人，因此是講述者；也可指銀行出納員。,145,,4
tempest,noun,The speaker won a tempest of applause when he entered the hall.,當演講者進入大廳時，獲得了如暴風雨般的掌聲。,暴風雨；騷動,storm,,可與 temper 聯想區分：tempest 指猛烈暴風雨，也可比喻騷動。,145,,5
tempt,verb,Nothing would tempt me to give up my job.,什麼也不能引誘我放棄工作。,引誘；誘惑,allure; attract,,tempt 表誘惑，可聯想 temptation（誘惑）。,145,,5
terminate,verb,"As soon as the meeting terminates, I will return.",會議一結束我就回來。,終止；結束,stop; cease,,term 表界限、期限，加 -ate 形成動詞，因此表示使到期限、終止。,145,,5
terrified,adjective,The terrified girl ran home and cried.,被嚇壞的女孩跑回家哭泣。,恐懼的；受驚嚇的,panicked,calm,由 terrify（使害怕）去 y 加 -ied 形成形容詞，表示感到恐懼的。,145,,5
terrifying,adjective,That terrifying experience changed her forever.,那次可怕的經歷永遠改變了她。,恐怖的；可怕的,,,由 terrify 加 -ing 形成形容詞，表示令人恐懼的、可怕的。,145,,3
testify,verb,The witness testified that she saw a man in black go to the house.,證人作證說，她看見穿黑衣的男子走進那棟房子。,作證；證實,affirm,,test 可聯想證明、檢驗，加 -ify 形成動詞，因此表示作證、證實。,146,,5
textile,noun,The factory which produced woolen textiles closed down.,生產羊毛紡織品的工廠關閉了。,紡織品；紡織原料,fabric; cloth,,text 與 weave（編織）概念相關，textile 指紡織品、紡織原料。,146,,5
texture,noun,The dress is made of a kind of cloth with a loose texture.,這條裙子由一種質地鬆散的布料製成。,結構；質地,structure; construction,,text- 與編織相關，texture 指材料表面的結構、質地。,146,,5
thereafter,adverb,He left his hometown in 1965 and his family heard no more of him thereafter.,他於一九六五年離開家鄉，此後家人再也沒有他的消息。,此後；以後,thenceforth,,there + after 合起來就是「在那之後」，因此表示此後、以後。,146,,5
thereby,adverb,"You can pay cash, thereby avoiding interest charges.",你可以付現金，因而避免支付利息。,因此；從而,,,there + by 表「藉由那件事」，引申為因此、從而。,146,,3
thesis,noun,She wrote her doctoral thesis on linguistics.,她撰寫有關語言學的博士論文。,論文；論點,argument; essay,,thesis 常指學位論文，也可指論點、命題。,146,,5
thicken,verb,We had better arrive before the mist thickens.,我們最好在霧變濃之前抵達。,使變厚；變濃,deepen,,thick 表厚的，加 -en 形成動詞，因此表示變厚、變濃。,146,,5
thickness,noun,The wall is 7 inches in thickness.,這道牆有七英寸厚。,厚度；濃度；密度,density,,thick 加名詞字尾 -ness，表示厚度、濃度、密度。,146,,5
thrift,noun,By thrift he managed to support his family on his small salary.,由於節儉，他得以靠微薄薪水養家。,節儉；節約,economy; frugality,waste,thrift 與 thrive（興旺）同源概念，可聯想節儉能使財務更穩健。,146,,5
thrifty,adjective,She is so thrifty that she can save more than half of her monthly salary.,她非常節儉，每月薪水可以存下一半以上。,節儉的；儉約的,economical; frugal,lavish,由 thrift 加 -y 形成形容詞，因此表示節儉的、儉約的。,146,,5
