word,part_of_speech,example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
cordially,adverb,You are cordially invited to attend the meeting which will be held next week.,我們熱誠地邀請你參加下週舉行的會議。,熱誠地；誠摯地；友善地,heartily; warmly,coldly,cordially 指熱誠地。,293,,5
cork,verb,Don't always cork your feelings up; it is not good for you.,不要總是堵住你的感情，這對你不好。,用軟木塞住；抑制；堵住,restrain,open,cork up 可比喻抑制感情。,293,294,5
corps,noun,He was awarded the Victoria Cross for his service in the medical corps during the war.,他因在戰爭中於醫務部隊服役而被授予維多利亞十字勳章。,兵團；軍；部隊,military unit; troop,,corps 指部隊或軍團。,294,,3
correlate,verb,I cannot correlate what happened yesterday with what you said just now.,我看不出昨天發生的事與你剛剛說的有什麼關連。,使有關連,connect; relate,,correlate A with B 表把兩者聯繫起來。,294,,5
corresponding,adjective,Exports in the first 2 months have increased by 5 percent compared with the corresponding period last year.,與去年同期比較下，頭兩個月的出口成長了5%。,相應的；一致的,coincident; conformable,,corresponding 指相應的、對應的。,294,,5
cosmic,adjective,How can you remain calm when you are confronted with a matter of cosmic importance?,面對重要的大事，你如何保持鎮靜呢？,宇宙的；無限的；廣大的,,,cosmic 指宇宙的，也可比喻極其重大的。,294,,3
cosmopolitan,noun,Youngsters always think it is cool to be a rootless cosmopolitan.,年輕人常常認為四海為家的人很酷。,世界主義者；四海為家者,cosmopolite,,cosmopolitan 可指四海為家的人。,294,,5
counterclockwise,adverb,"How does the Earth rotate on its axis, clockwise or counterclockwise?",地球如何繞著地軸旋轉，順時針還是逆時針？,逆時針方向地；自右向左地,clockwise,,counterclockwise 指逆時針方向。,294,,5
coup,noun,The army staged a coup after the king died.,國王死後，軍方發動了一場政變。,突然一擊；妙計；政變,,,coup 常指政變。,294,,4
coupon,noun,You can redeem this coupon at any branch of that bank.,你可以在該銀行的任何分行兌現這種優待券。,優待券；聯票,voucher,,coupon 指優惠券、兌換券。,294,,3
courier,noun,The courier who delivered a parcel to our office left 10 minutes ago.,把包裹送到我們辦公室的郵差在10分鐘之前離開了。,郵差；導遊；嚮導,messenger; postman,,courier 指遞送員、信差。,294,295,5
coverage,noun,The explosion which happened yesterday got massive media coverage.,昨天發生的爆炸得到傳播媒體的廣泛報導。,覆蓋範圍；保險項目；新聞報導,,,coverage 可指新聞報導範圍。,295,,5
covet,verb,She won the coveted position but felt unhappy and dissatisfied.,她得到了人人渴望的職位，但卻不開心也不滿足。,垂涎；貪圖；渴望,crave; desire,,covet 指強烈渴望擁有。,295,,5
crackdown,noun,A campaign aimed at crackdown on gambling is being carried out thoroughly in that country.,嚴厲打擊賭博的行動正在該國全面展開。,壓迫；鎮壓；打擊,subjugate,,crackdown on 指嚴厲打擊。,295,,3
crater,noun,The researchers said the diameter of the crater was measured using three independent methods.,研究者說火山口的直徑是用三種不同的方法測量出來。,火山口；彈坑,,,crater 指火山口或彈坑。,295,,5
creak,verb,The hinges creaked when I opened the door.,當我開門時，鉸鏈發出咯吱聲。,發出咯吱聲；勉強運轉,screak,,creak 指發出嘎吱聲。,295,,4
credibility,noun,The credibility of the government was irreparably damaged after the newspaper revealed the corruption.,該報社揭發貪污後，政府的信譽遭到無可彌補的損失。,可信性；可靠；信譽,,,credibility 指可信度、信譽。,295,,3
creek,noun,I'll be up the creek if I lose the job.,若我丟了這份工作就有麻煩了。,小河；溪,brook,,up the creek 表陷入麻煩。,295,,5
crocodile,noun,He shed crocodile tears when he dismissed her from her job.,他把她開除時，假惺惺地流了鱷魚的眼淚。,鱷魚；鱷魚皮革,,,crocodile tears 表假慈悲的眼淚。,295,,5
crook,verb,He crooked his finger at us to tell us to go there.,他朝我們彎彎手指，叫我們過去。,使彎曲；使成鉤形,curve; turn,straighten,crook 指使彎曲。,296,,5
crooked,adjective,My advice is that one should never take to crooked ways.,我的忠告是永遠別走歪門邪道。,歪的；彎曲的；變了形的,twisted,straight,crooked 可指彎曲，也可比喻不正當。,296,,5
crouch,verb,There was a cat crouching behind the sofa.,在沙發後面蜷縮著一隻貓。,蹲伏；蜷伏；卑躬屈膝,squat; stoop,,crouch 指蹲伏。,296,,3
cruise,verb,"The taxi cruised the streets, searching for passengers.",計程車緩慢行駛在大街上尋找乘客。,巡航；緩慢巡行；漫遊,navigate,,cruise 指巡航、悠遊。,296,,4
cruiser,noun,He bought a cruiser which can travel at a speed of 65 miles per hour.,他買了一艘遊艇，該遊艇航行的時速可達65英里。,巡洋艦；遊艇,,,cruiser 指巡洋艦或大型遊艇。,296,,5
crumb,noun,You had better sweep up the crumbs after eating the bread.,吃完麵包後，你最好打掃一下碎屑。,麵包屑；碎屑；少許,bit; fragment; particle,,crumb 指碎屑。,296,,5
crumble,verb,The earthquake crumbled many buildings and resulted in severe loss.,地震摧毀了許多樓房，造成嚴重損失。,粉碎；破碎；摧毀,break up; decompose,,crumble 指碎裂、崩塌。,296,,4
crunch,verb,I dislike those who crunch crisps at the movies.,我討厭那些看電影時嘎吱地嚼洋芋片的人。,嘎吱地咬嚼,crumple; gnash,,crunch 指嘎吱作響地咬嚼。,296,,5
crunchy,adjective,You can eat some crunchy biscuits if you feel hungry.,如果你餓了，可以吃些鬆脆的餅乾。,發嘎吱聲的；易碎的,crisp,firm,crunchy 指酥脆、嘎吱作響的。,296,,5
crust,noun,It is dangerous to walk on the snow; the crust on it is not thick enough.,雪殼還沒有凍硬；在上面行走是很危險的。,外殼；硬外皮；麵包皮,incrustation; encrustation,,crust 指硬外殼。,296,297,4
cuisine,noun,I want to buy a cookbook covering cuisine from Peking to Paris.,我想買一本從北京菜介紹到巴黎菜烹調方法的食譜。,烹飪,,,cuisine 指烹飪風格、菜餚。,297,,3
cult,noun,"His books are not very good, but they have a certain cult following.",他的書不是很好，但有一定的崇拜者。,膜拜；崇拜；狂熱,fad; furor,,cult 可指狂熱崇拜。,297,,5
curb,verb,Measures taken by the government didn't curb inflation.,政府採取的措施未能抑制通貨膨脹。,勒住；抑制；束縛,control; contain,,curb 指抑制、控制。,297,,5
curfew,noun,The local government imposed a curfew on the city after the war broke out.,戰爭爆發後，當地政府對該城實行宵禁。,戒嚴；宵禁,bell,,curfew 指宵禁。,297,,3
curriculum,noun,"If you want to be knowledgeable, you will have to study things not in the curriculum.",如果你想學識淵博，就必須學一些課程以外的東西。,學校的全部課程；一門課程,,,curriculum 指課程體系。,297,,5
curry,verb,He curried favor with his boss in order to be promoted.,他極力討好老闆以求被升職。,用咖哩燒；梳刷；鞣皮,groom,,curry favor with 表拍馬屁、討好。,297,,3
custody,noun,The girl is in the custody of her mother after her parents divorced.,父母離婚後，小女孩就由母親看護。,看護；拘留；監禁,conservation,,custody 指監護或拘留。,297,,5
daffodil,noun,"The daffodil, one of the first flowers of spring, is a symbol of hope.",水仙花是一種春天最早綻放的花，象徵著希望。,水仙花；淡黃色,,,daffodil 指水仙花。,297,298,3
dame,noun,"With a lot of work to do, she has no time for small chat with other dame.",她有許多工作要做，所以沒時間和其他女士閒聊。,夫人；女士,madam; lady,,dame 指女士、夫人。,298,,3
dandruff,noun,I am looking for a shampoo that can help me get rid of my dandruff.,我想買可以幫助我去除頭皮屑的洗髮精。,頭皮屑,,,dandruff 指頭皮屑。,298,,5
dart,verb,Her husband darted an angry look at her because she said something wrong.,因為她說錯了話，丈夫就對她投射生氣的目光。,投擲；投射；猛衝,cast; dash,,dart 可指快速投射或猛衝。,298,,5
debris,noun,After the air raid there was debris everywhere.,空襲過後到處都是瓦礫堆。,廢墟；瓦礫；殘骸,wreckage; rubble,,debris 指瓦礫、殘骸。,298,,5
debut,noun,Jane made her debut at a party when she was seventeen.,Jane在17歲時，在一次派對上初次進入社交界。,首次露面；初次進入社交界,first appearance,,debut 指首次公開露面。,298,,3
decimal,adjective,Right now most countries have a decimal currency.,現在大多數國家使用十進位貨幣。,十進位的；小數的,,,decimal 指十進位或小數的。,298,,5
decorative,adjective,The department has little more than a decorative advisory function.,該部門只有一點裝飾性的諮詢作用。,裝飾性的；裝潢用的,cosmetic; ornamental,,decorative 指裝飾性的。,298,,4
deduce,verb,From this fact we may deduce that she went to the party.,我們從這個事實可以推論她去了那個派對。,演繹；推論；追溯,infer; draw,induce,deduce 指根據事實推論。,298,,5
deduct,verb,The expenses will be deducted from your salary.,費用會從你的工資裡扣除。,減去；扣除,subtract; remove,,deduct from 表從……扣除。,298,,3
