word,part_of_speech,example,corrected_example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
expertise,noun,We must ensure that customers will be impressed by the expertise of our employees.,,,專門知識；專家鑑定,,,,314,,5
expiration,noun,The ticket is invalid because it has passed its expiration date.,,,終結；期滿；死亡,,,,314,,4
explicit,adjective,He didn't give me explicit directions on what to do next.,,,詳盡的；清楚的；直率的,,,,315,,4
expulsion,noun,The public soon heard of the expulsion of the official after a journalist disclosed the scandal.,,,驅逐；開除；排除,,,,315,,5
exquisite,adjective,Any man who has exquisite taste will not like the dress you are wearing.,,,精緻的；精選的；尖銳的,,,,315,,5
extract,verb,The substance extracted from green plants is totally harmless.,,,用力取出；提取；提煉,,,,315,,4
extracurricular,adjective,"Instead of studying all day, you should do some extracurricular activities.",,,課外的；業餘的,,,,315,,4
extradite,verb,"They refused to extradite the man, who killed 3 little girls, to England.",,,引渡,,,,315,,5
extravagant,adjective,This coat is the most extravagant purchase I have ever made.,,,奢侈的；放肆的；過度的,,,,315,,4
eyelash,noun,"He fluttered his eyelashes at me, asking me to accompany him.",,,睫毛,,,,315,,4
fabricate,verb,His competitor fabricated an accusation to discredit him.,,,製造；杜撰；偽造,,,,316,,5
facet,noun,Vanity is a facet of her character that her friends dislike.,,,面向；方面,,,,316,,4
facilitate,verb,It would facilitate things if we had more money.,,,使容易；促進；幫助,,,,316,,4
faction,noun,The meeting broke up in bitter faction and some people even began to fight.,"The meeting broke up amid bitter factional disputes, and some people even began to fight.",,派別；小集團；內訌,,,,316,,5
faculty,noun,He has the faculty of doing two things at once.,,,能力；學科；系,,,,316,,4
fad,noun,Her interest in singing is just a passing fad.,,,一時的流行；一時的風尚,,,,316,,4
Fahrenheit,noun,The weather report said that the temperature tomorrow will be about 35 degrees Fahrenheit.,,,華氏溫度計；華氏溫標,,,,316,,4
fascination,noun,Don't mistake fascination for love.,,,魅力；有魅力的東西；迷戀,,,,316,,4
fatigue,noun,He was overcome with fatigue after working in the lab all day.,,,疲勞；勞累,,,,316,,4
feasible,adjective,I don't think this plan is feasible.,,,可行的；可實行的；合理的,,,,317,,4
fertility,noun,"Having used this kind of pesticide, the fertility of the soil has been improved.","After using this fertilizer, the fertility of the soil improved.",,肥沃；豐饒；生產力,,,,317,,5
fiddle,verb,"The student felt greatly embarrassed, and started fiddling with his pen.",,,戲弄時光；胡來；亂動,,,,317,,4
fidelity,noun,People are moved by his fidelity toward his wife.,,,忠誠；忠貞；精確,,,,317,,5
filter,verb,It is necessary to filter the drinking water.,,,過濾；滲濾；走漏,,,,317,,4
fiscal,adjective,You should learn to read between the lines of corporate annual reports to discern areas of fiscal weakness.,,,財政的；財務的,,,,317,,5
fishery,noun,These ships are specially engaged in inshore fishery.,,,漁場；漁業,,,,317,,5
fixture,noun,The owner of the apartment charged me for the fixtures and fittings in advance.,,,固定物；設備,,,,317,,5
flank,noun,The commander ordered the soldiers to attack the enemy on both flanks.,,,側翼,,,,317,,4
flap,verb,The birds were flapping their wings over the square.,,,使拍動；飄動；振翅,,,,318,,4
flare,verb,The candle flared in the darkness.,,,燃燒；閃耀,,,,318,,4
flick,verb,The waitress flicked the crumbs off the table.,,,輕彈；輕拂；抖掉,,,,318,,4
flicker,verb,All the lights flickered for a moment and went out.,,,搖曳；閃爍；擺動,,,,318,,4
fling,verb,The man flung the door open and rushed into the room.,,,扔；拋；猛烈地開,,,,318,,4
flop,verb,The cook flopped the steak onto a platter.,,,撲通落下或放下,,,,318,,4
flounder,verb,Anna was floundering about in the swimming pool because she couldn't swim.,,,掙扎；慌亂地做事,,,,318,,5
fluctuate,verb,She always fluctuates between hope and despair.,,,波動；變動；動搖,,,,318,,4
flunk,verb,"If you don't get on the ball and start studying harder, you're going to flunk.",,,失敗；放棄；考試不及格,,,,318,,4
foil,noun,The beautiful jewellery served as the perfect foil for her fine complexion.,,,箔；金屬薄片；陪襯物,,,,319,,5
footage,noun,The film contained some good footage of the royal wedding.,,,英尺長度；影片連續鏡頭,,,,319,,4
foremost,adjective/adverb,He ranks foremost among the country's leading painters.,,,最先的；最初的；最重要的,,,,319,,4
forge,verb,He forged his chief manager's signature on the cheque.,,,鍛造；鑄造；偽造,,,,319,,4
formidable,adjective,The player proved to be a formidable opponent.,,,強大的；令人敬畏的；可怕的,,,,319,,5
forsake,verb,Eventually he forsook Hollywood and returned to the stage.,,,拋棄；遺棄；離開,,,,319,,5
fortify,verb,I believe prayer can fortify us during our crisis.,,,支持；增強；使堅強,,,,319,,4
foster,verb,The mother tried to detect and foster her son's artistic talent.,,,養育；撫育；培養,,,,319,,4
fowl,noun,A mixture of ground grain and nutrients can be used to feed livestock and fowl.,,,家禽,,,,319,,4
fraction,noun,She only spends a fraction of her time at home during the whole year.,,,極少量；極小部分,,,,320,,4
fracture,noun,"He had several injuries, including two fractures in his leg.",,,破碎；骨折,,,,320,,4
franc,noun,We need to change those dollars into francs.,,,法郎,,,,320,,4
franchise,noun,They were given the franchise for the fast-food restaurant a few years ago.,,,特權；經銷權；經營權,,,,320,,5
frantic,adjective,The child's parents were frantic when she did not return home until very late.,,,瘋狂的；狂亂的,,,,320,,4
freak,adjective,The world's been having freak weather; it's been a little bit warmer during the winter.,,,反常的；怪異的；稀奇的,,,,320,,4
friction,noun,Conflicts and frictions still need to be resolved between them.,,,摩擦；摩擦力；意見衝突,,,,320,,4
fundamentalism,noun,He often talks to me as if he was teaching fundamentalism.,,,基要主義；原教旨主義,,,,320,,5
furnace,noun,Can you give me a hand to open the window? It's like a furnace in here.,,,爐子；熔爐,,,,320,,4
fuse,verb,"Although we disagreed at the very beginning, our ideas fused eventually.",,,融合；混合,,,,320,321,4
