word,part_of_speech,example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
dazzle,verb,"Dazzled by the sudden success, she stopped her lessons.",她被突然的成功沖昏了頭，並停止了教課。,使目眩；使迷惑,daze; confuse,,dazzle 可與 daze（使茫然、使暈眩）聯想，一起記憶。,52,,5
deadly,adverb,The sharpshooter is deadly accurate.,那名狙擊手非常神準。,非常；極度地,extremely,,dead（死的）加 -ly 作副詞字尾，可引申為非常、極度地。,52,,3
deafen,verb,Could you turn down the radio? It's deafening me.,你能把收音機的聲音關小一點嗎？它快把我震聾了。,使聾；震聾,make deaf,,deaf（聾的）加 -en 形成動詞 deafen，表示使聾、震聾。,52,,5
dealer,noun,The man who was a drug dealer killed himself yesterday.,那個販毒者昨天自殺了。,業者；商人,trader; bargainer,customer,deal（交易；買賣）加表示人的 -er，形成 dealer，表示業者、商人。,52,,5
dealing,noun,We do not want to have any dealings with him.,我們不想跟他打交道。,行為；交易；交往,behavior; transaction,,deal（交易；買賣）加 -ing 形成名詞 dealing，表示行為、交易、交往。,52,,5
decent,adjective,"If you want to live in decent conditions, you have to work hard.",如果你想過體面的生活，就得努力工作。,有禮的；體面的,proper; right,rude,字根 dec 可聯想「適合」，-ent 為形容詞字尾，因此 decent 表示合宜的、體面的。,52,,4
decisive,adjective,Right now is a decisive moment in his career and you should support him.,現在他的事業正處在決定性的時刻，你應該支持他。,決定性的；確定的；堅決的,confirmed,indecisive,decide（決定）去 de 加 -sive 形成形容詞 decisive，表示決定性的、堅決的。,52,,5
decree,noun,She is to be the new ambassador to Italy by decree of the government.,她受政府之命去擔任駐義大利的新大使。,命令；判決；天命,fiat; order,,decree 可與 degree（程度）聯想；政府頒布 decree，就是命令或判決。,52,,3
dedicate,verb,He dedicated his life to helping orphans.,他畢生致力於幫助孤兒。,奉獻；致力於,consecrate; devote,,dedicate 表示把時間、生命或心力奉獻給某事，因此有奉獻、致力於之意。,52,53,5
dedicated,adjective,He was a dedicated scientist and spent most of his time in the lab.,他是有熱忱的科學家，大部分時間都是在實驗室度過的。,專注的；獻身的；熱忱的,devoted,,dedicate（奉獻；致力於）加 -d 形成形容詞 dedicated，表示專注的、獻身的、熱忱的。,53,,5
dedication,noun,Her dedication to doing research gained the respect of her colleagues.,她專心致力於做研究的精神贏得同事的尊敬。,奉獻；專心致力,commitment; devotion,,dedicate（奉獻；致力於）去 e 加 -ion 形成名詞 dedication，表示奉獻、專心致力。,53,,5
deepen,verb,His love deepened with the passing of time.,他的愛隨著歲月的流逝而加深。,使變深；使加深；使強烈,intensify; heighten,moderate,deep（深的）加 -en 形成動詞 deepen，表示使變深、使加深、使強烈。,53,,5
defendant,noun,"If the defendant cannot afford an attorney, the court will appoint one for him.",如果被告請不起律師，法庭會為他請一個。,被告,,,defend（保護；辯護）加表示人的 -ant 形成 defendant，在法律上表示被告。,53,,5
defender,noun,The Italian defender tried to tackle an American player but failed.,義大利的防守員試圖攔截美國球員，但失敗了。,防禦者；守衛者；保護者,guardian; protector,challenger,defend（保護；辯護）加表示人的 -er，形成 defender，表示防禦者、守衛者、保護者。,53,,3
defensible,adjective,The judge said the man's action was defensible under those circumstances.,法官說在那種情況下，這個人的行為是情有可原的。,可辯解的；情有可原的,defendable,,defend（保護；辯護）去 d 加 -sible 形成形容詞 defensible，表示可辯解的、情有可原的。,53,,5
definitive,adjective,There is no definitive answer as to who created man.,誰創造人類的這個問題，沒有確定的答案。,決定性的；最後的；確定的,conclusive; decisive,indistinct,de- 表「向下」，fin 表「結束、範圍」，可聯想把範圍界定到底，因此有最後的、確定的之意。,53,,5
defy,verb,I defy you to prove that I have told a lie.,我倒要看你能否證明我撒了謊。,反抗；挑戰；激；惹,resist; confront,comply,defy 可與 deny（拒絕）聯想，表示反抗、挑戰。,53,,5
degenerate,verb,You should rest more; your health is degenerating.,你的健康在惡化，應該多休息。,衰退；墮落；惡化,degrade; deteriorate,develop,de- 表「向下」，gener 表「生長」，-ate 為動詞字尾，可聯想向下生長，因此表示衰退、惡化。,53,,5
degrade,verb,He was degraded for making a big mistake.,他因犯了大錯而被降級。,降級；降低；使丟臉,demote; downgrade,dignify,de- 表「向下」，grade 表「級別」，合起來表示降低級別，因此有降級、降低之意。,54,,4
delegation,noun,The delegation ended their visit to Europe on December 23.,代表團十二月二十三日結束歐洲的訪問。,委派；代表團,deputation; committee,,delegate（委任代表、授權）去 e 加 -ion 形成名詞 delegation，表示委派、代表團。,54,,5
demonstrator,noun,Several demonstrators were arrested for attacking the police.,數名示威者因襲擊員警而被捕。,論證者；示威者,protester,,demonstrate（論證；示威）去 e 加表示人的 -or，形成 demonstrator，表示論證者、示威者。,54,,3
denial,noun,His denial was recorded by the police.,他的否認被警方記錄了下來。,否認；拒絕,negation; rejection,approval,deny（否認；拒絕）去 y 加 -ial 形成名詞 denial，表示否認、拒絕。,54,,4
denote,verb,These signs denote that a disaster is coming.,這些徵兆意味一場災難就要來臨了。,指示；表示；意味,refer; imply,,de- 可表「加強」，note 表「意義、記號」，可聯想用記號把意義標示出來，因此表示指示、意味。,54,,5
deprive,verb,What would a person do if he were deprived of the most elementary freedoms?,若一個人被剝奪最基本的自由，他會怎麼做？,剝奪；使失去,strip; take away,,de- 可表「離開」，priv 可聯想 private（私人的），可聯想把原本屬於某人的東西拿走，因此表示剝奪、使失去。,54,,5
derive,verb,People derive knowledge from practice so you cannot spend all your time in the library.,人們從實踐獲取知識，所以你不能把所有時間花在圖書館。,取得；衍生出；起源,acquire; originate,,de 音似「的」，rive 可聯想 arrive（到來），可聯想「從哪裡到來」，引申為衍生、導出、取得。,54,,4
descend,verb,I will come back when the sun descends behind the hills.,當太陽下山時，我就會回來。,下降；傳下來,decline; originate,ascend,de- 表「下」，scend 表「爬、攀」，合起來可聯想向下爬，因此表示下降、傳下來。,54,,5
descendant,noun,"As a descendant of the early settlers, he inherited the fine traditions of his ancestors.",作為早期移民的後裔，他繼承祖先的優良傳統。,子孫；後裔,offspring,ancestor,descend（傳下來；為……的後裔）加 -ant 形成名詞 descendant，表示子孫、後裔。,54,,3
