word,part_of_speech,example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
compact,verb,It is impossible to compact all your clothes into this small suitcase.,把你所有的衣服壓進這個小手提箱裡是不可能的。,壓緊；使簡潔,compress; squeeze,,com- 表「一起」，pact 表「打包」，合起來可聯想一起打包、壓緊。,39,,5
companionship,noun,She keeps companionship with her old friends.,她與老朋友始終保持著友誼。,友誼；伴侶關係,friendship; fellowship,,companion 表「同伴」，-ship 是名詞字尾，形成 companionship，表示友誼、伴侶關係。,39,,5
comparable,adjective,Your style of writing is comparable to your brother's.,你的寫作風格可以比得上你的哥哥。,可比較的；比得上的,comparative,incomparable,compare（比較）去 e 加 -able，形成 comparable，表示可比較的、比得上的。,39,,4
compass,noun,Campers should always have compass with them.,露營者應該總是帶著指南針在身上。,指南針；範圍,direction finder; range,,com- 表「共同」，pass 表「通過」，可聯想找出共同通過的地方，引申為範圍、指南針。,39,,4
compassion,noun,The general dealt with captured soldiers with compassion.,該將軍以同情心對待被俘的士兵。,憐憫；同情,mercy; pity,coldness,com- 表「共同」，pass 可聯想「感情」，-ion 為名詞字尾，形成共同的感情、憐憫與同情。,39,,5
compassionate,adjective,There would be less wars if people were more compassionate.,如果人類更有同情心一點，戰爭就可能會少一點。,有同情心的；憐憫的,pitying; merciful,cold,compassion（憐憫、同情）加 -ate，形成 compassionate，表示有同情心的、憐憫的。,39,,2
compel,verb,"We cannot compel you to work hard, but we think you should.",我們不能強迫你努力工作，但我們認為你應該努力工作。,強迫；迫使,coerce; force,liberate,com- 表「完全」，pel 表「推」，合起來可聯想過分地推某人，表示迫使、強迫。,39,,5
compensate,verb,The company can use the additional profits to compensate you.,公司可以用額外的利潤來補償你。,補償；賠償,make up; recompense,,com- 表「完全」，pens 可聯想「花費」，-ate 為動詞字尾，表示補償、賠償。,39,,4
compensation,noun,The airline paid compensation to the deceased's family.,該航空公司賠償了罹難者的家屬。,補償；賠償；報酬,reimbursement,,compensate（補償、賠償）去 e 加 -ion 形成名詞 compensation。,40,,3
competence,noun,This writer's competence is questionable.,這個作家的能力備受質疑。,能力；可過舒適生活的收入,ability; qualification,,competent（有能力的）去掉字尾加 -ce 形成 competence，表示能力。,40,,5
competent,adjective,A competent worker would have taken half the time to finish this job.,有能力的員工可能只要花一半的時間就可完成此工作。,有能力的；勝任的；稱職的,capable; qualified,incompetent,compet(e) 表「競爭」，-ent 為形容詞字尾，可聯想有競爭力的人即有能力、勝任、稱職。,40,,5
competing,adjective,"To be better than the other competing painters, you have to be original.",為了勝過其他競爭的畫手，你必須有原創性。,競爭的；抵觸的；矛盾的,,,compete（比賽、競爭）加 -ing 形成形容詞 competing，表示競爭的、抵觸的、矛盾的。,40,,3
compile,verb,Your husband's name was in the list of suspects compiled by the police.,由警方研編的嫌疑犯名單裡有你丈夫的名字。,匯編；編輯；收集,accumulate; collect,,com- 表「一起」，pile 表「堆」，合起來是把東西堆積在一起，表示匯編、編輯、收集。,40,,5
complement,noun,The zoo which has a full complement of Chinese wildlife is free on weekends.,這個有中國全數野生動物的動物園在週末是免費的。,補充物；全數,supplement,,com- 表「完全」，ple 表「滿、填滿」，-ment 為名詞字尾，形成全數、補充物。,40,,4
complexion,noun,"This article is about how to improve your complexion, slow down the aging process and get rid of acne.",這篇文章討論如何改善膚色、減緩衰老和擺脫粉刺。,面色；膚色；情況,look; appearance,,complex 表「複雜的」，-ion 為名詞字尾；可聯想人的情緒複雜時，面色也難看。,40,,5
complication,noun,She has enough complications in her life without having to take care of 4 kids.,即使不照顧四個小孩，她的生活就已經夠混亂了。,糾紛；混亂；障礙,complexity,simplification,complicate（使複雜）去 e 加 -ion 形成 complication，表示糾紛、混亂、障礙。,40,,4
comply,verb,The new banking regulations should comply with the principle of the World Trade Organization.,新興銀行的規定應遵從世貿組織的原則。,順從；遵從,obey; follow,disobey,com- 表「一起、共同」，ply 可聯想「重疊」，可聯想共同配合，表示順從、遵從。,40,,5
component,adjective,They were arrested for smuggling the component parts of explosive devices.,他們因走私爆破裝置的零件而被逮捕。,組成的；構成的,constituent,,com- 表「一起」，pon 表「放」，-ent 為形容詞字尾，合起來可聯想放到一起，表示組成的、構成的。,41,,5
comprehend,verb,I can't comprehend this film; would you please explain it again?,我不能理解這部電影，你能不能再解釋一遍？,理解；領悟；包含,understand; realize,,com- 表「全部」，prehend 表「抓住」，合起來可聯想抓住全部意思，表示理解、領悟、包含。,41,,5
comprehensive,adjective,The professor who has a comprehensive grasp of the subject is greatly admired by his students.,那位對該學科已全面掌握的教授很受學生們的尊敬。,綜合的；全面的,all-inclusive,incomplete,comprehend（包括、理解）加 -sive 形成形容詞，表示涵蓋許多的、綜合的、全面的。,41,,3
compress,verb,He compressed his speech into 3 minutes as he was rather rushed for time today.,他因為今天趕時間，就把演講精簡為三分鐘。,壓縮；精簡,press; condense,,com- 表「加強」，press 表「壓」，合起來表示壓縮、精簡。,41,,5
compromise,verb,He told me he never compromised his principles.,他告訴我他從不妥協他的重大原則。,妥協；讓步,yield; concede,,com- 表「一起、共同」，promise 表「保證」，共同保證可聯想雙方各退一步，表示妥協、讓步。,41,,5
computerize,verb,The company plans to computerize the accounts section next month.,公司計畫於下個月將會計科電腦化。,使電腦化；用電腦處理,cybernate,,computer（電腦）加動詞字尾 -ize，形成 computerize，表示使電腦化、用電腦處理。,41,,4
computing,noun,He told me he'd like to try his hand at computing.,他告訴我他想試試他的電腦使用技能。,使用電腦；進行電腦工作,calculation; computation,,compute（用電腦計算）加 -ing 形成名詞 computing，表示使用電腦、進行電腦工作。,41,,5
concede,verb,I concede that you have tried your best.,我承認你已經盡力了。,承認；讓步；退讓,admit; confess; yield,,con- 可表「完全」，cede 表「割讓」，可聯想完全徹底讓出去，表示讓步、退讓，也可引申承認。,41,,5
conceit,noun,The conceit of the man was apparent when he tried to compare his paintings to Picasso's.,當該男子試著拿他的畫和畢卡索的畫作比較時，其自滿顯而易見。,自滿；個人意見,arrogance; boastfulness,modesty,con- 可表「完全」，ceit 可聯想「拿走」；完全拿走、只剩個人意見，可聯想自滿。,41,,5
conceive,verb,I can't conceive of ever allowing my son to wear earrings.,我無法想像讓我的兒子戴耳環。,構想；設想；想像,think; consider,,con- 表「一起」，ceive 表「抓」，合起來可聯想一起抓住靈感，表示構想、設想。,42,,3
concentrated,adjective,Don't bother her; she is concentrated on her reading.,她正聚精會神地看書，別去打擾她。,集中的；濃縮的,compressed,,concentrate（集中、濃縮）加 -d 形成形容詞 concentrated，表示集中的、濃縮的。,42,,5
conception,noun,You have no conception of what it is like to be misunderstood.,你完全不知道被誤解時的是什麼想法。,概念；想法；構想,concept; idea,,concept（概念）加名詞字尾 -ion，形成 conception，表示概念、想法、構想。,42,,4
concerned,adjective,"Where money is concerned, you should try to be very careful.",在有關錢的問題上，你應該儘量小心謹慎。,掛慮的；不安的；有關的,anxious,unconcerned,concern（關心、涉及、關係到）加 -ed 形成 concerned，表示掛慮的、不安的、有關的。,42,,5
concession,noun,"If both of you can make some concession, the matter will be settled.",若你們雙方都能做出一些讓步，這個問題就會解決。,讓步；妥協；特許,conceding; yielding; permit,,concede（讓步、容許）去 e 加 -ssion 形成名詞 concession，表示讓步、妥協。,42,,4
concise,adjective,The principal told the teachers that the teaching material should be concise.,該校長告訴老師說，教材應該精簡。,簡潔的；精簡的,brief; compact,diffuse; wordy,con- 表「完全」，cise 表「切掉」，合起來可聯想把多餘的東西全部切掉，表示簡潔、精簡。,42,,4
condemn,verb,The judge condemned the murderer to 30 years in jail.,法官判處殺人犯三十年徒刑。,譴責；宣告有罪；判刑,blame; damn,forgive,con- 可表示「一再」，demn 可聯想 damn（詛咒），可聯想一再詛咒，表示譴責。,42,,4
condemnation,noun,Her total disregard for the feelings of her family was her condemnation.,完全忽視家人的感受是她受譴責的原因。,定罪；譴責的理由,criticism,,condemn（譴責、宣告有罪、判刑）加 -ation 形成名詞 condemnation，表示定罪、譴責的理由。,42,,3
condense,verb,"He was asked to condense his report from 5,000 words to 2,000.",他被要求把報告從五千字縮短到二千字。,濃縮；縮短；減縮,concentrate,expand,con- 表「一起、集中」，dense 表「密集」，合起來可聯想集中變密，表示濃縮、縮短、減縮。,42,,5
