word,part_of_speech,example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
pervade,verb,Reformation ideas pervaded the company.,改革的思想遍及公司上下。,瀰漫於；遍及於；流行於,permeate; penetrate,,"pervade 表遍布、滲透；動詞三態為 pervade, pervaded, pervaded。",224,,5
petroleum,noun,This country is rich with petroleum.,這個國家盛產石油。,石油,crude oil; gas,,petroleum 指石油。,225,,4
physical,adjective,I don't understand those physical changes.,我不了解這些物理變化。,身體的；物質的；自然的,bodily; carnal,moral; spiritual,physical 可指身體的、物質的或物理的。,225,,4
pill,noun,The doctor suggested her to take less sleeping pills.,醫生建議她少吃些安眠藥。,藥丸；藥片,tablet,,pill 的名詞複數為 pills。,225,,5
piquant,adjective,Do you have any piquant sauce?,你有辛辣的調味醬嗎？,辛辣的；有趣的,spicy; zesty,,piquant 可指味道辛辣，也可指有趣、刺激。,225,,4
pivotal,adjective,2006 is a pivotal year for the development of the company.,2006年是公司發展的關鍵年。,樞軸的；關鍵的,burning; crucial,,pivotal 指非常關鍵、起樞紐作用的。,225,,5
plague,verb/noun,Flood had plagued this region for several months. This country suffered many plagues over time.,洪水已經困擾這個地區幾個月了。該國長期遭受許多瘟疫。,折磨；使苦惱；瘟疫；災禍,annoy; bother; disease; epidemic,,plague 可作動詞表示困擾，也可作名詞表示瘟疫、災禍。,225,,5
platform,noun,"She was coming by train, so I waited on the platform.",她坐火車來，所以我在月台上等。,平台；月台；講台,,,platform 可指月台、講台或平台。,225,,5
plebiscite,noun,The plebiscite in Kashmir desired by the UN has never taken place.,聯合國所希望在喀什米爾舉行的公民投票一直未實現。,公民投票,,,plebiscite 指公民投票。,225,,5
pollution,noun,"At present, the pollution had destroyed the ozone layer and caused many changes in weather.",現在，污染破壞了臭氧層並造成許多天氣變化。,污染,defilement,,pollution 指污染；air pollution 指空氣污染。,225,,5
population explosion,noun,India has a population explosion at the moment.,印度現正處於人口爆炸的時期。,人口爆炸；人口激增,,,population 表人口，explosion 表爆炸，合起來即人口激增。,226,,5
portray,verb,Many readers thinks that Dickens portrayed his characters to the life.,許多讀者認為狄更斯把他筆下的人物描繪得栩栩如生。,描繪；描寫；描述,depict; describe,,portray 指描繪、刻畫人物或事物。,226,,4
potential,noun/adjective,Liz has acting potential, but needs training. Education develops potential abilities.,莉斯雖有表演潛力，但還是需要訓練。教育能開發人的潛在能力。,潛力；潛能；潛在的；可能的,potency; possible; likely,,potential 可作名詞表示潛力，也可作形容詞表示潛在的。,226,,5
precaution,noun,We must take precautions against fire.,我們必須對火災採取預防措施。,預防；留心；警戒,caution; care,,precaution 指預防措施；複數為 precautions。,226,,3
pregnant,adjective,The woman was pregnant with her first child. I like to read his writings because they are pregnant with poetry.,那位婦女正懷著她的第一個孩子。我喜歡讀他的文章是因為他的文章富有詩意。,懷孕的；豐富的,productive; fertile,,pregnant 可指懷孕，也可比喻充滿、富有某種內容。,226,,4
premature,adjective,The baby was one month premature. This disease easily produces premature aging of the brain.,這個嬰兒早產一個月。這種疾病易使大腦過早地衰老。,早熟的；過早的,early; advanced,late; matured,premature 指比正常時間更早發生。,226,,5
prepare,verb,He is preparing his report for the meeting tomorrow.,他正準備明天會議的報告。,準備；預備,arrange; plan; ready,,prepare 表準備、預備。,226,,5
prescription,noun,His prescription for economic recovery was well-received.,他為經濟復甦提出的對策反應良好。,指示；規定；處方；藥方,treatment,,prescription 可指醫療處方，也可泛指解決問題的對策。,226,,4
presentable,adjective,You must make yourself presentable before the interview.,面試前，你得把自己打扮得體面點。,拿得出去的；像樣的；體面的,acceptable,,presentable 指外表或狀態得體、可接受。,227,,4
presidential election,noun,Roosevelt won the 1936 presidential election and became the President.,羅斯福贏得了1936年的總統競選，成為了總統。,總統選舉,,,presidential 表總統的，election 表選舉。,227,,4
presume,verb,A signed invoice presumes receipt of the shipment.,簽字的發票表示貨物已經收到。,假定；推測；認為,assume; take for,,"presume 指根據情況推定、假定；動詞三態為 presume, presumed, presumed。",227,,3
prevent,verb,These regulations are intended to prevent their plans from being carried out.,這些規章制度意圖阻止他們的計畫被實行。,預防；防止；阻止,prohibit; forbid,permit; allow,prevent 常用 prevent ... from ... 表阻止某事發生。,227,,5
primary,adjective,I started primary school when I was 6 years old.,我六歲時開始讀小學。,主要的；初級的；原來的,basic; chief,secondary,primary 指首要的、初級的。,227,,5
primitive,adjective,Living conditions in this place are still quite primitive.,這個地方的生活條件仍然很原始。,原始的；粗糙的；簡單的,original; uncivilized,,primitive 指原始、未發展或簡陋的。,227,,5
prior,adjective,He feels a prior obligation to his job.,他覺得要優先為他的工作盡職。,居先的；優先的；更重要的,preceding; previous,,prior 常接介系詞 to，表示在…之前或優先於。,227,,5
privacy,noun,I felt I needed privacy.,我覺得我需要清靜。,隱私；清靜；隱居,isolation; secrecy,,privacy 表隱私、私人空間或清靜。,227,,5
proclaim,verb,He proclaimed that they were traitors.,他宣稱他們是叛徒。,宣布；公布聲明,declare; announce,,proclaim 指公開、正式宣布。,227,,5
procure,verb,He tells me that he can procure the rare old book for me.,他告訴我他能為我購得那本罕見的舊書。,獲得；取得；促成,obtain; get; acquire,,procure 指設法取得、獲得。,227,228,4
product,noun,They will come here in search of new markets for their products.,他們將要來此為他們的產品尋找新的市場。,產品；成果；結果,production,,product 指製成品、成果或結果。,228,,4
professional,adjective,He is a highly professional administrator.,他是一位非常專業的管理人員。,專業的；職業的,occupational,amateur,professional 指專業的、職業性的。,228,,3
profitable,adjective,The firm is a highly profitable business.,該公司是個獲利豐厚的企業。,有利的；有益的；可賺錢的,beneficial; useful,profitless,profitable 指能帶來利益或利潤的。,228,,5
project,noun/verb,The new project will be completed next year. They are projecting a new dam.,這項新的工程將於明年完工。他們正規劃新的堤壩。,方案；工程；計畫；企劃,plan; scheme,,project 可作名詞表示計畫、工程，也可作動詞表示規劃、投射。,228,,4
prominent,adjective,It is well known that he is a prominent entrepreneur.,眾所周知，他是一位卓越的企業家。,突起的；突出的；卓越的,outstanding; eminent,,prominent 指顯著、突出的或傑出的。,228,,5
promotion,noun,This year's sales promotions of our company haven't been very successful.,今年我們公司的促銷活動不是很成功。,促進；發揚；提升,advancement,demotion,promotion 可指促進、升遷或促銷活動。,228,,5
propagate,verb,They want to start a newspaper to propagate their ideas.,他們想辦一份報紙來宣傳他們的主張。,繁殖；宣傳；傳播,spread; transmit,,"propagate 表傳播、宣傳或繁殖；動詞三態為 propagate, propagated, propagated。",228,,4
prosecute,verb,He was prosecuted for fraud.,他因詐欺被起訴。,告發；起訴；檢舉,discharge; bring suit,,prosecute 指依法起訴、追訴。,228,229,5
protein,noun,Eating more high protein diet is good for health.,多吃蛋白質含量高的食物對健康有益。,蛋白質,,,protein 指蛋白質。,229,,5
provide,verb,The agreement provides that one-month notice shall be given on either side.,這項協議規定任何一方應在一個月前發出通知。,規定；供給；提供,furnish; give; supply,consume,provide 可表示提供，也可表示條款規定。,229,,4
proxy,noun,He will be proxy for me.,他將是我的代理人。,代理權；代理人；代表者,agent; alternate,,proxy 可指代理人、代理權；複數為 proxies。,229,,4
public relations,noun,The public relations firm will handle all our publicity.,公關公司將處理我們的全部宣傳工作。,公共關係；公關工作,,,public relations 指公共關係、公關工作。,229,,5
purchase,verb/noun,He purchased this car at an auction.,他在拍賣會中購買這輛車。,購買；買；購買物,buy; shop,sell,purchase 可作動詞或名詞，表示購買。,229,,5
quota,noun,Each one in our company has his quota of work for the day.,我們公司每個人都有一天的工作配額。,配額；定額；限額,ratio; share,,quota 指配額、定額或限額；複數為 quotas。,229,,4
radical,adjective,Your views are very radical.,你的觀點非常激進。,根本的；基本的；激進的,extreme; greatest,conservative,radical 可指根本的，也可指激進的。,229,,5
radiologist,noun,He has never been a radiologist.,他不曾做過放射線專家。,放射線學者；放射科醫師,,,radiologist 指放射線專家或放射科醫師。,229,,3
