word,part_of_speech,example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
unemployment,noun,Because of increasing unemployment, the competition for jobs is fierce.,因為失業人數不斷增加，求職競爭十分激烈。,失業；失業人數,,,un- 表「不」，employment 表就業，合起來表示失業。,153,,5
unfair,adjective,Some people objected saying that the evaluation was unfair.,一些人反對，認為評估是不公平的。,不公平的；不公正的,unjust,,un- 表否定，fair 表公平，因此表示不公平、不公正。,153,,5
unfit,adjective,She is clearly unfit to hold such a senior position.,她顯然不能勝任這樣的高階職務。,不合適的；不能勝任的,unsuitable; inappropriate,,un- 表否定，fit 表適合，因此表示不合適、不能勝任。,153,,5
unfold,verb,The story gradually unfolds as the film goes on.,隨著影片放映，故事慢慢展開。,展開；揭露；呈現,reveal; show,fold,un- 表反向，fold 表摺疊，合起來就是把摺疊打開，引申為展開、揭露。,153,,3
unify,verb,We should unify to fight against poverty and disease.,我們應該聯合起來對抗貧窮與疾病。,使聯合；使一致,combine,,uni- 表「一」，-fy 表使成為，合起來表示使統一、使聯合。,153,,4
unload,verb,They began to unload their shopping from the car slowly.,他們開始從汽車慢慢卸下採購的物品。,卸掉；擺脫,discharge,load,un- 表反向，load 表裝載，合起來表示卸載。,153,,5
unlock,verb,He failed to unlock the safe in spite of all his effort.,儘管他使盡力氣，仍無法將保險箱的鎖打開。,開鎖；解開；開啟,open; release,,un- 表反向，lock 表上鎖，合起來表示開鎖、解開。,153,,5
unofficial,adjective,The news is almost certainly true although it is unofficial.,儘管消息是非官方的，但是幾乎確定無疑。,非正式的；非官方的,private,official,un- 表否定，official 表官方的，因此表示非官方、非正式。,154,,3
unpack,verb,Let's unpack the books from the box.,我們把書從箱子裡取出吧！,打開而取出；解除；卸下,unload; open,pack,un- 表反向，pack 表打包，合起來表示打開包裝並取出。,154,,5
unpleasant,adjective,We believe time alone will erase those unpleasant memories.,我們相信只有時間才能使人抹去不快的記憶。,使人不快的；討厭的,abhorrent; awful,,un- 表否定，pleasant 表令人愉快的，因此表示使人不快、討厭。,154,,4
unpopular,adjective,The crowds pelted bad eggs at the unpopular speaker.,群眾朝那位不受歡迎的發言者扔擲壞雞蛋。,不得人心的；不受歡迎的,unwelcome,popular,un- 表否定，popular 表受歡迎的，因此表示不受歡迎。,154,,5
unrest,noun,He asked me not to come back for a day or two until the noise and unrest had settled down.,他叫我一兩天內別回來，直到喧鬧和動亂平息為止。,不安；動亂,agitation; chaos,rest,un- 表否定，rest 表安寧、休息，因此表示不安、動亂。,154,,5
unsuccessful,adjective,After a series of unsuccessful attempts, she has finally learned to drive.,經過連續失敗的嘗試，她最後學會了開車。,不成功的；失敗的,failing,successful,un- 表否定，successful 表成功的，因此表示不成功、失敗。,154,,4
update,verb,You should update the committee on your progress as soon as possible.,你應該儘快向委員會報告最新進展。,更新；補充最新資料,,,up 表向上或最新，date 表日期，update 可聯想把資料更新到現在日期。,154,,5
upgrade,verb,He was upgraded to the position of general manager.,他被晉升到總經理的職位。,提高；提升；晉升,promote; improve,,up 表向上，grade 表等級，合起來表示等級向上，提高、晉升。,154,,4
uphold,verb,He needs a large income to uphold his standard of living.,他需要高收入才能支撐起他的生活水準。,支持；支撐；擁護,support; sustain,,up + hold 可聯想向上托住，表示支持、支撐。,154,,5
upright,adjective,"She sat with grim determination, upright as a darning needle stuck in a board.",她挺直著背，懷著堅定決心而坐，就像插在紙板上的縫衣針。,直立的；正直的,honest; principled,dishonest; unjust,up 表向上，right 表正直，合起來可聯想直立而正直。,154,155,5
uprising,noun,"In the uprising, the serfs fought with bare hands against gunfire.",在起義中，農奴們赤手空拳對抗槍炮。,起義；暴動,rebellion; riot,,up 表向上，rising 表起來，合起來引申為起義、暴動。,155,,5
utility,noun,Our research project has high practical utility.,我們的研究專案有很高的實用價值。,效用；實用,function; usefulness,,util 表使用、效用，-ity 為名詞字尾，因此表示效用、實用。,155,,3
utilize,verb,Scientists have been trying to find more efficient ways of utilizing solar energy.,科學家一直在尋找更有效利用太陽能的方法。,利用；使用,use,,util 表使用，-ize 形成動詞，因此表示利用、使用。,155,,5
utmost,adjective,We were pushed to the utmost limits of endurance.,我們已被逼到忍耐的極限。,最大的；最遠的；極度的,greatest; furthest,,utmost 表最外、最高程度，因此表示最大的、極度的。,155,,4
utter,adjective,That interview was an utter disaster.,那個面試完全是場災難。,完全的；徹底的,complete; absolute,,utter 作形容詞表示完全的、徹底的。,155,,5
vacancy,noun,We have vacancies for computer programmers.,我們有電腦工程師的職缺。,空缺；空房；職缺,void; emptiness,,vacant 表空的，加 -cy 形成名詞，因此表示空缺、職缺。,155,,5
vacuum,noun,The child's death left a vacuum in her life.,她孩子的死使她的生活變得空虛。,真空；空虛,void; vacancy,,vacuum 表真空，也可引申為空虛。,155,,3
valid,adjective,What he said is a valid claim.,他所說的是正當的要求。,有效的；正當的,effective; efficacious,invalid,valid 表有效、站得住腳，因此可表示有效的、正當的。,155,,4
variable,adjective,"His mood is variable this week, so don't annoy him.",他在這週情緒反覆無常，所以不要惹他生氣。,變化的；可變的；易變的,adaptable,invariable,由 vary（變化）加 -able 形成形容詞，表示可變的、易變的。,156,,5
veil,verb,She made no attempt to veil the contempt in her voice at our ignorance.,她的語氣毫不掩飾對我們無知的蔑視。,掩飾；遮蓋,cover; hide,unveil,veil 本義是面紗，作動詞引申為遮蓋、掩飾。,156,,5
vend,verb,The old man vended ice-cream on the street corner.,這個老人家在街角販賣冰淇淋。,出售；販賣,sell; peddle,,vend 與 vendor 同源，表示出售、販賣。,156,,4
vent,verb,A good argument allows you to vent your pent-up emotions.,激烈的爭論可使你發洩被壓抑的情緒。,發洩；出口,,,vent 本義為出口、通氣孔，作動詞可引申為發洩。,156,,4
venue,noun,The venue for the Korean Open was the prestigious Olympic Badminton hall.,韓國公開賽的場地是著名的奧運羽毛球館。,事件發生地；集合地,,,venue 常指比賽、活動、會議舉行的場所。,156,,5
verdict,noun,Members of the jury must now retire to consider their verdict.,陪審團的成員現在必須下去考慮裁決。,裁決；裁定,judgment,,ver 表真實，dict 表說，合起來可聯想「把事實說出來」，因此表示裁決。,156,,5
verge,verb,The boy's reply to his teacher was verging on rudeness.,那個男孩在回答老師時態度近乎粗野。,接近；瀕臨,,,verge 常用 verge on，表示接近、瀕臨某種狀態。,156,,3
verify,verb,The rumours of an attack were later verified.,襲擊的謠傳後來得到證實。,證實；證明,confirm; prove,,ver 表真實，-fy 表使成為，verify 即使之成為真實，表示證實。,156,,5
viable,adjective,He gave sound and viable advice.,他提出了很好並且可行的建議。,能養活的；可行的,,,vi 表生命、活，-able 表能夠，因此 viable 可表示能存活的、可行的。,156,,4
vice,noun,There is still a lot of vice in big cities.,大城市仍存在許多不道德的行為。,罪行；不道德行為,sin; crime,virtue,vice 與 virtue 相對，表示罪惡、不道德行為。,156,,5
viewpoint,noun,Can you get them round to my viewpoint?,你能讓他們轉而支持我的觀點嗎？,觀點；見解,perspective; opinion,,view 表看法，point 表點，合起來表示觀點、見解。,156,157,5
villa,noun,They rented a villa on the Riviera for the summer holidays.,他們為暑假租了一幢位於里維耶拉的別墅。,別墅,manor,,villa 與 village 形似，可聯想鄉間的獨立住宅。,157,,5
virtual,adjective,Our deputy manager is the virtual head of the business.,我們的副理是業務往來的實際負責人。,事實上的；實際上的,practical,,virtual 可表示實質上、事實上，雖非名義但實際如此。,157,,3
virtually,adverb,The city has been virtually paralyzed by the strike.,該城市實際上已因罷工而癱瘓。,實際上；事實上,actually,,由 virtual 加 -ly 形成副詞，因此表示實際上、事實上。,157,,4
visa,noun,He has successfully got a visa for Poland.,他已成功獲得去波蘭的簽證。,簽證,,,visa 指出入國境所需的簽證。,157,,5
vocation,noun,She chose nursing as her vocation.,她選擇護理作為她的職業。,行業；職業,career; occupation,,vocation 與 vacation 形似，vocation 指職業，vacation 指假期。,157,,5
void,adjective,It's not like him to put forward suggestions wholly void of sense.,提出完全沒有常識的建議並不像他會做的事。,沒有的；缺乏的,empty; vacant,full,void of 表缺乏、沒有，因此可表示空的、缺少的。,157,,3
vow,verb,I vow to give all my time and strength to this case.,我發誓要將全部的時間和精力去執行這個案件。,發誓要（做）,swear; promise,,vow 表鄭重承諾、發誓。,157,,3
wade,verb,We can't wade across the river because it is too deep.,這條河太深了，我們無法涉水過去。,涉水而行,cross; paddle,,wade 指在淺水中步行前進。,157,,5
wail,verb,She is still wailing over her misfortune.,她仍在為自己的不幸而悲泣。,哀嘆；悲泣,cry; howl,,wail 可聯想長聲哭喊，表示哀嘆、悲泣。,157,158,4
wallpaper,noun,I like the wallpaper in our bedroom which has a pattern of orchids.,我喜歡我們臥室的壁紙，它有蘭花圖案。,壁紙,,,wall 表牆壁，paper 表紙，合起來就是壁紙。,158,,3
walnut,noun,"Cashew nuts, almonds and walnuts are all nuts.",腰果、杏仁和胡桃都是堅果。,胡桃,,,wal 可聯想 wall，nut 表堅果，walnut 即胡桃。,158,,5
wartime,noun,Britain suffered severe food shortages in wartime.,在戰時，英國食物嚴重短缺。,戰時,peacetime,,war 表戰爭，time 表時間，合起來表示戰時。,158,,5
wary,adjective,They kept a wary eye on the thief.,他們小心注意那個小偷。,小心的；謹防的,alert; cautious,,wary 可與 worry 聯想，因擔心而保持警覺。,158,,5
weakness,noun,Angling for compliments is one of his main weaknesses.,愛聽恭維話是他的一個主要缺點。,軟弱；缺點,flaw; fault,,weak 表弱的，加 -ness 形成名詞，表示軟弱、缺點。,158,,5
well-being,noun,These are matters that bear on the well-being of the community.,這些都是與社區福利有關的問題。,健康；福利,welfare; health,,well 表良好，being 表生存，合起來表示良好生活狀態，即健康、福利。,158,,5
wharf,noun,The wharves were strikebound for a week.,碼頭因罷工而癱瘓了一個星期。,碼頭,pier; dock,,wharf 指船隻停靠裝卸貨物的碼頭。,158,,5
whirl,verb,The gale whirled the dead leaves about.,大風把枯葉吹得四處打轉。,旋轉；打轉,spin; turn,,whirl 表快速旋轉、打轉。,158,,3
wholesale,verb,They would like to wholesale the T-shirts at $5 each.,他們想以每件五元的價格批發出售這些T恤。,批發（貨物）,,retail,whole 表整體，sale 表銷售，合起來表示大量成批出售，即批發。,158,,5
wholly,adverb,I don't wholly agree with you.,我並不完全同意你的意見。,完全地；全部地,entirely,partly,whole 加 -ly 形成副詞，因此表示完全地、全部地。,158,159,5
widow,noun,That poor widow is a very kind-hearted woman.,那個可憐的寡婦是個心地非常善良的人。,寡婦,,,widow 指丈夫去世的女性。,159,,5
winning,adjective,Jimmy anchored the winning team.,Jimmy 擔任獲勝隊伍的最後一棒。,獲勝的；贏的,,,win 加 -ning 形成形容詞，表示獲勝的、贏的。,159,,4
withdrawal,noun,The committee has decided on a withdrawal of financial support for the scheme.,該委員會已決定取消對那項計畫的資助。,撤退；收回；取消,retreat; recede,,with- 可表向後，draw 表拉，withdrawal 即向後拉回，引申為撤退、收回。,159,,5
wither,verb,The frost withered the flowers in the garden.,凍霜使花園裡的花朵枯萎。,枯萎；凋謝,fade; wilt,,wither 表植物失去水分而枯萎，也可比喻衰退。,159,,3
withhold,verb,I withheld my consent to payment until they had fulfilled the contract.,直到他們履行契約之前，我都拒絕同意付款。,拒絕；阻擋,refuse; deny,,with- 表向後，hold 表持有，合起來表示扣住、拒絕給予。,159,,5
withstand,verb,"Ultimately, he couldn't withstand temptation.",他最後還是抵擋不住誘惑。,承受；抵制；抵擋,endure; resist,,with- 表相對，stand 表站立，合起來表示相對站著，引申為承受、抵擋。,159,,5
witty,adjective,Peter's witty remarks caused a storm of laughter.,Peter 詼諧的妙語引起一陣哄堂大笑。,機智的；詼諧的,clever,,wit 表機智、風趣，-y 形成形容詞，因此表示機智的、詼諧的。,159,,4
woodland,noun,He lived all alone in a solitary woodland.,他獨自一人住在一片寂靜的林地。,森林地；林地,forest,,wood 表樹木，land 表土地，合起來表示林地。,159,,3
workforce,noun,The farm workforce is decreasing steadily.,農場的勞動力正在持續減少。,勞動力,manpower,,work 表工作、勞動，force 表力量，合起來表示勞動力。,159,,5
workplace,noun,He mainly performs tasks such as gathering information or running errands outside the workplace.,他主要在工作場所外收集資料或跑腿。,工作場所,office,,work 表工作，place 表地方，合起來表示工作場所。,159,160,5
worship,verb,She worshipped the pop star and refused to listen to his critics.,她崇拜那個流行歌星，拒絕聽任何批評他的話。,崇拜；敬仰,respect; honor,,worship 表對人或神高度尊敬、崇拜。,160,,5
yoga,noun,Yoga is a Hindu discipline aimed at training the consciousness for a state of perfect spiritual insight and tranquility.,瑜伽是一種印度教修練，旨在訓練精神達到完美洞察與平靜狀態。,瑜伽,,,yoga 指源自印度的身心修練。,160,,5
yoke,noun,The slaves dreamed of throwing off the yoke of slavery.,奴隸夢想擺脫被奴役的束縛。,軛；束縛,bond; restraint,,yoke 本義是套在牲畜上的軛，引申為束縛、壓制。,160,,3
yarn,verb,Two good friends stayed up yarning until midnight.,兩個好朋友聊天聊到深夜。,閒聊；漫談,chat; talk,,yarn 作動詞可表示閒聊、漫談。,160,,5
yearn,verb,"You don't really yearn to be in another country. You yearn for something in yourself that you don't have, or haven't been able to find.",你並不是真的渴望到另一個國家；你渴望的是自己尚未擁有或找到的東西。,渴望；想念,desire,,yearn 表強烈渴望、思念。,160,,3
yield,verb,"The child pleaded, but his parents wouldn't yield.",小孩懇求著，但他的父母就是不讓步。,屈服；讓步,succumb; concession,,yield 可表示讓出、屈服、讓步。,160,,4
zeal,noun,Zeal without knowledge is fire without light.,熱情而沒有知識，就如有火卻無光。,熱情；熱忱,enthusiasm; zest,apathy,zeal 表強烈的熱情、熱忱。,160,,5
