word,part_of_speech,example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
distribution,noun,They are satisfied with the distribution of the wealth.,他們對財產的分配很滿意。,分發；分配；分布；分類,classification,,dis 表分散，tribut 表給予，-ion 表行為，合起來為分發、分配。,195,,3
diverge,verb,His account of the accident diverged from the other passerby's.,他對該事故的描述與另一個路人的不相同。,分叉；偏離；背離；相異,deviate; differ,converge; come,diverge from 表示與…分歧、偏離。,195,,5
divert,verb,My attention was diverted by their argument.,他們的爭論轉移了我的注意力。,（使）轉向；轉移；娛樂的,change; turn,,di 表分離，vert 表轉，合起來即轉向、轉移。,195,,4
divine,adjective,They attend divine service every Sunday.,他們每個星期天都去做禮拜。,神的；天賜的；非凡的,godly; godlike,animal; hellish,divine 可表示神聖的、神的，也可引申為非凡的。,195,,4
dominate,verb,He has a strong desire to dominate over others.,他有一種支配他人的強烈欲望。,支配；統治；控制；占優勢,predominate; rule,,dominate 表支配、控制並占優勢。,195,,5
dormancy,noun,This plant alternates an active period with a period of dormancy.,該植物的活動期和休眠期是互相交替的。,休眠狀態,quiescence,,由 dormant「睡著的、休眠的」形成名詞 dormancy，表示休眠狀態。,196,,4
dose,verb; noun,She dosed herself with cough syrup. The doctor told me to take two doses every day.,她照用止咳糖漿。醫生告訴我每天吃兩劑藥。,使服藥；藥量；服用量,dosage; drug,,dose 可作動詞「使服藥」，也可作名詞「一劑、劑量」。,196,,5
download,verb,Please do not download from this web.,請不要從這個網站下載。,下載,,,down 表向下，load 表裝載，合起來就是把資料下載。,196,,5
downturn,noun,Have you noticed there is a downturn in production?,你注意到生產量有下降嗎？,景氣；物價等下降；不振,downswing,,down 表向下，turn 表轉，合起來引申為下降、不景氣。,196,,5
drainage,noun,The drainage system in this city has been aged.,該城市的排水系統已經老化。,排水；排水設備,drain,,drain（排水）加名詞字尾 -age，形成 drainage「排水；排水設備」。,196,,4
drug,verb; noun,He drugged his family and ran away. She fell into a habit of taking harmful drugs.,他對他的家人下了麻醉藥，然後出走了。她養成了服用有害麻醉品的習慣。,用藥麻醉；下藥；藥；毒品,dose; medicine; narcotic,,drug 可作動詞表示下藥，也可作名詞表示藥物或毒品。,196,,5
due,adjective,The debt is due next week.,借款下星期到期。,預期的；應給的；恰當的,proper; rightful,undue,due to 表「由於」，due date 表「到期日」。,196,,5
dumping,noun,They have signed the Anti-dumping Agreement.,他們已經簽署了反傾銷條約。,傾倒；拋下；傾銷,,,dump 表倒、拋，-ing 名詞化後可指傾倒或傾銷。,196,,4
eager,adjective,She is eager to meet her old friends.,她渴望見到老朋友。,熱心的；熱切的；渴望的,avid; great; zealous,aloof; hopeless,eager to do 表「渴望做…」。,197,,4
eclipse,noun; verb,It was reported that there would be a total eclipse of the sun next week. Their happiness was soon eclipsed by the death of their mother.,據報導，下星期有日全蝕。他們的快樂沒多久就被母親的死蒙上一層陰影。,蝕；消失；黯然失色；蝕；遮；使失色,occultation; occult; overshadow,,eclipse 可作名詞表示日／月蝕，也可作動詞表示遮蔽、使失色。,197,,4
eco-friendly,adjective,More and more people prefer to buy eco-friendly products.,越來越多的人更喜歡買不損壞環境的產品。,不損壞生態環境的,,,eco 表環境生態，friendly 表友好的，合起來即對生態環境友好的。,197,,5
economist,noun,The famous economist will come to our college next month.,那個知名經濟學者將於下月來我們學院。,經濟學者；節儉的人,economic expert,,economy 加 -ist 表從事某專業的人，economist 即經濟學家。,197,,5
ecosystem,noun,He said too much fresh water entering the sea might disrupt the sea ecosystem.,他說太多的淡水流入大海，有可能會破壞大海的生態系統。,生態系統,,,eco 表環境生態，system 表系統，合起來就是生態系統。,197,,5
editorial,adjective; noun,The studio expanded its editorial staff. He reads the editorials in the newspaper every day.,這個工作室擴大了它的編輯部。他每天都讀報紙上的社論。,編輯的；編者的；主管的；社論；重要評論,article; column,,editor 加 -ial 可作形容詞；作名詞時 editorial 表社論。,197,,5
edutainment,noun,She loves to watch edutainment.,她喜歡看兼具教育及娛樂雙重功能的電視節目。,兼具教育及娛樂雙重功能的電視節目,,,edutainment 由 education 與 entertainment 組合而成，表示寓教於樂的內容。,197,,3
electrify,verb,The whole country was electrified to hear the news.,聽到這個消息，全國上下都感到很震驚。,使充電；使電氣化；使震驚,agitate; excite,,electr- 表電，-ify 表使成為，除了電氣化外也引申為使震驚、使興奮。,197,198,5
elite,noun,It is a party for the elite of society.,這是社會知名人士的聚會。,精華；精英；優秀分子,,,elite 指社會中被視為最優秀或最有權力的一群人。,198,,4
embargo,verb; noun,They have no right to embargo our ship. The country has put an embargo on oil imports.,他們沒有權利禁止我們的船隻入港。該國對石油進口實行禁運。,禁止船隻出入港口；禁運貨物；封港令；禁運；禁止,trade stoppage,,embargo 可作動詞表示禁運，也可作名詞表示禁運令。,198,,5
embezzlement,noun,He was criticized by the public for embezzlement.,他因挪用公款而受到公眾的責備。,挪用；侵吞；盜用公款,peculation,,embezzle（盜用、挪用）加 -ment 形成名詞，表示挪用公款。,198,,4
emerge,verb,When old difficulties were overcome, new difficulties emerged.,當舊的困難被克服，新的困難又出現了。,浮現；脫出；顯現出來,issue; come out,submerge,e 表向外，merg 表沉入，合起來表示從潛在狀態浮現、出現。,198,,3
employ,verb,They were employed in cleaning the house.,他們忙於打掃房屋。,雇用；忙於；使從事於,use; utilize; apply,dismiss,employ 可表示雇用，也可表示使用或使從事某事。,198,,4
employment,noun,"20,000 people are out of employment this year.",今年有二萬人失業。,雇用；受雇；職業；工作,hiring; usage,,employ 加 -ment 形成名詞，表示雇用、工作或職業。,198,,4
endanger,verb,Drinking too much endangers your health.,飲酒過度有害健康。,危及；使遭到危險,menace; threaten,,en- 表使成為，danger 表危險，endanger 即使陷入危險。,198,,4
endemic,adjective,It is an endemic disease.,這是一種風土病。,地方的；某地特有的,local,exotic; foreign,en 表在內，dem 表人民，-ic 表形容詞，可聯想為某地人民中特有的。,198,,5
energize,verb,She can always energize her friends with her belief.,她常常能以自己的信念激勵朋友。,激勵；使精力充沛,animate; refresh,,energy 加 -ize 形成動詞，表示使充滿活力。,199,,4
enforcement,noun,Who is responsible for the enforcement of the law?,誰該為法律的實施負責？,實施；執行；強制；強迫,obligation,,enforce 表施行、強制，-ment 形成名詞，enforcement 即實施、執行。,199,,5
enrapture,verb,They were enraptured by the view of the broad sea.,大海景色讓他們著迷不已。,使著迷；使狂喜,enchant; enthrall,,en 表使處於某狀態，rapture 表狂喜，合起來即使著迷、使狂喜。,199,,4
enterprise,noun,"We need a spirit of enterprise if we want to succeed.",如果我們要成功，就必須有進取精神。,進取心；企業；公司,endeavor; adventure,,enterprise 可指企業，也可指進取心或冒險事業。,199,,3
entice,verb,They enticed the little boy to steal money.,他們誘惑那個小男孩偷錢。,誘使；慫恿,lure; tempt; attract,,entice 表誘惑、引誘某人做某事。,199,,5
entreat,verb,"He was always accustomed to command, not to entreat others.",他老是習慣於發號施令，而不是懇求他人。,懇求某人；請求；乞求,beg; beseech,,en 表使，treat 表處理，可聯想為以懇求方式對待他人，即懇求、請求。,199,,5
environmental,adjective,The environmental effect of this newly-established factory is disastrous.,這家新建的工廠對環境的影響是災難性的。,環境的；有關環境保護的,surrounding,,environment 加形容詞字尾 -al，表示環境的。,199,,5
environmental management,noun,Responsibility shall be defined in order to facilitate effective environmental management.,為便於環境管理工作有效開展，應當對職責做出明確規定。,環境管理,,,environmental 表環境的，management 表管理，合起來即環境管理。,199,,5
epidemic,adjective; noun,Buying goods on the installment plan has now become an epidemic.,時下用分期付款的購物方法十分流行。,流行性；傳染的；流行病,prevalent; contagious,,epi 表在…人群之上／之中，dem 表人民，-ic 表形容詞，常指流行性或流行病。,199,,4
