word,part_of_speech,example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
fetch,verb,Could you run and fetch a doctor for my son?,你能不能跑去替我兒子請一位醫生來？,拿來；取來；接來,,,fetch 指去取某物或把某人帶來。,203,,5
figure,noun,He has ever been a figure known to everyone.,他曾經是一位人人都知道的人物。,數字；身材；體態；人物,person; individual,,figure 可表示數字、外形，也可指人物。,203,,5
finance,noun; verb,The country's finances have gradually improved. The school is partly financed by a government grant.,這個國家的財政狀況逐漸改善。這所學校部分經費由政府補助。,財政；金融；供給…經費；負擔經費,sponsor; support,,finance 可作名詞指財政，也可作動詞指提供資金。,203,,5
fire,verb,He was fired by his boss on the spot.,他被老闆當場開除了。,解雇；開除,,,fire 在工作語境中可表示解雇。,203,,5
fishery zone,noun,Are there any fishery zones in this area?,這個地方有漁區嗎？,漁區,,,fishery 指漁業或漁場，zone 指區域，合起來即漁區。,203,,5
fleece,verb,Some local hotels are really fleecing the holiday-makers of their money.,本地的一些旅館真的在敲詐度假遊客的錢。,騙取；詐取,cheat; rob; swindle,,fleece 原指剪羊毛，引申為騙取某人的錢。,203,,5
flood,noun; verb,I had a flood of documents yesterday. Letters of complaint flooded in.,我昨天收到一大批文件。投訴信大量湧入。,大批；大量；淹沒；湧入；充斥,overflow; inundate,,flood 可指洪水，也可比喻大量事物湧入。,203,,5
flounder,verb,He floundered through his report.,他結結巴巴地把報告說完了。,掙扎；蹣跚；艱難前進,struggle; stumble,,flounder 常指笨拙地掙扎前進，也可指說話或做事吃力。,203,,4
flu,noun,Shirley was too weak from the flu to work.,雪莉因感染流行性感冒，身體虛弱得不能工作。,流行性感冒,influenza,,flu 是 influenza 的常用簡稱。,203,204,5
foist,verb,They tried to foist unfair provisions into the contract.,他們企圖把不公平的條款強加進合約中。,矇騙；把…強加於,,,foist 常用於 foist ... on/into，表示把不受歡迎的事物強加給別人。,204,,5
force,verb; noun,My boss never forces his ideas upon me. I want to know whether these rules are still in force.,我的老闆從不把他的想法強加給我。我想知道這些規章是否仍然有效。,強迫；迫使；力；權力；效力,compel; drive; power; strength,,force 可作動詞表示強迫，也可作名詞表示力量或效力。,204,,5
foresee,verb,We could have foreseen the problems months ago.,幾個月前我們就能預見到這些問題。,預見；預知,anticipate; envisage,,fore- 表「在前」，see 表看，合起來就是事先看見、預見。,204,,4
former,adjective,Their former process was too costly.,他們以前的製程成本太高。,前面的；以前的；前任的,previous; preceding,later; latter; present,former 指先前的、以前的，常與 latter 相對。,204,,5
forthcoming,adjective,Our company needed money, but none was forthcoming.,我們公司需要資金，但一筆都沒有著落。,即將來臨的；現有的；可得到的,close; coming,,forthcoming 可表示即將到來，也可表示可取得、願意提供的。,204,,4
fossil fuel,noun,Our fossil fuel reserves are infinite.,我們的化石燃料儲量很充足。,化石燃料,,,fossil 表化石，fuel 表燃料，合起來即化石燃料。,204,,5
founder,noun; verb,They are the founders of the club. Their plan foundered for lack of support.,他們是這個俱樂部的創始人。他們的計畫因缺少支援而失敗。,創立者；奠基者；締造者；沉沒；失敗,producer; creator,,founder 可作名詞指創始人，也可作動詞指沉沒或失敗。,204,,5
franchise,noun; verb,He runs his hot dog chain as a franchise operation.,他以特許經營方式經營他的熱狗連鎖店。,特權；經銷權；特許經營；授予特許權,license,,franchise 可作名詞表示特許權，也可作動詞表示授予特許經營權。,204,205,5
free trade,noun,We demanded him to take a stand on free trade.,我們要求他表明對自由貿易的立場。,自由貿易,,,free 表自由，trade 表貿易，合起來即自由貿易。,205,,5
fringe,noun,Your correspondent had only touched upon the fringe of the issue.,你的記者只是觸及了問題的邊緣。,邊緣；邊界,border; edge,,fringe 指事物的外緣，也可比喻較不核心的部分。,205,,4
fugitive,adjective,Don't you think the value of most newspaper writing is only fugitive?,你不覺得大多數報紙文章的價值都只是短暫的嗎？,逃亡的；短暫的；易逝的,fleeting; transient,,fugitive 除了表示逃亡的，也可表示短暫易逝的。,205,,4
furnish,verb,Our company will furnish you with all you need.,我們公司會供應你所需要的一切。,供應；提供,equip; provide; outfit,,furnish A with B 表示提供 A 所需的 B。,205,,5
gain,verb; noun,He has gained working experience in several part-time jobs. Their company has made notable gains in productivity.,他透過幾份兼職工作獲得了工作經驗。他們公司在生產力方面有顯著提升。,獲得；得到；增加；增進,acquire; advance,lose,gain 可作動詞表示獲得，也可作名詞表示增加或收益。,205,,5
gape,verb,She gaped at the strange tall man.,她張口瞪著那個奇怪的高個子男人。,張嘴；瞪眼看,goggle,,gape at 表張大嘴、驚訝地盯著看。,205,,5
garnish,verb,We use parsley to garnish salads.,我們使用荷蘭芹來裝飾沙拉。,裝飾；添加配菜,adorn; decorate,,garnish 常指用食材點綴菜餚，也可泛指裝飾。,205,,5
gene,noun,"In addition to genes, intelligence also depends on a good education and a decent home environment.",除了基因之外，智力也取決於良好的教育和適當的家庭環境。,基因；遺傳因子,,,gene 指攜帶遺傳資訊的基本單位。,205,,5
generate,verb,The medicines generated a good deal of suspicion.,這些藥品引起了不少懷疑。,產生；製造,produce; create,,generate 表「產生、生成、引起」。,206,,4
genetics,noun,Molecular genetics is beyond my scope.,分子遺傳學超出我的範圍。,遺傳學,,,gene 表基因，-ics 表學科，genetics 即遺傳學。,206,,4
germ,noun,Germs are usually invisible to the naked eye.,細菌一般肉眼看不見。,微生物；細菌；病菌,seed; origin,,germ 可指病菌，也可引申為事物的起源、萌芽。,206,,5
global,adjective,The Internet is the effective means for global communication.,網際網路是用於全球通訊的最有效途徑。,全世界的；全球的,world-wide,,globe 表地球，global 即全球的、全世界的。,206,,5
glower,verb,He glowered resentfully at us.,他憤恨地怒視著我們。,怒目而視,stare; scowl; glare,,"glower 表怒視；動詞三態為 glower, glowered, glowered。",206,,5
GNP,noun,The GNP had increased 5 percent last year.,去年的國民生產總值增加了百分之五。,國民生產總值,,,GNP 是 gross national product 的縮寫。,206,,5
gory,adjective,That is a gory battle.,那是一場血腥的戰爭。,沾滿血的；血腥殘酷的,bloody,,gory 的比較級為 gorier，最高級為 goriest。,206,,5
govern,verb,I must not be governed by the opinions of others.,我不要受別人意見的支配。,統治；支配；管理；控制,command; conduct,misgovern,"govern 的動詞三態為 govern, governed, governed。",206,,5
green,adjective,I am still a green hand.,我還是個新手。,綠的；未成熟的；無經驗,ignorant; immature,,green 可引申為缺乏經驗的；比較級 greener，最高級 greenest。,206,,4
grievance,noun,He used the occasion to express all his old grievance against his immediate superior.,他利用那次機會表達了對他的頂頭上司積壓已久的不滿。,不滿；不平；抱怨；牢騷,injustice; complaint,,grievance 指不滿、委屈或抱怨。,206,,5
gross,adjective,"The gross sales of our company last year was about $100,000.",我們公司去年的總銷售額大約為十萬美元。,總的；粗俗的,whole; total; terrible,small; little; tiny,gross 的比較級 grosser，最高級 grossest。,207,,4
grudge,noun,"I always feel he has been harboring a grudge against me, although I don't know why.",我總覺得他一直對我心懷怨恨，儘管我不知道為什麼。,怨恨；惡意,begrudge; dislike,,grudge 指長久懷有的怨恨；名詞複數為 grudges。,207,,5
gullible,adjective,You must have been too gullible to fall for that old trick.,你一定是太容易受騙，才會落入那種老把戲。,易受騙的,deceivable; naive,,gullible 指容易相信別人而受騙。,207,,5
habitat,noun,She prefers to see animals in their natural habitat.,她比較喜歡看生活在自然棲息地的動物。,棲息地；產地,natural home,,habitat 指動植物天然生活的地方。,207,,4
headline,noun,He crashes the headlines again.,他又一次成了新聞的頭條新聞。,大字標題；頭條新聞,heading; title,,headline 指報紙、新聞中的大標題或頭條。,207,,5
hearing,noun,He gave both sides of the argument a fair hearing.,他公正地聽了爭論雙方的申訴。,聽力；聽覺,ear; audition,,hearing 可表示聽覺，也可表示正式聽取意見。,207,,4
hedonistic,adjective,Their philosophy is materialistic and hedonistic.,他們的哲學是唯物的、享樂主義者的。,享樂的；快樂主義者的,,,hedonistic 來自 hedonist（享樂主義者），表示享樂主義的。,207,,5
heritage,noun,I think a novelist must be able to use the cultural heritage of his nation.,我認為小說家應該能善於利用自己國家的文化遺產。,遺產；天性,heredity; birthright,,heritage 指文化、傳統等由前代傳承下來的遺產。,207,208,5
high-tech system,noun,Our high-tech system is gradually improving.,我們的高科技系統正在不斷改善。,高科技系統,,,high-tech 表高科技，system 表系統。,208,,4
hire,verb,They tried to hire an advertising company for help to sell their product.,他們試圖雇用一家廣告公司來推銷他們的產品。,租借；雇用,employ; lease; rent,,"hire 表雇用或租用；動詞三態為 hire, hired, hired。",208,,3
holding company,noun,The big firm is a holding company.,這家大公司是一家控股公司。,控股公司；股權公司,,,holding 表持有股份，company 表公司，合起來即控股公司。,208,,5
homosexual,noun,Don't you find she is a homosexual?,你難道沒發現她是一個同性戀者嗎？,同性戀者,gay,,homo 表相同，sexual 表性別的，合起來引申為同性戀者。,208,,5
hopeless,adjective,Their position is hopeless.,他們的處境毫無希望。,絕望的；不抱希望的,desperate,hopeful,hope 表希望，-less 表沒有，hopeless 即沒有希望的。,208,,4
hormone,noun,His disease was possibly caused by unbalanced hormones.,他的病很可能是由荷爾蒙失衡引起的。,荷爾蒙,,,hormone 音似「荷爾蒙」，指一種激素。,208,,5
hostage,noun,The gunman is holding two children hostage.,持槍歹徒挾持兩個小孩為人質。,人質；抵押品,captive,,hostage 的名詞複數為 hostages。,208,,4
housing complex,noun,Do you like the housing complex there?,你喜歡那邊的住宅區嗎？,住宅區,,,housing 表住宅，complex 表複合建築，合起來即住宅區。,208,,4
humanize,verb,I think acts of courtesy can humanize life in a big city.,我認為禮貌的行動會使大城市裡的生活充滿人情味。,賦予人性；教化；使通人情,civilize,,humanize 表使更有人性、更有人情味。,208,,5
hybrid,noun,"""Cablegram"" is a hybrid.",「Cablegram」是一個混合詞。,混血兒；雜種；混合物,mongrel; crossbreed,,hybrid 可指混種生物，也可指由不同來源組合而成的混合物。,208,209,5
hypocritical,adjective,The man looks ignorant and hypocritical.,那個人看上去很無知，而且虛偽。,偽善的；虛偽的,pretended; insincere,,hypocrite 是偽善者，hypocritical 即偽善的、虛偽的。,209,,4
identification,noun,Can I see your identification?,我能看看你的身分證件嗎？,辨認；鑑定；證明,acknowledgement,,identification 可指身分證明或辨認、鑑定。,209,,5
imbalance,noun,A serious imbalance between our import and export trade causes the current trade deficit.,我們的進出口貿易嚴重失衡導致了當前的貿易赤字。,不平衡；不均衡,instability,,im- 表否定，balance 表平衡，imbalance 即不平衡。,209,,4
imminent,adjective,An announcement of reducing staff in our company is imminent.,我們公司的裁員公告即將宣布。,逼近的；即將發生的,approaching,,imminent 指即將發生、迫近的。,209,,5
impair,verb,Loud noise can easily impair your hearing.,巨大的噪音很容易損害你的聽覺。,損害,damage,,"impair 表損害、削弱；動詞三態為 impair, impaired, impaired。",209,,5
implant,verb,He implanted these ideas in his children's minds.,他把這些想法灌輸到他的孩子心裡。,注入；灌輸,inlay; interject,,im 表向內，plant 表種植，implant 引申為灌輸、植入。,209,,5
impregnable,adjective,Business had long ago entrenched itself into an impregnable position in American life.,商業早已在美國生活中占據了堅不可摧的地位。,攻不破的；征服不了的,resistant; strong,,impregnable 表牢不可破、難以攻克。,209,,5
incite,verb,His words incited the workers to rebellion.,他的話煽動工人們起來造反。,激勵；煽動,stir; urge; rouse,restrain; repress,incite 常用 incite sb. to sth.，表示煽動、激勵。,209,210,4
incorporate,verb,Many of his suggestions have been incorporated in his company's new plan.,他的許多建議已納入公司的新計畫中。,結合；合併；吸收,join; unite,extract,incorporate 指把部分納入整體中，也可表示合併。,210,,5
independently,adverb,We must train ourselves to think independently.,我們必須訓練自己獨立地思考。,獨立地；自立地；無關地,apart; personally,,independently 表獨立地、不依賴他人地。,210,,4
indication,noun,There are some indications that the weather is changing.,一些跡象顯示天氣要變了。,象徵；跡象；指示；表示,signal; token,,indicate 加 -ion 形成 indication，表示跡象、指示。,210,,5
indigent,adjective,They received an indigent return on their investment.,他們的投資獲利微薄。,貧窮的；貧困的,,,indigent 常指貧窮的、缺乏資源的。,210,,4
inertia,noun,I always get a feeling of inertia in hot summer.,在盛夏我總有一種懶洋洋的感覺。,惰性；無活力；遲鈍,indolence; laziness,energy,inertia 可指物理上的慣性，也可指人的懶散、缺乏活力。,210,211,4
infect,verb,Her cheerful spirits and bubbly laughter infected us.,她那快樂的精神和爽朗的笑聲感染了我們。,傳染；感染,contaminate,,infect 除了傳染疾病，也可比喻情緒感染他人。,210,,5
information technology,noun,The development of the information technology is the greatest technological advance of the 20th century.,資訊技術的發展是二十世紀工業技術上最重大進步。,資訊技術,,,information 表資訊，technology 表技術，合起來即資訊技術。,210,,4
infrastructure,noun,Our city offers overseas service for infrastructure.,我們的城市提供基礎設施的海外服務。,公共建設；基礎建設,,,infra 表在下，structure 表建造，infrastructure 即基礎建設。,210,,4
ingredient,noun,There must be a list of ingredients on the side of the packet.,包裝袋上一定會印有成分表。,配料；成分；因素,component; factor,,ingredient 的名詞複數為 ingredients。,210,,5
