word,part_of_speech,example,corrected_example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
blockade,noun,They threatened to impose a blockade on the country if the country didn't sign the agreement.,,他們威脅該國若不在協議上簽字，就會進行封鎖。,封鎖；障礙物；阻礙物,barricade; barrier,,blockade 指封鎖或障礙。,275,,5
blot,noun,That modern building is a blot on the beauty of this ancient town.,,這座現代建築有損這古鎮的美。,污漬；瑕疵；有損整體美之物,spot; stain,,blot 可指污點，也可比喻缺憾。,275,,5
blunder,verb,"The boss told him if he blundered again, he would be fired.",,老闆告訴他，如果他再犯大錯，就會被開除。,犯大錯；慌亂地走,bungle; stagger,,blunder 指犯嚴重錯誤。,275,,3
blunt,verb,You should use your head more; laziness has blunted your senses.,,你應該多動腦筋；懶惰已使你變得遲鈍。,使鈍；使遲鈍；變鈍,benumb; dull,,blunt 作動詞表使變鈍、遲鈍。,275,,5
blur,noun,"In the heavy fog, everything was a blur.",,在濃霧之中，每個東西都很模糊。,模糊；污跡,,,blur 指模糊不清的影像或污跡。,275,,4
bob,verb,He fell in love with the girl who had just bobbed at him.,,他愛上了那個剛向他行屈膝禮的女孩。,使上下或來回快速擺動；行屈膝禮,curtsy,,bob 可指快速上下擺動，也可指行屈膝禮。,276,,5
bog,noun,They forgot their mother's warning and went into the bog to play.,,他們忘記了母親的警告，跑到沼澤地去玩。,沼澤；泥塘,marsh; morass,,bog 指泥濘沼澤地。,276,,3
bogus,adjective,She received some bogus bills.,,她收到一些假鈔。,偽造的；假貨的,fictitious; fake,,bogus 表假的、偽造的。,276,,5
bolster,verb,Her boyfriend's encouragement bolstered up her confidence.,,她男朋友的鼓勵提高了她的自信心。,支撐；支持；鼓勵,brace; support,,bolster up 表支持、增強。,276,,4
bombard,verb,Reporters bombarded the pop singer with questions about her emotional problem.,,記者提出許多有關感情的問題圍攻這個流行歌手。,不斷攻擊；連續提出問題,bomb; pelt,,bombard A with B 表以大量事物連續轟擊 A。,276,,5
bondage,noun,The man who was in bondage to drug died last week.,,那個被毒品奴役的男子於上週去世了。,奴役；束縛,slavery,freedom,bondage 指被束縛、奴役的狀態。,276,,3
booth,noun,The guy who was in the booth on the corner looked a suspicious character.,,那個在街角電話亭裡的人看上去很可疑。,貨攤；公用電話亭；投票站,stall; kiosk,,booth 指小亭、攤位或投票亭。,276,,5
borough,noun,"He owns a shop in Brooklyn, one of the five boroughs of New York City.",,他在布魯克林區擁有一家商店，該區是紐約市的五個行政區之一。,自治市鎮；區；行政區,,,borough 指城市中的行政區。,276,,5
botanical,adjective,"Have you ever been to the botanical garden in this city, which has plants from all over the world?",,你有去過該城的植物園嗎？那裡有來自世界各地的樹木花草。,植物學的；植物的；來自植物的,botanic,,botanical garden 表植物園。,276,,4
botany,noun,"In learning botany, children understand much about nature.",,透過學習植物學，孩子對大自然瞭解許多。,植物學；一個地區的植物,vegetation,,botany 指植物學。,277,,3
bountiful,adjective,The newly reclaimed land is now bringing forth bountiful crops.,,這片新開墾的土地正在豐收。,慷慨的；豐富的,abundant; generous,,bountiful 表豐富、充裕。,277,,5
bout,noun,"Suffering from frequent bouts of depression, the man finally killed himself.",,他因為罹患多發性憂鬱症，最後自殺了。,比賽；發作；一回,turn; round,,bout 可指一回合，也可指疾病的一次發作。,277,,3
bovine,adjective,This cobbler is rather bovine.,,這個補鞋匠真是笨手笨腳。,遲鈍的；牛的,bovid,,bovine 除牛的外，也可形容遲鈍笨拙。,277,,5
bowel,noun,"If you eat too much spicy food, you will have lost bowels tomorrow morning.",,如果你吃太多辛辣食物，你明天早上會拉肚子的。,腸；內部；深處,intestine; gut,,bowel 指腸，也可指內部深處。,277,,5
bracket,verb,Tom Cruise and Brat Pitt were bracketed together for the Oscar Prize.,,湯姆·克魯斯和布萊特·彼得同時被提名奧斯卡獎。,用托架固定；相提並論；同時提名,couple; join,,bracket 可指把人或事物列在一起。,277,,3
braid,noun,This evening dress trimmed with gold braid is very beautiful.,,這條鑲著金色穗帶的晚禮服非常漂亮。,髮辮；辮子；穗帶,plait; tress,,braid 指辮子或編織的飾帶。,277,,4
brassiere,noun,It is said that the brassiere was invented by Otto Titzling.,,據說奧托·提斯林發明了胸罩。,胸罩,,,brassiere 即胸罩。,277,,5
breach,verb,"If you breach the contract, we will sue you.",,如果你違反合約，我們就會控告你。,破壞；違反；侵害,rupture,,breach the contract 表違反合約。,277,278,4
brew,verb,A war seemed to be brewing in this country so people lived in fear.,,這個國家似乎在醞釀一場戰爭，人們都生活在恐懼中。,釀造；釀酒；醞釀,scheme; plot,,brew 可指釀造，也可比喻事情正在醞釀。,278,,5
briefing,noun,"As a soldier, you should act according to your briefing.",,身為一個士兵，你應該按照作戰指示行事。,簡報；作戰指示,,,briefing 指簡報或任務指示。,278,,3
brittle,adjective,He got very angry because he had received a brittle reception there.,,他因在那裡受到冷淡的接待而非常生氣。,易碎的；敏感的；冷淡的,breakable; fragile,,brittle 可指易碎，也可形容冷淡、敏感。,278,,5
broil,verb,Remember this kind of fish should broil for 8 minutes.,,記住這種魚應該烤 8 分鐘。,烤；炙,bake; grill,,broil 指以高熱烤、炙。,278,,4
bronze,noun,The sculpture which was a bronze cast was a valuable asset.,,這個用青銅鑄成的雕塑是個無價之寶。,青銅；青銅色；古銅色,,,bronze 指青銅或古銅色。,278,,4
brooch,noun,The clasp of her brooch was broken so she bought a new one.,,她胸針的鉤子斷了，所以她買了一枚新的。,胸針；領針,broach; breastpin,,brooch 指裝飾用胸針。,278,,4
broth,noun,I like the broth my mother cooks.,,我喜歡我媽媽做的肉湯。,肉湯,meat soup,,broth 指肉湯、清湯。,278,,4
bruise,noun,The bruise on his arm was a scald.,,他手臂上的那塊傷痕是燙傷。,傷痕；青腫；擦傷,contusion,,bruise 指碰撞造成的青腫、傷痕。,278,,5
buckle,verb,The first thing you should do after getting on the plane is to buckle yourself into your seat.,,你上飛機後，第一件應做的事情就是扣緊安全帶。,扣住；扣緊；使彎曲,clasp; bend,loosen,buckle 可指扣緊，也可指彎曲。,278,,5
buffer,verb,Your encouragement has buffered his pain of failure.,,你的鼓勵減輕了他失敗的痛苦。,緩衝；減輕,cushion; soften,,buffer 作動詞表示緩衝、減輕。,278,279,5
bulge,noun,She carried too much stuff in her handbag which caused a bulge.,,她的手提包裝了太多東西，使她的包包鼓起來一塊。,腫脹；凸塊；船腹,hump; swell,,bulge 指鼓起、凸出的一塊。,279,,4
bulk,noun,The bulk of the employees are against this proposal.,,大多數員工反對這項提議。,體積；大部分；巨大的東西,mass; volume,smallness,the bulk of 表大多數、大部分。,279,,5
bulky,adjective,Her bulky figure makes it difficult for her to move!,,她笨重的身軀使她難以移動！,體積大的；龐大的；笨重的,colossal; elephantine,small,bulky 表體積龐大、笨重。,279,,4
bunker,verb,I was bunkered but there was no one to help me.,,我陷入了困境，但是沒有人幫助我。,把球擊入沙坑；使陷入困境,,,bunker 作動詞可比喻使陷入困境。,279,,3
bureaucracy,noun,We all agree that bureaucracy is absolutely bad and it should not exist in a perfect world.,,我們都同意官僚政治是不好的，它不應該存在於一個理想的世界。,官僚；官僚政治；形式主義,bureaucratism,,bureaucracy 指官僚制度或官僚作風。,279,,5
bureaucrat,noun,I suppose your report has been lost by some incompetent bureaucrat.,,我猜你的報告是被某個無能的官僚主義者弄丟了。,官僚；官僚主義者,,,bureaucrat 指官僚或官僚作風的人。,279,,5
bureaucratic,adjective,"If the government cannot get rid of bureaucratic practices, the management cannot screw up.",,如果政府不去除官僚作風，管理部門就不能提高工作效率。,官僚政治的,,,bureaucratic 為 bureaucracy/bureaucrat 的形容詞。,279,,5
bust,verb,"If you really have busted up, why don't you divorce each other?",,如果你們真的已經決裂了，為什麼不離婚呢？,使爆裂；決裂；弄壞,break; rupture,,bust up 可表關係決裂。,279,,5
cache,noun,The policemen have seized a cache of illegal drugs.,,警察查獲一批非法藥物的藏匿處。,貯藏所；隱藏處,hiding place; stash,,cache 指隱藏或貯藏東西的地方。,280,,5
calcium,noun,"Calcium is the most plentiful mineral found in the human body, accounting for about 2% of an adult's total body weight.",,鈣是人體中含量最多的礦物質，約佔成人總體重的 2%。,鈣,,,calcium 是人體重要礦物質。,280,,5
calf,noun,"This book, which is bound in calf, is one of my favorite books.",,這本用小牛皮裝訂的書是我最喜愛的書之一。,小牛；小牛皮；小腿,calfskin,,calf 可指小牛、小牛皮或小腿。,280,,4
caliber,noun,He had a 32-caliber bullet in his hand.,,他手中有一顆三十二口徑的子彈。,口徑；才幹,width,,caliber 可指槍炮口徑，也可比喻能力。,280,,4
calligraphy,noun,"Brush calligraphy, an art unique to Asian cultures, is highly regarded as an art form.",,毛筆書法是亞洲文化獨有的藝術，被高度視為一種藝術形式。,書法；筆跡,penmanship; chirography,,calligraphy 指書法藝術。,280,,5
calumny,noun,No breath of calumny ever attained the personal purity of Savonarola.,,沒有任何誹謗曾玷污薩佛納羅拉個人的清白。,誹謗；中傷,slander,,calumny 指惡意誹謗、中傷。,280,,4
campaigner,noun,It is reported a British peace campaigner has been kidnapped along with three other humanitarian workers in Iraq.,,據報導，一名英國和平運動人士和另外三名人道工作者在伊拉克遭綁架。,老兵；從事社會運動的人,veteran,,campaigner 指投入運動或倡議活動的人。,280,,5
canary,noun,He is a canary. He has betrayed his friends.,,他是個告密者；他背叛了他的朋友。,金絲雀；告密者,snitch,,canary 除金絲雀外，也可俚指告密者。,280,,4
