word,part_of_speech,example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
installation,noun,The installation of the new air-conditioner cost only NT$100.,新冷氣機的安裝只需新台幣一百元。,安裝；就職,application,,由動詞 install（安裝；使就職）加上 -ation 形成名詞，表示「安裝；就職」。,87,,5
installment,noun,Today many young people buy houses by installment.,現在許多年輕人分期付款買房子。,分期付款,partial payment,,字首 in- 可表「不」，stall 有「拖延」之意，-ment 作名詞字尾，可聯想分期付款是不需一次付清的消費方式。,87,,5
instinctive,adjective,It’s instinctive behavior for cats to catch rats.,貓抓老鼠是一種本能的行為。,本能的,inborn; involuntary,,由名詞 instinct（本能；直覺）加上 -ive 形成形容詞，表示「本能的」。,87,,4
insufficient,adjective,His plan was shelved for insufficient support.,由於得不到充分的支持，他的計畫被擱置了。,不足的；不充分的,inadequate,sufficient,字首 in- 表「不、無」，sufficient 意為「足夠的；充分的」，合起來表示「不足的；不充分的」。,87,,5
insure,verb,The house is not insured against fire.,這棟房子沒有保火險。,保險；保證；確保,affirm; assure,,字首 in- 可表「使……」，sure 意為「確信的；有把握的」，合起來表示「保證；確保」，引申為「保險」。,87,,5
intake,noun,What is your daily intake of calories?,你每天攝取的熱量是多少？,吸收；攝取；引入口,input; entry,,字首 in- 表「入」，take 意為「拿取」，合起來有「拿入」的聯想，因此表示「吸收；引入口」。,87,,3
integral,adjective,Buses and undergrounds are integral parts of London life.,公車和地鐵是倫敦生活不可或缺的部分。,構成整體所需的；不可缺的,whole; complete,,字根 integr 表「完整」，-al 是形容詞字尾，合起來表示「完整的」，引申為「構成整體所需的」。,87,,5
integrate,verb,A good leader should integrate with his staff.,好的領導者應與職員打成一片。,使成一體；使完整；使結合,coordinate; unite,,字根 integr 表「完整」，-ate 是動詞字尾，合起來表示「使成整體」，引申為「整合；結合」。,87,,5
integration,noun,The United States is really an integration of multiple races.,美國確實是各民族的集成。,整合；完成；集成,coalition; harmony,,由動詞 integrate（使成一體；使完整；使結合）去掉 -e 加上 -ion 形成名詞，表示「整合；完成；集成」。,87,,5
intellect,noun,The intellect is not interested in business.,那位知識分子對商業不感興趣。,智力；理解力；知識份子,intelligence; perception,ignoramus,字首 intel- 可聯想「在……中間」，字根 lect 表「選擇」，合起來可聯想「在中間挑選的能力」，引申為「智力；理解力」。,87,88,3
intent,adjective,He gazed at their intent faces.,他凝視著他們全神貫注的臉。,熱切的；堅決的；專注的,eager; decisive; attentive,inattentive,可與 intend（想要；打算）聯想記憶；intent 表示熱切、堅決、專注。,88,,4
interaction,noun,Today’s computer games attach importance to interaction with the user.,現今的電腦遊戲重視與使用者的互動。,互相影響；互動,,,由動詞 interact（互相影響；互動）加 -ion 形成名詞，表示「互相影響；互動」。,88,,5
intercourse,noun,"During ordinary social intercourse, it is considered rude to interrupt other people.",在一般社交往來中，打斷他人的話被認為是無禮的。,交際；往來；交流,communication,,字首 inter- 表「在……之間」，字根 cours 表「跑」，可聯想為「在……之間跑」，引申為「交際；往來；交流」。,88,,5
interior,noun,The interior of the house is pretty although the outside is rather ugly.,那間房子即使外部有點醜，但內裝很漂亮。,內部；本質；精神,,exterior,字首 inter- 表「在內」，-ior 在此作名詞字尾，因此表示「內部；本質；精神」。,88,,3
interruption,noun,The fire caused an interruption to communication.,火災造成交通中斷。,中止；間斷；打擾,disturbance; break,,字首 inter- 表「在……中間」，字根 rupt 表「打破」，合起來有「從中間打破」之意，因此表示「中止；間斷」。,88,,5
intervene,verb,That’s their business; nobody should intervene.,那是他們的事，沒人可以干預。,干涉；干預；插進,interfere; involve,,字首 inter- 表「在……之間」，字根 ven 表「來」，合起來表示「進行到中間時過來」，引申為「干涉；打擾」。,88,,4
intervention,noun,They want to avoid armed intervention at all costs.,他們想不惜一切代價避免武裝干涉。,干涉,infringement; interference,,由動詞 intervene（干涉）去掉 -e 加上 -tion 形成名詞，表示「干涉」。,88,,5
intonation,noun,"Even if you pronounce each word clearly, if your intonation patterns are non-standard, your meaning will probably be misunderstood.",即使每個單字都發音清晰，要是聲調不標準，你的意思還是有可能被誤解。,語調；聲調,pronunciation; tone,,由動詞 intonate（賦予特殊聲調）去掉 -e 加上 -ion 形成名詞，表示「語調；聲調」。,88,,5
intuition,noun,Women usually trust what they call intuition.,女人通常相信她們所謂的直覺。,直觀；直覺,insight; instinct,,由動詞 intuit 加上名詞字尾 -tion 形成，表示「直觀；直覺」。,88,89,3
invalid,adjective,"This contact becomes invalid on March 1, 2008.",該契約於二○○八年三月一日失效。,有病的；無效的,ineffective,,字首 in- 表「不、無」，valid 意為「有效的」，合起來表示「無效的」。,89,,5
invaluable,adjective,"Nothing is more invaluable than time, but nothing is less valued.",沒有比時間更寶貴的東西，但也沒有比它更受輕視的東西。,非常貴重的；無價的,precious; worthwhile,valueless,字首 in- 表「不、無」，valuable 意為「有價值的」，合起來有「無價的；極貴重的」之意。,89,,4
invariable,adjective,An invariable temperature is needed for this experiment.,做這個實驗需要恆溫。,不變的；永恆的,consistent; permanent,variable,字首 in- 表「不、無」，variable 意為「變化的」，合起來表示「不變的；永恆的」。,89,,5
invert,verb,The chairs in the classroom were inverted on the table for the cleaning.,由於大掃除，教室裡的椅子被倒置過來放在桌上。,使顛倒；上下倒置,overturn; reverse,,字首 in- 可表「不、反」，字根 vert 表「轉」，合起來可聯想「反轉過來」，表示「使反向；使顛倒」。,89,,4
investigation,noun,The investigation was confronted with some great difficulties from the very beginning.,該項調查一開始就面臨一些很大的困難。,研究；調查,examination; canvass,,由動詞 investigate（調查）去掉 -e 加上 -ion 形成名詞，表示「研究；調查」。,89,,5
investigator,noun,He was a special investigator for the FBI.,他是聯邦調查局的特別調查員。,調查者；審查者,detective,,由動詞 investigate（調查）去掉 -e 加上表示「人」的名詞字尾 -or，形成 investigator，表示「調查者；審查者」。,89,,5
involvement,noun,This school often invites parental involvement.,該校經常邀請家長的涉入。,纏繞；連累；涉入,complexity,,由動詞 involve（牽涉）加上 -ment 形成名詞，表示「纏繞；連累；涉入」。,89,,5
ironic,adjective,Sometimes ironic words sound more heart-rending.,有時反諷的話聽來更傷人。,諷刺的；反諷的；挖苦的,caustic; cynical,,iron 意為「鐵」，-ic 是形容詞字尾，表「有……性質的」，可聯想冷鐵般的話語，引申為「諷刺的；反諷的」。,89,,3
ironically,adverb,"Ironically, his wife was the last one to hear the news.",諷刺地是，他妻子是最後聽到此消息的人。,反諷地；諷刺地,,,由形容詞 ironic（諷刺的；反諷的）加上副詞字尾 -ally 形成副詞，表示「反諷地；諷刺地」。,89,,5
irony,noun,Life is full of ironies.,人生充滿了諷刺。,諷刺；嘲弄,satire; sarcasm,,iron 表「鐵」，-y 在此作名詞字尾，可聯想冷鐵般的話語，引申為「諷刺；嘲弄」。,90,,4
irrelevant,adjective,Your composition is full of irrelevant information.,你的作文裡滿是不相關的資訊。,不恰當的；無關的；不對題的,unconnected; unrelated,,字首 ir- 表「不、無」，relevant 意為「有關的」，合起來表示「無關的；不對題的」。,90,,5
irrigation,noun,Irrigation is of great importance for crops.,灌溉對農作物非常重要。,灌溉,,,字首 ir- 可表「在上」，字根 rig 可聯想「使濕潤」，-tion 作名詞字尾，合起來表示「灌溉」。,90,,5
irritate,verb,His words irritated me a little.,他的話使我有點惱怒。,使惱怒；使煩躁,agitate; provoke,appease,字首 ir- 可表「向」，字根 rit 可聯想「擦」，-ate 作動詞字尾，可聯想「向……摩擦」，引申為「使惱怒」。,90,,3
irritation,noun,One of the irritations of working here is the difficulty of parking near the office.,在這裡工作有一件惱人之事，就是在辦公室附近很難停車。,激怒；刺激物；惱人之事,displeasure,,由動詞 irritate（使惱怒；使煩躁）去掉 -e 加上 -ion 形成名詞，表示「激怒；刺激物；惱人之事」。,90,,4
isolated,adjective,"After the accident, he had become isolated, defensive, and humourless.",意外發生後，他變得孤立、處處設防，也失去幽默感。,孤立的；分離的,lonely; alone,,字首 isol- 可聯想「隔離」，-ate 作動詞字尾，再加 -d 形成形容詞，表示「孤立的」。,90,,3
jingle,verb,Stop jingling the coins in your pocket.,停止在你的口袋裡用銅板發出叮噹聲。,發出叮噹聲,,,可與形近字 jangle（大聲吵架）一起聯想；玩硬幣時常發出 jingle 的叮噹聲。,90,,5
jobless,adjective,Economists showed their anxiety regarding the jobless rate.,經濟學家對失業率表示憂慮。,失業的,unemployed,,job 意為「工作」，-less 是形容詞字尾，表示「無……的」，合起來表示「失業的」。,90,,5
journalism,noun,He wants to make journalism his career as he is good at writing.,因為他擅長寫作，所以他想要把新聞當作職業。,新聞業；新聞學,,,由 journal（日報；期刊；日記）加 -ism 形成名詞，表示「新聞業；新聞學」。,90,,5
joyous,adjective,Imagine the joyous scene when they were reunited with their lost son.,他們與失散的兒子團聚，快樂的情景是可想而知的。,快樂的；高興的,festive; happy,sad,joy 意為「歡樂；高興」，-ous 是形容詞字尾，表示「……的」，合起來表示「快樂的；高興的」。,90,91,4
