word,part_of_speech,example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
manifesto,noun,The manifesto of the party has been translated into different languages.,該黨宣言已被翻譯成不同語言。,宣言；聲明,,,manifest 表「顯然的」，加名詞字尾 -o，合起來表示公開表明立場的「宣言；聲明」。,96,,4
manipulate,verb,He manipulated the voters to try to be elected as the chairman but failed in the end.,他操縱投票人以試圖當選主席，但是最後失敗了。,運用；操縱,conduct; handle,,字首 mani- 表「手」，可聯想用手操作，引申為「操縱；運用」。,96,,5
manuscript,noun,"Though he died in poverty, his manuscript became valuable after his death.",雖然他窮困潦倒而死，但死後他的手稿變得很值錢。,手稿；原稿,composition; document,,字首 manu- 表「手」，script 表「寫」，合起來就是「手寫的稿子」，引申為「手稿；原稿」。,96,,5
maple,noun,Her sixteenth birthday present from him was a maple leaf.,他送給她的十六歲生日禮物是一片楓葉。,楓樹；槭樹,,,maple 與 apple（蘋果）拼寫相近，可聯想在 maple 樹下吃 apple。,96,,5
mar,verb,A scar on his face marred his handsome looks.,他臉上的一道傷疤破壞了英俊的臉。,毀損；破壞；玷污,blemish; damage,heal,可與 scar（傷疤）聯想：scar 會 mar 外貌。,96,97,5
mare,noun,Money makes the mare go.,有錢能使鬼推磨。,引起夢魘的魔鬼,,,可與形近字 mar 聯想；mare 也可用諺語 Money makes the mare go 記憶。,97,,3
marine,adjective,"In our hometown, many people live on marine products.",在我們家鄉，許多人靠海產為生。,海的；海生的,oceanic; maritime,,字根 mar 表「海」，-ine 是形容詞字尾，合起來表示「海的；海生的」。,97,,5
mash,noun,The baby could only take some mash.,這個嬰兒只能吃一些馬鈴薯泥。,馬鈴薯泥,,,可與 marsh（沼澤）聯想：mash 是搗成泥狀的食物。,97,,3
medieval,adjective,Some of his ideas on house decoration tend to be medieval.,他的一些裝潢的觀念傾向守舊。,老式的；守舊的,ancient,modern,字根 medi 表「中間；一半」，可聯想 middle ages（中世紀），引申為「老式的；守舊的」。,97,,4
meditate,verb,She has mediated a trip abroad for this long vacation.,她已經計劃好這次長假的出國旅行。,冥想；沉思；策畫,think; ponder,,字根 medi 表「中間」，-ate 是動詞字尾，可聯想在思考之中，表示「冥想；沉思；策畫」。,97,,5
meditation,noun,Meditation is an important part of yoga.,冥想是瑜伽的一個重要部分。,沉思；冥想,thinking; deliberation,,由動詞 meditate（沉思）去掉 e 加 -ion 形成名詞，表示「沉思；冥想」。,97,,5
melancholy,adjective,Her melancholy mood has influenced all the other students.,她的憂鬱心情影響了其他的學生。,憂鬱的；可悲的,sad; gloomy,pleasant,字首 melan- 表「黑色的」，可聯想心情像黑色般陰鬱，表示「憂鬱的；可悲的」。,97,,4
mellow,verb,His hard experiences mellowed him.,他的艱苦經驗使他更成熟。,使成熟,,,可與 fellow 聯想：經歷挫折後，fellow 變得 mellow（成熟）。,97,,5
menace,noun,His behavior is a menace to society.,他的行為對社會是一種威脅。,威脅；危險,danger; threat,safety,字首 men- 可聯想「威脅」，合起來表示「威脅；危險」。,97,,5
mentality,noun,His childish mentality is his shortcoming.,他幼稚的心態是他的缺點。,心理；腦力；心態,brain; intellect,,mental 表「內心的；思想的；精神的」，-ity 是名詞字尾，合起來表示「心理；腦力；心態」。,97,,3
merchandise,noun,His shop is filled with foreign merchandise.,他的商店擺滿外國的商品。,商品；貨物,commodities; goods,,字根 merch 表「商業；買賣」，-ise 在此作名詞字尾，合起來表示「商品；貨物」。,98,,5
merge,verb,They decided to merge the two small businesses into one larger company.,他們決定將這兩家小企業合併為一家大公司。,合併；結合,amalgamate; combine,,可與 morgue 聯想；merge 表示把不同部分「合併；結合」。,98,,5
merger,noun,The merger of the two corporations is a major turning point.,這兩家公司的合併是一個重要的轉捩點。,合併；歸併,combination; mixture,,由動詞 merge（合併）加 -r 形成名詞，表示「合併；歸併」。,98,,3
midst,noun,They found her in the midst of the crowd.,他們在人群之中找到了她。,中部；中間；中央,centre,,字根 mid 表「中間」，-st 在此作名詞字尾，合起來表示「中部；中間；中央」。,98,,5
migrant,noun,They were appalled by the condition in which the poor old man was living in because he was a migrant.,由於那個窮老人是個流浪漢，他們為他的生活情況感到震驚。,移居者；流浪漢,traveler; nomad,,字根 migr 表「遷移；移住」，-ant 作名詞字尾，表示「移居者；流浪漢」。,98,,5
migrate,verb,Mike is thinking of migrating abroad.,Mike 正在考慮移居國外。,遷移；移居,emigrate,,字根 migr 表「遷移」，-ate 是動詞字尾，合起來表示「遷移；移居」。,98,,4
migration,noun,Some animals move from one place to another during their annual migration.,一些動物在每年的遷徙中，從一個地方移到另一處。,遷移；遷徙,,,由動詞 migrate（遷移；移居）去掉 e 加 -ion 形成名詞，表示「遷移；遷徙」。,98,,5
minimize,verb,They've taken measures to minimize the losses.,他們已採取措施將損失減到最小。,使減到最小；低估,diminish; reduce,maximize,字首 mini- 表「小；少」，-ize 是動詞字尾，合起來表示「使減到最小；低估」。,98,,5
mining,noun,The country depends on the mining industry.,這個國家依賴採礦業。,採礦；礦業,,,由動詞 mine（採礦）去掉 e 加 -ing 形成名詞，表示「採礦；礦業」。,98,,3
mistaken,adjective,"I am sorry, I was mistaken about you.",對不起，我對你有所誤會。,弄錯的；誤解的,,correct; perfect,由動詞 mistake（弄錯；誤解）加 -n 形成形容詞，表示「弄錯的；誤解的」。,98,,5
mixed,adjective,He likes to drink mixed drinks.,他喜歡喝這種混合飲料。,摻雜的；混合的,compound; promiscuous,unmixed,由動詞 mix（混和；混淆）加 -ed 形成形容詞，表示「摻雜的；混合的」。,99,,5
moan,verb,She's always moaning about her husband.,她經常在為她的丈夫而悲嘆。,呻吟；悲嘆,agonize; bawl,,可與 moon（月亮）聯想：浪子在夜晚對著 moon 而 moan。,99,,5
mock,verb,The middle-aged man mocked him as a country boy.,那個中年男子嘲笑他是個鄉巴佬。,嘲笑；嘲弄,ridicule; scoff,,可與 lock（鎖）聯想，幫助記住 mock 表「嘲笑；嘲弄」。,99,,4
mode,noun,Freedom will allow us to choose our own mode of life.,自由意志讓我們選擇自己的生活方式。,方式；樣式,form; way,,可與 mood（心情）聯想：在大草原上放風箏是一種讓 mood 變好的 mode。,99,,3
modify,verb,You should modify your opinion about him.,你應該改變對他的看法。,更改；修改,adapt; change,,字根 mod 表「移動」，-fy 是動詞字尾，引申為「更改；修改」。,99,,5
monarch,noun,The monarch has the prerogative of pardoning criminals in that country.,在該國，君主享有對罪犯的赦免權。,君主；帝王,ruler; sovereign,,字首 mon- 表「單個」，字根 arch 表「統治」，合起來表示「君主；帝王」。,99,,4
monarchy,noun,This country is a monarchy in Southeastern Africa.,這個國家是非洲東南部的一個君主政體。,君主政治；君主政體,kingdom; empire,,字首 mon- 表「單個」，字根 archy 表「統治」，合起來表示「君主政治；君主政體」。,99,,3
moody,adjective,She is sometimes moody and unpredictable.,她有時候喜怒無常又捉摸不定。,心情不穩的；喜怒無常的,gloomy; depressed,,mood 表「心情；情緒」，-y 是形容詞字尾，合起來表示「心情不穩的；喜怒無常的」。,99,,5
moor,noun,They used to go for a walk on the moor.,他們過去常常到荒野上散步。,荒野,,,可與 moon（月亮）聯想：荒野 moor 上的 moon 光很美。,99,,5
morality,noun,One sometimes wonders if there's any morality in political affairs.,有時人們懷疑政治事務中是否有道德可言。,道德；品行,virtue; morals,,moral 表「道德上的」，-ity 是名詞字尾，合起來表示「道德；品行」。,99,100,5
mortal,adjective,Man is mortal.,人是會死的。,會死的；致命的,deadly; fatal,immortal,字根 mort 表「死」，-al 是形容詞字尾，合起來表示「會死的；致命的」。,100,,3
motive,noun,My sole motive was to make you happy.,我唯一的目的就是讓你幸福。,動機；主旨；目的,reason; cause,,字根 mot 表「移動」，-ive 在此作名詞字尾，引申為「動機；主旨；目的」。,100,,5
motorist,noun,The old man invoked the help of a passing motorist.,那名老人懇求一位過路的司機給予幫助。,開車的人；司機,driver,,motor 表「汽車」，-ist 是名詞字尾，表示人，合起來表示「開車的人；司機」。,100,,5
motorway,noun,His father told him not to whiz along the motorway.,他的父親告訴他不要在高速公路上飛速行駛。,高速公路,,,motor 表「汽車」，way 表「道路」，合起來表示「高速公路」。,100,,4
motto,noun,"""Never say die"" is my motto.",「永不氣餒」是我的座右銘。,座右銘；格言,saying; adage,,可與 lotto 聯想；motto 表「座右銘；格言」。,100,,3
mound,noun,There's a mound of business letters on my desk for me to deal with.,我的辦公桌上有一大堆要我處理的商務信函。,一堆；一團,pile; hillock,,可與 mount（山；丘）聯想：mound 像一座小土丘。,100,,5
mourn,verb,The old woman still mourns her son.,這位老太太還在為她兒子的死哀痛。,哀痛；哀悼,lament; grieve,,可與 morn（早晨）聯想：每天早晨仍為逝者 mourn。,100,,5
mournful,adjective,Don't take a mournful view of human affairs.,不要對世事抱著悲觀的態度。,悲觀的；使人沮喪的,sad; depressed,,由 mourn（哀痛；哀悼）加 -ful 形成形容詞，表示「悲觀的；使人沮喪的」。,100,,5
moving,adjective,Suddenly a rapidly moving cold front hit us.,突然間，一陣迅速移動的冷鋒侵襲我們。,移動的；行進的,progressive,,由 move（移動；推動）加 -ing 形成形容詞，表示「移動的；行進的」。,100,,5
mule,noun,A mule is a hybrid of a male donkey and a female horse.,騾子是公驢和母馬交配而生的雜種。,騾,,,可與 muse（沉思；冥想）聯想，幫助記住 mule 這個字。,100,,3
