word,part_of_speech,example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
emigrant,noun,She is an Italian emigrant to England.,她是移居英國的義大利人。,移民；移出者,expatriate,immigrant,e- 表「出」，migr 表「移動」，-ant 表示人，合起來表示移出來的人。,63,,4
emigrate,verb,They emigrated from Canada to America in order to find better jobs.,為了找到更好的工作，他們從加拿大移居到美國。,移居外國；移民,migrate,immigrate,e- 表「出」，migr 表「移動」，-ate 為動詞字尾，因此表示移居、移居國外。,63,,5
emigration,noun,There were several waves of emigration from that country.,該國曾有好幾波移民浪潮。,移民出境；移民,expatriation; migration,immigration,emigrate（移居外國、移民）去 e 加 -ion 形成名詞 emigration，表示移民出境、移民。,63,,3
emission,noun,There is something wrong with the emission-control device of his car.,他的汽車廢氣排放控制裝置出了問題。,排放；射出物；發行,emanation; discharge,,emit（射出、發出）去 t 加 -ssion 形成名詞 emission，表示排放、射出物、發行。,63,,5
emit,verb,She emitted a shriek as the dark figure approached.,當黑影向她逼近時，她發出一聲尖叫。,放射；發出；發表,emanate; discharge,,e- 表「出」，mit 表「送、放出」，合起來表示放射、發出。,63,,5
enclosure,noun,She received a letter with 2 enclosures.,她收到一封有兩個附件的信。,圍地；圍牆；附件,precincts; attachment,,enclose（圍住、圈起）去 e 加 -ure 形成名詞 enclosure，表示圍地、圍牆、附件。,63,,4
encouraging,adjective,The coach's encouraging smile revived the player's spirits.,教練鼓勵的微笑使球員恢復精神。,鼓勵的；振奮的,heartening,discouraging,encourage（鼓勵）加 -ing 形成形容詞 encouraging，表示鼓勵的、振奮的。,64,,
endeavor,verb,"No matter how much she endeavored, the goal remained unattained.",不論她多麼努力，目標仍未達成。,努力；力圖,strive; attempt,,endeavor 表示努力去做、力圖達成某事。,64,,
endless,adjective,Would you please stop your endless talking? I am reading.,可以請你停止沒完沒了地說話嗎？我正在看書。,永久的；無休止的,perpetual; interminable,finite,end（結束）加 -less（沒有），表示沒有結束的，因此有永久的、無休止的之意。,64,,
endow,verb,The man endowed his alma mater with a large sum of money.,那個人捐了一大筆錢給母校。,捐贈；捐助；賦予,contribute; donate,,en- 可表「使進入」，dow 可聯想 donate，表示捐贈、捐助，也可指賦予才能或資源。,64,,
endowment,noun,He has natural endowments in painting.,他在繪畫方面很有天賦。,捐贈；才能；天賦,contribution; gift; talent,,endow（捐贈、賦予）加 -ment 形成名詞 endowment，表示捐贈、天賦。,64,,
enforcement,noun,The speaker said more work must be done to bridge the gap between central policies and local enforcement.,發言人說還必須做更多工作，以縮小中央政策與地方執行之間的差距。,實施；執行；強制,implementation,,enforce（強迫、執行）加 -ment 形成名詞 enforcement，表示實施、執行、強制。,64,,
engaged,adjective,They are engaged in compiling a dictionary.,他們正忙於編纂一本辭典。,忙於……的；已訂婚的,occupied; engrossed,disengaged,engage（使忙於、訂婚）加 -d 形成形容詞 engaged，表示忙於某事或已訂婚的。,64,,
engagement,noun,I dislike those who often break their engagements.,我不喜歡那些經常失約的人。,約會；約定；訂婚,agreement; betrothal,disengagement,engage（預訂、訂婚）加 -ment 形成名詞 engagement，表示約會、約定、訂婚。,64,,
enlighten,verb,The teacher enlightened the students with wisdom.,老師用他的智慧啟發學生。,啟發；啟迪；教育,illuminate; inspire,,en- 表「使……」，lighten 表「使變亮」，可聯想使思想變亮，因此表示啟發、啟迪、教育。,64,,
enrich,verb,You can enrich your cultural life by going to concerts.,你可以藉由聽音樂會來豐富文化生活。,使富裕；使豐富,enhance; improve,deteriorate,en- 表「使」，rich 表「富有」，合起來表示使富裕、使豐富。,64,65,
enthusiast,noun,"Those film enthusiasts want to direct a movie, if they have enough money.",那些電影熱衷者若有足夠的錢，想要執導電影。,熱衷者；熱心者,fanatic,,enthusiasm（熱忱、熱情）去 -m 加 -st，表示熱衷某事的人。,65,,
environmentalist,noun,This environmentalist is a vegetarian.,這個環保人士是素食主義者。,環保人士,conservationist; ecologist,,environmental（環境的）加表示人的 -ist，形成 environmentalist。,65,,
equator,noun,Are countries near the equator hot all year around?,赤道附近的國家全年都很熱嗎？,赤道,,,equ- 表「均等」，-ator 為名詞字尾，可聯想把地球均分成兩半的圓圈。,65,,
equity,noun,The community is dedicated to advancing new policies to achieve social equity.,該社區致力於提出新政策以達到經濟社會公平。,公平；公正,fairness; justice,unfairness,equ- 表「相等、平均」，-ity 形成名詞，表示公平、公正。,65,,
erode,verb,The wind and rain is eroding the hillside.,風吹雨淋正在侵蝕山坡。,腐蝕；侵蝕；削弱,corrode; abrade,enhance,e- 表「出」，rod 可聯想咬蝕，表示逐漸侵蝕、削弱。,65,,
erosion,noun,More trees should be planted to prevent soil erosion.,應該種植更多樹木以防止土壤侵蝕。,侵蝕；腐蝕,corrosion,,erode（腐蝕、侵蝕）去 de 加 -sion 形成名詞 erosion。,65,,
erupt,verb,The economy remained stagnant as strikes erupted all over the country.,該國因為罷工四起，所以經濟停滯不前。,噴發；爆發,jet; explode,,e- 表「出」，rupt 表「斷裂」，合起來有爆發、噴發之意。,65,,
eruption,noun,The eruption of the volcano was quite a site to behold.,那座火山的爆發值得一看。,爆發,outbreak; blast,,erupt（噴發、爆發）加 -ion 形成名詞 eruption。,65,,
essence,noun,The essence of her argument is the younger generation will make the future.,她論點的核心是年輕世代創造未來。,本質；精華；核心,core; marrow,,essence 表「本質、精華」，可聯想 essential（重要的、核心的）。,65,,
established,adjective,He must have killed someone before because he was never established.,他以前一定殺過人，因為他從未安定下來。,已建立的；已有地位的,accomplished,,establish（建立）加 -ed 形成形容詞 established。,66,,
establishment,noun,The establishment of that factory took 3 years.,那家工廠花了三年時間才建立。,建立；設立的機構,foundation,destruction,establish（建立）加 -ment 形成名詞 establishment。,66,,
esteem,verb,She esteemed that she knew what she really wanted.,她認為她知道自己真正要什麼。,尊敬；認為；評估,respect; think; evaluate,,esteem 可聯想「重視」，因此可表示尊敬、認為或評估。,66,,
eternal,adjective,No one can bear your eternal complaining.,沒有人受得了你永無休止的抱怨。,永久的；不朽的；無休止的,everlasting; perpetual,momentary,eternal 表「永恆」，與 eternity 一起記憶。,66,,
eternity,noun,It seemed an eternity before the ambulance arrived.,救護車到達前的時間似乎無窮無盡。,永遠；永恆；無窮,infinity; timelessness,,eternal（永恆的）轉為名詞 eternity。,66,,
ethical,adjective,It is not considered ethical for doctors to accept gifts from patients.,一般認為醫生收受病人的禮物並不合乎倫理。,倫理的；道德的,moral; virtuous,unethical,ethic（倫理）加 -al 形成形容詞 ethical。,66,,
ethics,noun,The ethics of his profession do not permit him to have a love affair with his patient.,他的職業道德不允許他和病人談戀愛。,倫理學；職業道德,morality; principles,,ethic 表倫理，加 -s 常表示一套倫理原則。,66,,
ethnic,adjective,It is difficult to bring people of different ethnic groups into equal association.,使不同種族的人處於平等關係很難。,種族的；人種的,national; racial,,ethn- 表民族、人種，-ic 形成形容詞 ethnic。,66,,
evaluation,noun,"The evaluation is unjust, so we cannot accept it.",這件評估是不公平的，所以我們不能接受。,估價；評價；估算,appraisal; valuation,,evaluate（估價、評價）去 e 加 -ion 形成名詞 evaluation。,66,,
evergreen,adjective,These evergreen tunes always bring back memories of my childhood.,這些常綠、不衰的曲調總讓我想起童年回憶。,常綠的；經久不衰的,,,ever（永遠）＋ green（綠），表示常綠、歷久不衰。,66,,
evidently,adverb,She is evidently not well and we should send her to hospital as quickly as possible.,她明顯不舒服，我們應儘快把她送到醫院。,明顯地；顯然地,obviously; manifestly,invisibly,evident（明顯的）加 -ly 形成副詞 evidently。,67,,
exaggeration,noun,I can say without exaggeration that no one dislikes her.,我可以毫不誇張地說每個人都喜歡她。,誇張；誇大,overstatement; magnification,,exaggerate（誇張）去 e 加 -ion 形成名詞 exaggeration。,67,,
examinee,noun,Examinees that failed would have another test.,不及格的應試者將有另一場測驗。,應試者；受檢查者,,examiner,examine（檢查、測驗）加表示人的 -ee，表示接受考試或檢查的人。,67,,
exceed,verb,The number admitted must not exceed 150.,准許進入的數目不得超過一百五十。,超過；勝過；超出,transcend; surpass,,ex- 表「出」，ceed 表「走」，可聯想走出界線而表示超過。,67,,
excerpt,noun,"Having read excerpts from the book, he decided to buy it.",讀了書中的幾段摘錄後，他決定買這本書。,摘錄；引用；節錄,extract,,ex- 表「出」，cerpt 可聯想取出，表示從文章中摘錄。,67,,
excess,noun,To get rid of his excess weight he goes to the gym every day.,為了減掉多餘的脂肪，他每天都去健身房。,過量的；額外的；剩餘的,extra; redundant,insufficient,ex- 表「出」，cess 表「走」，可聯想超出所需而成為過量、額外。,67,,
exclude,verb,The police excluded the possibility that he killed himself.,警方排除了他自殺的可能性。,排除在外；排斥；逐出,except,include,ex- 表「向外」，clud 表「關」，可聯想把人關在外面而排除。,67,,
exclusion,noun,His exclusion from the match made him very angry.,被排除在比賽之外讓他很氣憤。,排斥；排除在外,ejection; expulsion,inclusion,exclude 去 de 加 -sion 形成名詞 exclusion。,67,,
exclusive,adjective,Our company has exclusive rights for the sale of Ferrari cars in this country.,我們公司在這個國家有法拉利汽車的獨家銷售權。,排外的；唯一的；獨佔的,discriminating; sole,,exclude 去 de 加 -sive 形成形容詞 exclusive。,67,,
execute,verb,They had difficulty in executing the boss's order.,他們在執行老闆的命令時有困難。,實施；履行；處決,complete; perform,,ex- 表「向外」，secut 可聯想跟隨，表示把命令付諸執行。,68,,
execution,noun,He was dismissed because he always delayed in the execution of his duties.,他總是拖延履行責任，所以被解雇了。,實行；履行；處死刑,completion; performance,,execute 去 e 加 -ion 形成名詞 execution。,68,,
exile,verb,He was exiled to a desolate island.,他被流放到一座荒蕪的小島。,流放；放逐,expatriate; deport,,ex- 表「外、出」，-ile 作動詞字尾，可聯想使人到外地而流放。,68,,
existing,adjective,I find the existing situation very worrying.,我覺得現在的形勢令人擔憂。,現存的；現行的,existent; contemporary,,exist（存在）加 -ing 形成形容詞 existing。,68,,
expel,verb,The foreigner was expelled from the country for being involved in a criminal case.,此外國人因與一起犯罪事件有關，所以被驅逐出境。,驅逐；排出；開除,eject,enroll,ex- 表「外、出」，pel 表「推」，表示向外推而驅逐。,68,,
expend,verb,He expended large sums of money in decorating his house.,他花費大筆金錢裝修房子。,消費；用光；耗盡,consume; spend,,ex- 表「向外」，pend 表「支付」，合起來表示花費、耗盡。,68,,
expenditure,noun,Learning a foreign language requires the expenditure of time and effort.,學習一種外語需要付出時間和精力。,消費；用光；付出,consumption; depletion,,expend 加 -iture 形成名詞 expenditure。,68,,
expire,verb,She lay in the bed expiring with laughter.,她躺在床上，笑得要死。,期滿；呼氣；死亡,end; exhale; die,begin,ex- 表「出」，spir 表「呼吸」，可聯想把氣呼出；引申為死亡或期滿。,68,,
exploration,noun,The way to solve this problem is still under exploration.,該問題的解決方法仍在研究中。,探索；調查；研究,reconnaissance; study,,explore（探索）去 e 加 -ation 形成名詞 exploration。,68,,
exposition,noun,The agricultural exposition will be held in October.,農業博覽會將在十月舉行。,解說；展覽會；說明文,description; exhibition,,ex- 表「出」，pos 表「放置」，-tion 形成名詞，可聯想把東西展示出來。,68,69,
expressive,adjective,He gave me an expressive shrug after I failed in the competition.,我輸掉比賽後，他富有意味地聳聳肩。,表情豐富的；意味深遠的,meaningful; vivid,expressionless,express（表達、表現）加 -ive 形成形容詞 expressive。,69,,
exterior,noun,"The man managed to maintain a calm exterior, though he was very angry.",該男子儘管很生氣，但仍保持表面的平靜。,外部；表面；外表,external,interior,exter- 表「外部的」，-ior 形成名詞 exterior。,69,,
external,adjective,His work has external brilliance but no substance.,他的作品表面上才華橫溢，實際上空洞無物。,表面上的；外用的,extraneous; outside,internal,extern 表「外面」，-al 形成形容詞 external。,69,,
extinguish,verb,The fire was extinguished before the firemen arrived.,在消防隊員到達前，火已經被熄滅了。,熄滅；使破滅；使消失,quench; vanish,,ex- 表「向外」，stingu 可聯想滅絕，表示熄滅、使消失。,69,,
extremist,noun,The extremists have formed an organization in order to overturn the regime.,極端主義者成立了一個組織以推翻該政權。,極端主義者,,,extreme（極端的）加表示人的 -ist，形成 extremist。,69,,
eyelid,noun,She must have cried bitterly; her eyelids are swollen.,她一定哭得很傷心，因為她的眼皮都腫了。,眼皮；眼瞼,lid,,eye（眼睛）＋ lid（蓋子），表示眼皮、眼瞼。,69,,
fabulous,adjective,How much do you know about this fabulous figure?,關於這個傳奇人物，你知道多少？,驚人的；極好的；傳奇的,amazing; marvelous; fabled,,fable（寓言、傳說）去 e 加 -ulous 形成形容詞 fabulous。,69,,
faithfully,adverb,She swore an oath to serve the family faithfully.,她發誓要忠實地為這個家族服務。,忠實地；準確地,truthfully,unfaithfully,faith（忠誠、信念）加 -fully 形成副詞 faithfully。,69,,
falter,verb,He faltered for a while and decided to accept the job.,他猶豫了一會兒，決定接受這份工作。,蹣跚；猶豫,stumble; hesitate,,falter 表猶豫、步伐不穩，可聯想「腳步遲疑」。,69,70,
familiarity,noun,"Familiarity sometimes causes people to take each other for granted.",熟悉有時會使人們把彼此視為理所當然。,熟悉；親密,acquaintance,,familiar（熟悉的）加 -ity 形成名詞 familiarity。,70,,
famine,noun,Even this man who used to remain unmoved by the reports of the famine donated some money.,甚至這個過去對飢荒報導無動於衷的人也捐了一些錢。,飢荒；缺乏,death; starvation,plenty,famine 表嚴重缺乏糧食，也可引申為匱乏。,70,,
farming,noun,"Farming isn't his sole livelihood; also he is an amateur writer.",農業並不是他唯一的生計；他還是一名業餘作家。,農業；農場經營,agriculture; husbandry,,farm（耕作）加 -ing 形成名詞 farming。,70,,
fascination,noun,"At the sight of the movie actor, she was filled with fascination.",一看到那位電影演員，她完全被吸引住。,魅力；迷戀；魔力,attraction; enchantment,,fascinate（迷住、吸引）去 e 加 -ion 形成名詞 fascination。,70,,
fascist,noun,The military suspected the teacher was a closet fascist.,軍方懷疑那位老師是祕密的法西斯主義者。,法西斯主義者,,,fascism（法西斯主義）去 -ism 加 -ist 表示信奉者。,70,,
fatty,adjective,This short fatty man is his landlord.,這個矮胖的男人是他的房東。,肥胖的；脂肪的；油膩的,fat; thin,,fat 加 -ty 形成形容詞 fatty，表示肥胖或含脂肪的。,70,,
feat,noun,Anyone who does a marvelous feat will be promoted.,任何有非凡業績的人都會被晉升。,功績；業績,achievement,,feat 可聯想 defeat（擊敗），一起記憶「完成非凡功績」。,70,,
federation,noun,To revolt against their fascist ruler, they formed a federation.,為了反抗法西斯統治者，他們組成了聯邦。,聯邦；聯合；聯盟,league; coalition,,federate（結成同盟）去 e 加 -ion 形成名詞 federation。,70,,
feeble,adjective,A feeble cry coming from the kitchen woke her up.,廚房傳來微弱的哭聲把她吵醒了。,微弱的；虛弱的；軟弱的,infirm; weak,powerful; strong,feeble 表無力、微弱，與 weak 一起記憶。,70,,
