word,part_of_speech,example,corrected_example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
dodge,verb,"She threw a bottle at her husband, but luckily he dodged.",,她朝她的丈夫扔瓶子，幸好她丈夫躲開了。,閃開；躲避；迴避,avoid; elude,,dodge 指迅速躲開。,306,,4
domain,noun,"I can't answer you, the question falls a little outside my domain.",,該問題有點超出我的知識範圍，所以我無法回答你。,領土；地產；範圍,area; property,,domain 可指領域、範圍。,307,,5
dome,noun,They called for donations to repair the dome of the church.,,他們發起募款以整修教堂的圓屋頂。,圓屋頂；圓蓋；半球形物,cupola,,dome 指圓頂。,307,,4
dosage,noun,The dosage of this drug for a child of 8 is very small.,,對8歲的孩子而言，這種藥的劑量是很少的。,劑量；服用方法,,,dosage 指藥物劑量。,307,,3
dough,noun,To make dough looks simple but in fact it is not that easy.,"Making dough looks simple, but in fact it is not that easy.",做生麵糰看似容易，但實際上並非如此。,生麵糰；似生麵糰的東西,,,dough 指生麵糰。,307,,5
drape,verb,She took off her coat and draped it over the back of the chair.,,她脫掉大衣，順手把它覆掛在椅背上。,覆蓋；垂掛；裝飾,cover; hang,,drape over 表披覆、垂掛。,307,,5
dreary,adjective,"Tired of the man's dreary speech, some people stood up and walked out of the hall.",,一些人厭倦了這個人枯燥的演說，起身離開了大廳。,沉悶的；令人沮喪的；枯燥的,blue; dark,amusing,dreary 指沉悶、枯燥。,307,,3
drizzle,verb,The weather report said it would drizzle tomorrow.,,天氣預報說明天會下毛毛雨。,下毛毛雨,rain; sprinkle,pour,drizzle 指下毛毛雨。,307,,5
dub,verb,His friends dubbed him Pole because he was too thin.,,他太瘦了，所以他的朋友給他取綽號叫做「電線桿」。,授予稱號；給……取綽號；配音,call; title,,dub 指給某人取稱號。,307,,3
dubious,adjective,"Dubious about his sincerity, I decided not to ask him for help.",,我對他的真誠感到懷疑，所以決定不請他幫忙。,懷疑的；猶豫的；可疑的,doubtful,reliable,dubious 指懷疑、不確定。,307,,4
