word,part_of_speech,example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
nationwide,adjective,The new mobile phone is being launched with a nationwide sales campaign.,這款新手機正展開全國性的銷售活動。,全國範圍的；全國性的,countrywide,,nation 表「國家」，wide 表「廣泛的」，合起來表示「全國範圍的；全國性的」。,102,,5
navigate,verb,The ship navigated from Liverpool to New York in five weeks.,這艘船從利物浦到紐約航行了五個星期。,航行；領航,sail; cruise,,字首 nav- 表「船」，字根 ig 表「使……」，合起來有「使船」之意，引申為「航行；領航」。,102,,4
navigation,noun,The ship went under on its first navigation.,那條船在首次航行時就沉沒了。,航行；航海,,,由動詞 navigate（航行；領航）去掉 e 加上 -ion 形成名詞，表示「航行；航海」。,102,,5
nearsighted,adjective,He was too nearsighted to focus on the object.,他由於近視過深而無法對焦於物體。,近視的；淺見的,,farsighted,near 表「近的」，sight 表「視力」，-ed 是形容詞字尾，合起來表示「近視的；淺見的」。,102,,3
necktie,noun,Their boss demanded that they should wear neckties in the company.,他們的老闆要求他們在公司裡必須打領帶。,領帶；領結,,,neck 表「脖子；頸」，tie 表「帶；結」，合起來是「掛在脖子上的帶子」，因此表示「領帶；領結」。,102,,5
negotiator,noun,He is a tough negotiator who has a number of cards up his sleeve.,他是一個難以對付的談判者，他有很多談判計謀。,談判者；交涉者,,,由動詞 negotiate（商議；談判；交涉）去掉 e 加上表「……人」的名詞字尾 -or，表示「談判者；交涉者」。,102,,5
neighboring,adjective,These records have shown that our products enjoy a ready sale on your neighboring market.,這些紀錄顯示我們的產品在你們鄰近的市場中銷路很好。,鄰近的；鄰接的,adjacent; adjoining,,由動詞 neighbor（鄰接）加上 -ing 形成形容詞，表示「鄰近的；鄰接的」。,103,,5
neutral,adjective,We will continue to maintain a neutral attitude towards both sides.,我們將繼續對雙方保持中立的態度。,中立的；中性的,impartial,,字首 ne- 表「不」，utr 可視為 utter（說），聯想「無論如何威脅利誘，他就是『不說』別人的秘密」，立場相當「中立」。,103,,5
newly,adverb,The newly published English novel sold like hot cakes.,那本最近出版的英國小說是市場上的暢銷貨。,最近地；以新方式,,,new 表「新的」，-ly 是副詞字尾，合起來表示「最近地；以新方式」。,103,,4
newscast,noun,I don’t like having the sorrowful state of the world shoved at me in every newscast.,我討厭每則新聞廣播都把這個世界悲慘局勢強塞給我。,新聞廣播,,,news 表「新聞」，cast 可看作 broadcast（廣播），合起來表示「新聞廣播」。,103,,5
nightclub,noun,She had put behind her memory of the young girl who earned her living by singing in a nightclub.,她不再回憶年輕時在夜總會唱歌謀生的那段時光。,夜總會,,,night 表「夜晚」，club 表「俱樂部」，合起來表示「夜總會」。,103,,3
nightingale,noun,"A long, long time ago, the nightingale was selected as the highest example of a perfect singer.",在很久以前，夜鶯被列為完美歌手的最高典範。,夜鶯,,,night 表「夜晚」，字根 gale 表「唱」，聯想成「在夜裡唱歌的鳥兒」，因此表示「夜鶯」。,103,,5
nil,noun,"Finally, our football team won the game two goals to nil.",最後，我們的足球隊以二比零獲勝。,無；零,nothing; zero,,可與形似字 Nile（尼羅河）聯想：不吃不喝在 Nile 中過七日的存活率是 nil。,103,,5
nominal,adjective,The chairman is only the nominal ruler of the company because the real work is done by somebody else.,董事長只是公司名義上的統治者，因為實際工作是由別人來做。,名義上的；有名無實的,,,字根 nomin 表「名稱」，字尾 -al 表「……的」，合起來表示「名稱上的」，引申為「名義上的；有名無實的」。,103,,5
nominate,verb,The President nominated him Ambassador to China.,總統提名他擔任駐華大使。,提名；指定；任命,designate; appoint,,字根 nomin 表「名稱」，-ate 作動詞字尾，合起來有「使有名稱」的聯想，引申為「提名；指定；任命」。,103,,4
nomination,noun,The board has approved his nomination as chief executive.,董事會已經批准了他擔任行政總裁的任命。,提名；任命,appointment; designation,,由動詞 nominate（提名；指定；任命）去掉 e 加上 -ion 形成名詞，表示「提名；任命」。,103,,4
nominee,noun,"In my estimation, he is the best nominee.",我認為他是最佳被提名者。,被提名人,candidate,,由動詞 nominate（提名；指定；任命）去掉 -ate 加上表「人」的名詞字尾 -ee，表示「被提名人」。,104,,3
non-violent,adjective,Martin Luther King made a lot of adversaries in his non-violent quest for equality.,馬丁路德在以非暴力手段尋求平等的過程中樹立許多敵人。,非暴力的,unbloody,,non- 表「不」，violent 意為「暴力的」，合起來表示「非暴力的」。,104,,5
norm,noun,You must remember adapting to the norms of the society you live in.,你要記住：在社會中生活就要遵循社會行為規範。,標準；規範,regulation; criterion,,可與形似字 form（形式）聯想：男人上班穿西裝，女人上班穿套裝，這是文化所 form 的服裝 norm。,104,,3
notable,adjective,The freshmen have made notable progress in their studies.,大一新生在學習上有顯著的進步。,值得注意的；顯著的,striking; remarkable,,字根 not 表「注意；知道」，-able 是形容詞字尾，合起來表示「值得注意的；顯著的」。,104,,5
notably,adverb,"Christmas is a time of joy, notably among children.",耶誕節是個快樂的日子，在孩子間尤其是如此。,值得注意地；尤其地,,,由形容詞 notable（值得注意的；顯著的）去掉 e 加上 -ly 形成副詞，表示「值得注意地；尤其地」。,104,,5
noted,adjective,The capital of London is noted for its old buildings.,首都倫敦以其古老的建築而著稱。,著名的；知名的,famous; famed,,note 可表示「名聲；重要」，加上 -ed 形成形容詞，合起來表示「著名的；知名的」。,104,,5
noticeable,adjective,There’s been a noticeable improvement in her academic records.,她的學習成績有了明顯的進步。,顯而易見的；值得注意的,emphatic,unnoticeable,notice 意為「注意；留心」，-able 是形容詞字尾，合起來表示「顯而易見的；值得注意的」。,104,,4
notify,verb,She notified us very soon that she was willing to accept the position.,她很快便通知我們，她願意接受這份工作。,通知；通告,advise; inform,,字根 not 表「知道；注意」，-ify 作動詞字尾，合起來有「使知道」之意，因此表示「通知；通告」。,104,,5
notion,noun,We haven’t the faintest notion of what he means.,我們一點也不知道他究竟是什麼意思。,觀念；想法；見解,idea; view,,字根 not 可表示「知道；認識」，-ion 是名詞字尾，合起來引申為「觀念；想法；見解」。,104,,3
notorious,adjective,He’s notorious for his crimes.,他因犯罪而聲名狼藉。,聲名狼藉的；惡名昭彰的,infamous,famous,字根 not 可表示「知道；認識」，-ious 是形容詞字尾，合起來有「無人不曉的」聯想，引申為「聲名狼藉的；惡名昭彰的」。,105,,5
nurture,verb,Her parents died when she was a baby and she was nurtured by her aunt.,她出生不久後父母就雙亡，後來被姑姑撫養長大。,撫養；教養,feed; nourish,,字根 nurt 表「哺乳；滋養」，-ure 在此作動詞字尾，合起來表示「撫養；教養」。,105,,5
nutritious,adjective,You should eat more vegetables and fruit every day because they are very nutritious.,你每天應該多吃蔬菜和水果，因為它們富有營養。,有營養的,,innutritious,字根 nutr 表「哺乳；滋養」，-ious 是形容詞字尾，合起來表示「有營養的」。,105,,5
oatmeal,noun,I find it healthy to eat oatmeal for breakfast.,我覺得吃燕麥片當早餐有益健康。,燕麥片,,,oat 意為「燕麥」，meal 意為「穀粒」，合起來表示「燕麥片」。,105,,5
obedience,noun,The commanding officer demands unquestioning obedience from his men.,指揮官要求下屬對他絕對服從。,服從；順從,dominate; subjugate,,由動詞 obey（服從）去掉 y 加上 -edience 形成名詞，表示「服從；順從」。,105,,4
obligate,verb,The law obligates him to support his parents.,法律規定他有義務供養其父母。,使負義務；強使,require; oblige,,字首 ob- 可表示「加強」，字根 lig 表「捆；綁」，-ate 作動詞字尾，合起來有「把責任捆在身上」的聯想，表示「使負義務；強使」。,105,,3
obligation,noun,You are under obligation to care for them.,你有義務照顧他們。,義務；責任,commitment; responsibility,,由動詞 oblige（強迫；迫使）去掉 e 加上 -ation 形成名詞，原意有「迫使做的事」，引申為「義務；責任」。,105,,4
obligatory,adjective,It is obligatory for every country to protect the world from nuclear war.,每個國家都有義務去保護世界免於核戰。,必須的；強制的；有義務的,necessary; forcible,,由動詞 oblige（強迫；迫使）去掉 e 加上 -atory 形成形容詞，表示「必須的；強制的；有義務的」。,105,,5
oblige,verb,He was obliged to abandon his plan.,他不得不放棄他的計畫。,使不得不；迫使,necessitate; require,,字首 ob- 可表示「加強」，字根 lig 表「捆；綁」，e 是動詞字尾，合起來有「把責任捆在身上」的聯想，表示「使不得不；迫使」。,105,,4
