word,part_of_speech,example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
guideline,noun,The investigation was carried out according to the guidelines issued by senior police officer.,此調查的執行是根據資深警官所提出的指導方針。,指導方針；指引,criterion,,guide 表「導引」，line 表「路線」，合起來表示指導方針。,78,,3
gunman,noun,"The gunman herded the six deli employees into two walk-in freezers and made off with $100,000.",那名持槍歹徒將六名熟食店員工趕進兩間冷凍室，並搶走一萬美元。,持槍歹徒,,,gun 表「槍」，man 表「人」，合起來表示持槍歹徒。,78,,4
gust,noun,A sudden gust of wind blew my hat off.,一陣狂風吹走我的帽子。,一陣狂風；爆發,wind; blast,,gust 可與 dust（灰塵）聯想：gust 突然吹來，便把地上的 dust 都吹起。,78,,5
gypsy,noun,They have never lived in one place too long; it must be the Gypsy in them.,他們從未在一個地方長住過，一定有吉普賽人的性格。,吉普賽人,,,gypsy 音似中文的「吉普賽」，可直接聯想記憶。,78,,5
habitat,noun,Animals in their natural habitat are more attractive than in zoos.,在自然棲息地的動物比動物園的動物更吸引人。,棲息地；產地,lodging; domicile,,habit 表「居住、習性」，可聯想棲息地是生物固定生活的地方。,78,,3
hacker,noun,The police have arrested the two hackers.,警方已逮捕兩名電腦駭客。,電腦駭客,,,hacker 的讀音可聯想中文的「駭客」。,78,,4
handicraft,noun,The young parents sent their girl for the handicraft class.,這對年輕夫婦送他們女兒上手工藝班。,手藝；手工藝品,craft,,hand 表「手」，craft 表「工藝、手藝」，合起來表示手藝、手工藝品。,78,,4
hardwood,noun,Hardwood floors are welcomed by more and more people.,硬木地板越來越受人們的歡迎。,硬木；闊葉木,softwood,,hard 表「硬的」，wood 表「木」，合起來表示硬木。,78,,5
hardy,adjective,If you want to be a success in business you must be hardy and aggressive.,如果你想要生意成功，必須能吃苦而且要積極。,強壯的；能吃苦的,strong; hale,,hard 表「刻苦的、努力的」，加 -y 作形容詞字尾，形成 hardy，表示強壯、能吃苦的。,78,,3
harmless,adjective,"Though horrible, the snake is harmless.",雖然恐怖，但這條蛇是無害的。,無害的,safe,harmful,harm 表「傷害、危害」，-less 表「沒有……的」，合起來表示無害的。,78,79,5
haste,noun,"More haste, less speed.",欲速則不達。,急忙；匆忙,hurry,composure,haste 可與 hate 聯想：那個慢郎中最 hate 在 haste 中做事。,79,,5
hasten,verb,"On hearing the bad news, he hastened to the hospital.",聽到這個壞消息時，他急忙趕去醫院。,催促；加速；急忙,,slow,haste（急忙）加 -n 形成動詞 hasten，表示催促、加速、急忙。,79,,3
hateful,adjective,In this film he acted as the hateful character.,在這部電影中，他扮演一個可憎的角色。,可恨的；可憎的,abhorrent,amiable,hate 表「憎恨」，-ful 作形容詞字尾，形成 hateful，表示可恨的、可憎的。,79,,5
heading,noun,All the headings should be printed in red.,所有標題都要用紅色印刷。,標題；題目,headline; title,,head 表「標題、項目」，加 -ing 形成名詞 heading，表示標題、題目。,79,,5
healthful,adjective,Regular exercise is healthful.,規律運動有益健康。,有益健康的,healthy,,health 表「健康」，-ful 是形容詞字尾，表示充滿……的，形成 healthful，表示有益健康的。,79,,4
hearing,noun,Grandpa's hearing gradually deteriorated.,爺爺的聽力逐漸變差。,聽；聽力,audition; listening,,hear 表「聽」，加 -ing 形成名詞 hearing，表示聽、聽力。,79,,5
hearty,adjective,Her hearty laughter is testimony of her happiness.,她那熱情的歡笑可以證明她很幸福。,盡情的；熱忱的,affectionate; warm-hearted,,heart 表「感情」，加 -y 作形容詞字尾，形成 hearty，表示盡情的、熱忱的。,79,,3
heating,noun,The workers are installing heating in this block.,工人正在為這個街區安裝暖氣。,加熱；暖氣,,chill,heat 表「加熱、使溫暖」，加 -ing 形成名詞 heating，表示加熱、暖氣。,79,,5
heavyweight,noun,He had once been a heavyweight.,他曾經是一位重量級拳擊手。,重量級拳擊手,,,heavy 表「重的」，weight 表「重量」，合起來表示重量級拳擊手。,79,,5
heed,verb,David wished that he had heeded his father's warnings.,David但願他當初留心父親的警告。,留心；注意,notice; observe,,heed 可與 seed 聯想：農夫若留心 heed 正在發芽的 seed，它們才會長得又高又壯。,79,,5
heighten,verb,The threat of war between the two countries heightened.,該二國之間戰爭的威脅升高。,提高；變濃；變高,accentuate; strengthen,reduce,height（高；高度）加 -en 形成動詞 heighten，表示提高、變濃、變高。,80,,5
heir,noun,The Prince of Wales is the heir to the throne.,Wales王子是王位繼承人。,繼承人；嗣子,inheritor; successor,,heir 本身就是一個字根，表示繼承、傳遞，因此有繼承人、嗣子之意。,80,,3
hereafter,adverb,You shall work harder hereafter.,今後你應該更努力工作。,此後以後；今後,future; later,,here 表「在這裡」，after 表「以後」，合起來表示從此以後。,80,,4
heritage,noun,Our national heritage should be protected by every one of us.,我們每個人都應該保護我們的民族遺產。,遺產；遺產,heredity,,herit 表「繼承、遺傳」，-age 為名詞字尾，合起來表示遺產、繼承物。,80,,5
heroic,adjective,Many heroic myths are said to have happened in Rome and Greece.,許多英雄的神話據說發生在羅馬和希臘。,英雄的；英勇的,bold; brave,,hero 表「英雄」，-ic 是形容詞字尾，合起來表示英雄的、英勇的。,80,,5
heroin,noun,Heroin could be a kind of medicine if used in the right way.,海洛因若使用得當就會是一種藥材。,海洛因,,,heroin 音似中文的「海洛因」，可直接聯想記憶。,80,,3
hillside,noun,All kinds of flowers cover the hillside in spring.,春天時，山坡上長滿各種鮮花。,山腰；山坡,,,hill 表「小山、丘陵」，side 表「斜坡」，合起來表示山腰、山坡。,80,,5
hinder,verb,The heavy snow hindered the advance of the troops.,大雪阻礙部隊前進。,妨礙；阻礙,obstruct,help; assist,hind 表「後面」，-er 作動詞字尾，可聯想不停地在後面阻礙，表示妨礙、阻礙。,80,,5
holder,noun,He is the holder of the world record for the long jump.,他是世界跳高紀錄的保持者。,持有者；保持者,proprietor; owner,,hold 表「持有、保持」，-er 表「人」，合起來表示持有者、保持者。,80,,5
holding,noun,He has a 25% holding in the company.,他持有這家公司百分之二十五的股份。,把持；保持；持有股份,ownership; possession,,hold（把持、保持）加 -ing 形成名詞 holding，表示把持、保持或持有股份。,80,,5
