word,part_of_speech,example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
array,verb,You should array yourself in ceremonial robes for the official occasion.,你應該為那個正式場合穿上禮服。,配置；打扮；裝飾,display; adorn; embellish,,array 可作動詞，表示排列或裝扮。,265,,4
artery,noun,This is the artery of New York traffic.,這是紐約交通的主要幹線。,動脈；幹線；要道,vein,,artery 可指人體動脈，也比喻交通幹道。,265,,4
articulate,verb,The most important thing is to articulate your words while you are giving a speech.,演講時，最重要的就是清楚地說出你的話。,清楚地講話或發音；接合,pronounce; enunciate,,articulate 可指清楚表達、發音。,265,,5
artillery,noun,Artillery played a pivotal role in almost every major engagement of the war during the 19th century.,炮兵在十九世紀幾乎每場大戰役中都扮演重要角色。,大炮；炮兵,firearms; small arms,,artillery 指大炮或炮兵部隊。,265,,5
ascribe,verb,Only fools ascribe their failure to bad luck.,只有愚蠢的人會把失敗歸因於運氣不好。,歸因於；歸屬於,assign; attribute,,ascribe A to B 表把 A 歸因於 B。,265,266,5
assault,noun/verb,It was a good idea to assault the enemy in the dark on September 2nd, when the fog was thick.,在九月二號夜襲敵人是個好主意，因為那天有大霧。,攻擊；襲擊；抨擊,assail; attack,defend,assault 可作名詞或動詞，表示攻擊、襲擊。,266,,5
assimilate,verb,Some immigrants can rapidly assimilate into the foreign way of life while some others cannot.,有些移民可以很快地被異國的生活方式同化，但有些卻不能。,同化；吸收,absorb; digest,dissimilate,assimilate into 表融入、同化於。,266,,4
associated,adjective,There are many serious health hazards associated with heavy drinking.,許多對健康的嚴重危害都與酗酒有關。,聯合的；組合的；關連的,connected,unconnected,associated with 表與…有關。,266,,5
assuming,adjective,She is all too assuming in her attitude about financial help.,她對於金錢援助的態度實在顯得過於自信。,傲慢的；自大的；過份自信的,assumptive; presumptuous,,assuming 作形容詞表示自負、傲慢。,266,,4
assumption,noun,They are going on the assumption that the work will be finished at the end of this year.,他們根據年底可以完工的這個假定而行事。,假定；設想；假裝,supposition,conclusion,on the assumption that 表在…假設下。,266,,5
asthma,noun,You can get the latest news from this agency on how to deal with your child's asthma.,你可以從該機構獲得治療你孩子哮喘症的最新資訊。,哮喘症,,,asthma 指氣喘、哮喘。,266,,5
astray,adjective/adverb,His calculations were astray, which had cost serious loss to the company.,他不正確的計算為公司造成嚴重的損失。,迷路的；離開正道的；不正確的,,,go astray 表走錯路、偏離正道。,266,,5
astronomer,noun,Astronomers whose work depends on grant money often are under pressure to write grant proposals.,依靠補助金的天文學家經常處於申請補助金的壓力下。,天文學家,stargazer,,astronomer 指研究天文學的人。,266,,5
astronomy,noun,This magazine offers daily astronomy news, star charts, pictures of planets, eclipses and much more.,這本雜誌提供每日天文新聞、星圖、行星圖片、日蝕等更多資訊。,天文學,uranology,,astronomy 指天文學。,267,,5
asylum,noun,Political asylum shouldn't be mistaken with modern refugee law for the latter will involve influx of population.,政治庇護不應與現代難民法混淆，因為後者涉及大量人口流入。,避難；避難所；庇護所,refuge; sanctuary,,political asylum 指政治庇護。,267,,5
atrocity,noun,Until now the government has refused to apologize for all the World War II atrocities they had committed.,政府直到現在都拒絕為二次大戰所犯的暴行道歉。,殘暴；殘酷；殘暴的行為,ruthlessness,friendliness; kindness,atrocity 指極端殘酷的行為、暴行。,267,,5
attached,adjective,The middle school which is attached to a college will hold a sports meeting next month.,附屬於大學的中學將在下個月舉行運動會。,歸屬的；附屬的,affiliated; connected,,attached to 表附屬於、連接於。,267,,4
attempted,adjective,Attempted murder is only the planning of a murder, not the actual killing, which is murder.,企圖殺人只是殺人的計畫，不是真正的殺人行為。,企圖的；未遂的,,,attempted 常用於 attempted murder 等未遂行為。,267,,5
attendant,adjective,The main difficulty attendant on working on weekends is lack of rest.,在週末工作的主要困難是缺乏休息。,侍候的；伴隨的,accompanying,,attendant on 表伴隨著…。,267,,5
attic,noun,From my attic window I feasted my eyes on the beautiful scene.,我從閣樓窗戶盡情欣賞外面的美景。,閣樓；頂樓,loft; garret,,attic 指屋頂下的閣樓。,267,,4
attorney,noun,They can help you solve your IRS problems with their professional attorneys.,他們可以用專業律師幫你解決國稅局方面的問題。,律師；法定代理人,lawyer; agent,,attorney 指律師或法定代理人。,267,,5
auction,verb,They auctioned their father's collections after he passed away.,在父親死後，他們拍賣了他的收藏品。,拍賣；把……拍賣掉,sale,,auction 可作動詞，表示以拍賣方式出售。,268,,5
audit,verb,Most companies audit the books at the end of the year.,大部分的公司是在年底查帳。,審核；查帳；旁聽,check; inspect,,audit 常指審計、查帳。,268,,5
auditorium,noun,The auditorium was packed that day when the famous scientist came.,著名科學家來的那天，禮堂裡擠滿了人。,聽眾席；會堂；禮堂,hall,,auditorium 指禮堂、會堂。,268,,4
authentic,adjective,In order to get the superstar's authentic signature, she had been following him for several months.,為了得到那個明星的真實簽名，她已經跟蹤他好幾個月了。,可信的；真實的,reliable; real,false,authentic 指真實可靠、非仿冒的。,268,,5
authoritative,adjective,An authoritative teacher places controls on the students but simultaneously encourages independence.,一個權威的老師在管理學生的同時也會鼓勵他們獨立。,權威性的；官方的；專斷的,powerful; influential,,authoritative 可指權威的、官方的。,268,,5
autograph,verb,Hundreds of readers asked the author to autograph their books.,數百名讀者要求作者在他們的書上親筆簽名。,親筆簽名於；親筆書寫,endorse; sign,,autograph 作動詞表示親筆簽名。,268,,4
autonomous,adjective,At present autonomous learning is becoming more and more important, especially for college students.,現在自主學習變得越來越重要，特別是對大學生而言。,自主的；自治的；自發的,independent; sovereign,,autonomous 表自主的、自治的。,268,,5
avail,verb,All their efforts to save the general came to no avail.,他們為了拯救將軍而做的努力都無用。,有用；有益；有幫助,benefit,hurt,to no avail 表徒勞、沒有用。,268,,5
avert,verb,If you are really innocent, there is no need to avert suspicion.,如果你真的是清白的，就沒有必要躲避嫌疑。,避免；防止；避開,prevent; avoid,,avert 可指避免、防止，也可指轉開。,269,,5
aviary,noun,Cages, aviaries which simulate a natural environment allow birds a larger living space.,鳥籠和模擬自然環境的鳥舍，讓鳥有較大的生活空間。,禽舍；鳥類飼養場,cage,,aviary 指大型鳥舍。,269,,4
aviation,noun,There was a boom in commercial and defense aviation industries after WWII.,二次大戰後，商業和軍事航空業曾經繁榮。,航空；飛行；飛機製造業,flight; flying,,aviation 泛指航空、航空業。,269,,5
backing,noun,The Ford candidate has a large backing so he stands a good chance of winning the election.,福特候選人有大批支持者，所以他很有勝選機會。,支持；援助；靠背,support,,backing 指支持、援助。,269,,4
badge,noun,School badges are usually symbols representing a school's traditional spirit and their visions.,學校徽章通常象徵學校的傳統精神和願景。,徽章；標誌；象徵,emblem; insignia,,badge 指徽章、標誌。,269,,4
baffle,verb,The police are baffled as to how the thieves broke into the bank.,警方對小偷如何闖入銀行感到困惑。,使受挫；阻撓；使困惑,bewilder; frustrate,,baffle 表使困惑、阻撓。,269,,5
bail,verb,The company declared bankruptcy until a bank bailed them out.,這家公司宣告破產，直到有一家銀行出手援助。,保釋；幫助脫困,,,bail out 表救助、使脫困。,269,,5
ballast,noun,The ballast placed in the ship can keep the ship steady.,放在船上的壓艙物可以保持船身平穩。,壓艙物,load,,ballast 指使船保持穩定的壓艙物。,269,,5
ballot,noun,A majority balloted for the bill.,大多數人投票贊成該法案。,投票；投票表決；選票,,,ballot 可指選票，也可指投票表決。,269,270,5
banal,adjective,Representation of life in his works is stupid, banal and childish.,他作品中對生活的描繪是愚蠢、陳腐和幼稚的。,陳腐的；平庸的,,,banal 指陳腐、平庸而缺乏新意。,270,,5
bankruptcy,noun,The company was on the brink of bankruptcy.,該公司已瀕臨破產。,破產；徹底失敗,failure,,on the brink of bankruptcy 表瀕臨破產。,270,,5
banquet,noun,The visitors were very appreciative that a banquet was given in honor of them.,參訪者非常感激為他們舉辦的宴會。,宴會；宴請；款待,feast,,banquet 指正式宴會。,270,,4
barbarian,noun,Don't take people living in deep forests as barbarians.,不要把住在深山裡的人當成野蠻人。,野蠻人；殘暴的人,brute,,barbarian 指野蠻人或未開化者。,270,,4
barge,noun,They are unloading the oil barge, which has been just back from England.,他們正在卸下一艘剛從英國回來的油駁船。,駁船；平底船,flatboat,,barge 指大型平底駁船。,270,,4
barometer,noun,Some of the indicators are often barometers of university trends.,有些指標往往是大學發展趨勢的晴雨表。,氣壓計；晴雨表,,,barometer 除氣壓計外，也可比喻衡量趨勢的指標。,270,,5
barrack,noun,There is a deserted army barracks at the foot of the mountain.,山腳下有一座被遺棄的兵營。,營房；兵營；工房,,,barracks 常指軍營、兵營。,270,,5
barren,adjective,It is a real wonder that one can tramp through this barren desert.,一個人能徒步穿越這片荒漠真是奇蹟。,貧瘠的；荒蕪的,bare; desolate,rich; fertile,barren 指貧瘠、荒蕪的。,270,,5
barricade,noun/verb,They barricaded the main road so the enemy had to go the other way which was their ambush.,他們在主要道路設置路障，因此敵人只好改走另一條埋伏路線。,設置路障；擋住；阻塞,block,,barricade 可作名詞或動詞，表示路障或設障阻擋。,270,271,5
